"Date Last Researched","Country/Area","Project Name","Phase Name","Project Name in Local Language / Script","Other Name(s)","Capacity (MW)","Capacity Rating","Technology Type","Status","Start year","Retired year","Operator","Operator Name in Local Language / Script","Owner","Owner Name in Local Language / Script","Hydrogen","Latitude","Longitude","Location accuracy","City","Local area (taluk, county)","Major area (prefecture, district)","State/Province","Subregion","Region","GEM location ID","GEM phase ID","Other IDs (location)","Other IDs (unit/phase)","Wiki URL"
"2024/11/20","Spain","La Luz solar farm","1","Luz I, Parque Solar La Luz",NA,49.9,"MWp/dc","PV","operating",2024,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004293",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2024/11/20","Spain","La Luz solar farm","2","Luz II, Parque Solar La Luz",NA,49.9,"MWp/dc","PV","operating",2024,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004294",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2024/11/20","Spain","La Luz solar farm","3","Luz III, Parque Solar La Luz",NA,22.5,"MWp/dc","PV","operating",2024,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004295",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2024/11/20","Spain","La Luz solar farm","4","Luz IV, Parque Solar La Luz",NA,22.5,"MWp/dc","PV","mothballed",2024,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004296",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2025/01/06","Spain","La Luz solar farm","5","Luz V, Parque Solar La Luz",NA,22.5,"MWp/dc","PV","mothballed",NA,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004297",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2025/01/06","Spain","La Luz solar farm","6","Luz VI, Parque Solar La Luz",NA,22.5,"MWp/dc","PV","mothballed",NA,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004298",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2025/01/06","Spain","La Luz solar farm","7","Luz VII, Parque Solar La Luz",NA,21.1,"MWp/dc","PV","mothballed",NA,NA,NA,NA,"Alter Enersun SA",NA,NA,"37.3230","-6.8988","exact","La Carrascosa",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001003750","G100001004299",NA,NA,"https://www.gem.wiki/La_Luz_solar_farm"
"2021/08/09","Spain","La Magascona solar farm","1",NA,NA,23,"MWp/dc","PV","operating",2007,NA,"Elecnor Group",NA,"FSL Solar",NA,NA,"39.4329","-5.9353","exact","Trujillo","Trujillo","Cáceres","Extremadura","Southern Europe","Europe","L100000805770","G100000806639",NA,"WKSL: WKSL: 63591","https://www.gem.wiki/La_Magascona_solar_farm"
"2024/03/27","Spain","La Majada solar farm","--",NA,NA,214,"MWp/dc","PV","pre-construction",NA,NA,"Benbros Solar",NA,NA,NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824647","G100000827844",NA,NA,"https://www.gem.wiki/La_Majada_solar_farm"
"2024/02/09","Spain","La Montsona solar farm","1","Planta solar fotovoltaica La Montsona",NA,49.9,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Energías Renovables de Onuris SL",NA,NA,"41.3729","0.5536","approximate","Llardecans","Segrià","Lleida","Cataluña","Southern Europe","Europe","L100001000853","G100001001210",NA,NA,"https://www.gem.wiki/La_Montsona_solar_farm"
"2024/03/15","Spain","La Muela I solar farm","--","Planta fotovoltaica híbrida La Muela I",NA,40.9,"MWac","PV","pre-construction",NA,NA,"Iberdrola Renovables Castilla-La Mancha",NA,"Iberdrola SA",NA,NA,"39.4763","-2.1699","approximate","Tébar",NA,"Cuenca","Castilla-La Mancha","Southern Europe","Europe","L100001003974","G100001004614",NA,NA,"https://www.gem.wiki/La_Muela_I_solar_farm"
"2023/01/11","Spain","La Nava solar farm","1",NA,NA,48,"MWac","PV","operating",2019,NA,"Naturgy Energy Group",NA,"Naturgy Energy Group SA",NA,NA,"38.6766","-4.1907","exact",NA,"Valle de Alcudia","Ciudad Real","Castile-La Mancha","Southern Europe","Europe","L100000805907","G100000806796",NA,"PRETOR: RE-112801,WKSL: WKSL: 71769","https://www.gem.wiki/La_Nava_solar_farm"
"2024/04/15","Spain","La Oliva (Capital Energy) solar farm","--",NA,NA,50,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Capital Energy",NA,NA,"39.8753","-3.7328","approximate","Villasequilla",NA,"Toledo","Castilla-La Mancha","Southern Europe","Europe","L100001005467","G100001006506",NA,NA,"https://www.gem.wiki/La_Oliva_(Capital_Energy)_solar_farm"
"2024/05/06","Spain","La Pedrera solar far,","--",NA,NA,50,"MWac","PV","pre-construction",2025,NA,NA,NA,NA,NA,NA,"37.9705","-1.5626","approximate",NA,NA,NA,"Murcia","Southern Europe","Europe","L100001007692","G100001008965","WKSL: WKSL: 71845","WKSL: WKSL: 71845","https://www.gem.wiki/La_Pedrera_solar_far,"
"2023/01/09","Spain","La Pinilla solar farm","--",NA,"CSF La Pinilla Solar, Pinilla Nexus",48.8,"MWp/dc","PV","operating",2021,NA,NA,NA,"China Three Gorges CORP (CTG)","中国长江三峡集团有限公司",NA,"37.7214","-1.1724","approximate",NA,"Campo de Cartagena y Mar Menor","Region of Murcia","Region of Murcia","Southern Europe","Europe","L100000824648","G100000827845",NA,"PRETOR: RE-113259","https://www.gem.wiki/La_Pinilla_solar_farm"
"2024/03/29","Spain","La Pradera solar farm","--","Planta solar fotovoltaica La Pradera",NA,195.9,"MWac","PV","pre-construction",NA,NA,"Naturgy Renovables",NA,"Naturgy Energy Group SA",NA,NA,"42.7229","-5.6367","approximate","Cuadros",NA,"León","Castilla y León","Southern Europe","Europe","L100000824649","G100000827846",NA,NA,"https://www.gem.wiki/La_Pradera_solar_farm"
"2024/03/13","Spain","La Rambla solar farm","--","Parque solar fotovoltaico La Rambla",NA,89.1,"MWac","PV","pre-construction",NA,NA,"Green Capital Power",NA,"Capital Energy",NA,NA,"37.0540","-2.2075","approximate","Lucainena de las Torres",NA,"Almeria","Andalusia","Southern Europe","Europe","L100000824650","G100000827847",NA,NA,"https://www.gem.wiki/La_Rambla_solar_farm"
"2024/04/02","Spain","La Raposa solar farm","--","Planta solar fotovoltaica La Raposa",NA,36.3,"MWp/dc","PV","pre-construction",NA,NA,"Carpe Desarrollos",NA,"Carpe Desarrollos SLU",NA,NA,"42.2525","-6.0332","approximate","Quintana y Congosto",NA,"León","Castilla y León","Southern Europe","Europe","L100001004595","G100001005392",NA,NA,"https://www.gem.wiki/La_Raposa_solar_farm"
"2024/03/15","Spain","La Revuelta solar farm","--","Planta solar fotovoltaica La Revuelta",NA,107.7,"MWac","PV","pre-construction",NA,NA,"Enel Green Power España",NA,"Endesa SA",NA,NA,"39.0545","-3.3618","approximate","Manzanares",NA,"Ciudad Real","Castilla-La Mancha","Southern Europe","Europe","L100000824651","G100000827848",NA,NA,"https://www.gem.wiki/La_Revuelta_solar_farm"
"2025/01/06","Spain","La Rinconada (Matrix) solar farm","--",NA,NA,50,"unknown","PV","announced",NA,NA,NA,NA,"Matrix Renewables",NA,NA,"37.4871","-5.9807","approximate","La Rinconada",NA,"Sevilla","Andalucia","Southern Europe","Europe","L100001007578","G100001008747",NA,NA,"https://www.gem.wiki/La_Rinconada_(Matrix)_solar_farm"
"2023/01/18","Spain","La Risca - Alvarado 1 CSP solar farm","--",NA,NA,50,"MWac","Solar Thermal","operating",2009,NA,"Acciona",NA,"Acciona SA",NA,NA,"38.8270","-6.8260","exact","Badajoz","Tierra de Badajoz","Badajoz","Extremadura","Southern Europe","Europe","L100000824652","G100000827849",NA,NA,"https://www.gem.wiki/La_Risca_-_Alvarado_1_CSP_solar_farm"
"2024/04/03","Spain","La Robla solar farm","--",NA,NA,480,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Enagás Renovable; Naturgy Energy Group SA",NA,"True","42.7990","-5.6248","approximate",NA,NA,"León","Castilla y León","Southern Europe","Europe","L100000824653","G100000827850",NA,NA,"https://www.gem.wiki/La_Robla_solar_farm"
"2024/03/27","Spain","La Roca solar farm","--",NA,NA,177.5,"MWp/dc","PV","pre-construction",NA,NA,"Fisterra Energy",NA,NA,NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824654","G100000827851",NA,NA,"https://www.gem.wiki/La_Roca_solar_farm"
"2024/03/21","Spain","La Roda solar farm","--",NA,NA,150.5,"MWp/dc","PV","pre-construction",NA,NA,"Aquila Capital",NA,NA,NA,NA,"37.6087","-4.6016","approximate",NA,NA,NA,"Andalucía","Southern Europe","Europe","L100000824655","G100000827852",NA,NA,"https://www.gem.wiki/La_Roda_solar_farm"
"2024/03/12","Spain","La Sagra (Q Energy) solar farm","1","Planta solar fotovoltaica La Sagra 1",NA,195,"MWac","PV","pre-construction",NA,NA,"Nun Sun Power",NA,"Q Energy",NA,NA,"39.9773","-4.0351","approximate","Bargas",NA,"Toledo","Castile-La Mancha","Southern Europe","Europe","L100000824845","G100000828082",NA,NA,"https://www.gem.wiki/La_Sagra_(Q_Energy)_solar_farm"
"2024/03/29","Spain","La Serna solar farm","--","Planta solar fotovoltaica La Sern",NA,49.9,"MWp/dc","PV","pre-construction",NA,NA,"Naturgy Renovables",NA,"Naturgy Energy Group SA",NA,NA,"42.6921","-5.6463","approximate","Cuadros",NA,"León","Castilla y León","Southern Europe","Europe","L100000824656","G100000827853",NA,NA,"https://www.gem.wiki/La_Serna_solar_farm"
"2024/03/26","Spain","La Solana (Bruc Energy) solar farm","--",NA,NA,220,"MWp/dc","PV","pre-construction",NA,NA,"Bruc Iberia Energy Investment Partners",NA,"Bruc Iberia Energy Investment Partners",NA,NA,"38.9839","-3.9315","approximate",NA,NA,"Ciudad Real","Castilla-La Mancha","Southern Europe","Europe","L100000824657","G100000827854",NA,NA,"https://www.gem.wiki/La_Solana_(Bruc_Energy)_solar_farm"
"2024/04/12","Spain","La Solana 2 solar farm","--",NA,NA,30,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Ingeniera y Planificación Sostenible",NA,NA,"38.7111","-4.1757","approximate","Almodóvar del Campo",NA,NA,NA,"Southern Europe","Europe","L100001005355","G100001006384",NA,NA,"https://www.gem.wiki/La_Solana_2_solar_farm"
"2023/01/11","Spain","La Solanilla solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2020,NA,"Fotowatio Renewable Ventures (FRV)",NA,"Abdul Latif Jameel Energy and Environmental Services",NA,NA,"39.4310","-5.9253","exact","Trujillo","Trujillo","Cáceres","Extremadura","Southern Europe","Europe","L100000805835","G100000806714",NA,"WKSL: WKSL: 72741,PRETOR: RE-112898","https://www.gem.wiki/La_Solanilla_solar_farm"
"2023/01/04","Spain","La Torre 40 solar farm","--",NA,NA,42,"MWp/dc","PV","operating",2022,NA,"Plant Photovoltaica la Torre 40",NA,NA,NA,NA,"37.7813","-3.7876","approximate","Jaén",NA,"Jaén",NA,"Southern Europe","Europe","L100000824659","G100000827856",NA,"PRETOR: RE-113858","https://www.gem.wiki/La_Torre_40_solar_farm"
"2024/03/22","Spain","La Vaguada solar farm","--","Planta solar fotovoltaica La Vaguada",NA,88.2,"MWac","PV","pre-construction",NA,NA,"Lirio Desarrollos España",NA,"Viridi RE",NA,NA,"40.1158","-3.9133","approximate","Cedillo del Condado",NA,"Toledo","Castilla-La Mancha","Southern Europe","Europe","L100000824660","G100000827857",NA,NA,"https://www.gem.wiki/La_Vaguada_solar_farm"
"2024/04/03","Spain","La Vega (Capital Energy) solar farm","--",NA,NA,109.3,"unknown","PV","pre-construction",NA,NA,NA,NA,"Capital Energy",NA,NA,"40.2570","-3.7801","approximate","Fuenlabrada","Área metropolitana de Madrid y Corredor del Henares",NA,"Community of Madrid","Southern Europe","Europe","L100000824661","G100000827858",NA,NA,"https://www.gem.wiki/La_Vega_(Capital_Energy)_solar_farm"
"2021/08/09","Spain","La Vega solar farm","1",NA,NA,50,"unknown","PV","operating",2020,NA,"Enel Green Power España",NA,"Endesa SA",NA,NA,"36.9898","-4.9130","approximate","Teba",NA,NA,"Malaga","Southern Europe","Europe","L100000805794","G100000806668",NA,NA,"https://www.gem.wiki/La_Vega_solar_farm"
"2021/08/09","Spain","La Vega solar farm","2",NA,NA,36,"unknown","PV","operating",2020,NA,"Enel Green Power España",NA,"Endesa SA",NA,NA,"36.9898","-4.9130","approximate","Teba",NA,NA,"Malaga","Southern Europe","Europe","L100000805794","G100000806669",NA,NA,"https://www.gem.wiki/La_Vega_solar_farm"
"2021/08/09","Spain","La Verilleja solar farm","1",NA,"Badajoz I",26,"MWac","PV","operating",2010,NA,"Fotones",NA,"SolEs Badajoz GmbH",NA,NA,"38.7247","-5.5138","exact","Castuera",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000805829","G100000806708","WKSL: WKSL: 60318","WKSL: WKSL: 60318","https://www.gem.wiki/La_Verilleja_solar_farm"
"2024/03/27","Spain","Laguna solar farm (Spain)","--",NA,NA,88.4,"MWp/dc","PV","pre-construction",NA,NA,"Nara Solar",NA,NA,NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824662","G100000827859",NA,NA,"https://www.gem.wiki/Laguna_solar_farm_(Spain)"
"2024/01/26","Spain","Laminoria solar farm","--","Parque fotovoltaico Laminoria",NA,30,"unknown","PV","pre-construction",NA,NA,NA,NA,"Aixeindar SA",NA,NA,"42.7250","-2.4640","approximate","Arraia-Maeztu",NA,"Álava","País Vasco","Southern Europe","Europe","L100001000554","G100001000858",NA,NA,"https://www.gem.wiki/Laminoria_solar_farm"
"2024/03/19","Spain","Lamos solar farm","--","Parque solar fotovoltaico Lamos",NA,32.7,"MWac","PV","pre-construction",NA,NA,"Energía Inagotable de Lamos",NA,"Forestalia SL",NA,NA,"41.7255","-0.0039","approximate","Villanueva de Sigena",NA,"Huesca","Aragón","Southern Europe","Europe","L100000824663","G100000827860",NA,NA,"https://www.gem.wiki/Lamos_solar_farm"
"2025/01/08","Spain","Larral solar farm","--","Parque fotovoltaico Larral","Larral-Peñaza",40,"unknown","PV","construction",NA,NA,"Planta Solar OPDE 8",NA,"Opdenergy SA",NA,NA,"41.6170","-1.0282","approximate","Zaragoza",NA,"Zaragoza","Aragón","Southern Europe","Europe","L100000824664","G100000827861",NA,NA,"https://www.gem.wiki/Larral_solar_farm"
"2024/04/03","Spain","Las Arenas solar farm","--",NA,NA,51,"MWp/dc","PV","pre-construction",NA,NA,"Enerfin Renovables",NA,NA,NA,NA,"37.6087","-4.6016","approximate",NA,NA,NA,"Andalucía","Southern Europe","Europe","L100000824665","G100000827862",NA,NA,"https://www.gem.wiki/Las_Arenas_solar_farm"
"2024/03/20","Spain","Las Azubías solar farm","--","Planta solar fotovoltaica Las Azubías",NA,45,"unknown","PV","pre-construction",NA,NA,"Molinos del Moncayo",NA,"Ignis Energía SL",NA,NA,"41.7536","-1.4292","approximate","Fuendejalón",NA,"Zaragoza","Aragón","Southern Europe","Europe","L100001004144","G100001004814",NA,NA,"https://www.gem.wiki/Las_Azubías_solar_farm"
"2024/03/21","Spain","Las Brozas solar farm","--",NA,NA,100,"MWp/dc","PV","pre-construction",NA,NA,"Benbros Solar",NA,NA,NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824666","G100000827863",NA,NA,"https://www.gem.wiki/Las_Brozas_solar_farm"
"2024/03/18","Spain","Las Campaneras solar farm","--","Planta solar fotovoltaica Las Campaneras",NA,42.5,"MWac","PV","pre-construction",NA,NA,"Planta Solar OPDE 26",NA,"Opdenergy SA",NA,NA,"41.2581","-4.6868","approximate","Bocigas",NA,"Valladolid","Castilla y León","Southern Europe","Europe","L100001004041","G100001004698",NA,NA,"https://www.gem.wiki/Las_Campaneras_solar_farm"
"2024/04/02","Spain","Las Capillas solar farm","--","Planta solar fotovoltaica Las Capillas",NA,40,"unknown","PV","pre-construction",NA,NA,"Energías Renovables de Ormonde 34",NA,"Forestalia SL",NA,NA,"41.5506","-5.7899","approximate","La Hiniesta",NA,"Zamora","Castilla y León","Southern Europe","Europe","L100001004578","G100001005375",NA,NA,"https://www.gem.wiki/Las_Capillas_solar_farm"
"2024/03/22","Spain","Las Casas solar farm","--",NA,NA,135,"MWp/dc","PV","pre-construction",NA,NA,"Global Solar Energy Diez SLU",NA,NA,NA,NA,"39.6111","-2.7904","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100000824667","G100000827864",NA,NA,"https://www.gem.wiki/Las_Casas_solar_farm"
"2023/01/11","Spain","Las Corchas solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2020,NA,"Enel Green Power España",NA,"Endesa SA",NA,NA,"37.4743","-5.7034","approximate","Carmona",NA,NA,"Sevilla","Southern Europe","Europe","L100000805795","G100000806670","WKSL: WKSL: 79883","WKSL: WKSL: 79883,PRETOR: RE-113242","https://www.gem.wiki/Las_Corchas_solar_farm"
"2024/02/22","Spain","Las Coronas solar farm","--","Planta solar fotovoltaica Las Coronas",NA,41.9,"MWac","PV","pre-construction",NA,NA,"Planta Solar OPDE 31",NA,"Opdenergy SA",NA,NA,"41.5891","-5.1082","approximate","Vega de Valdetronco",NA,"Valladolid","Castilla y León","Southern Europe","Europe","L100000824668","G100000827865",NA,NA,"https://www.gem.wiki/Las_Coronas_solar_farm"
"2024/03/20","Spain","Las Ermitas solar farm","--",NA,NA,254.1,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,NA,NA,NA,"41.3473","-0.7809","approximate",NA,NA,NA,"Aragón","Southern Europe","Europe","L100000824669","G100000827866",NA,NA,"https://www.gem.wiki/Las_Ermitas_solar_farm"
"2024/02/01","Spain","Las Fuesas solar farm","--","Parque solar fotovoltaico Las Fuesas",NA,50,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Duplexia Experts SL",NA,NA,"41.7748","-1.2404","approximate","Pedrola",NA,"Zaragoza","Aragón","Southern Europe","Europe","L100001000644","G100001000965",NA,NA,"https://www.gem.wiki/Las_Fuesas_solar_farm"
"2024/03/11","Spain","Las Jaras solar farm","--","Planta solar fotovoltaica Las Jaras",NA,59,"MWp/dc","PV","operating",2023,NA,"Naturgy Renovables",NA,"Naturgy Energy Group SA",NA,NA,"38.7190","-6.8169","approximate","La Albuera",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000824670","G100000827867",NA,NA,"https://www.gem.wiki/Las_Jaras_solar_farm"
"2024/04/02","Spain","Las Manzaneras solar farm","--","Planta solar fotovoltaica Las Manzaneras",NA,34.8,"MWac","PV","pre-construction",NA,NA,"Novagavia Business",NA,"Alpiq Energía España SAU",NA,NA,"42.7579","-4.8369","approximate","Mantinos",NA,"Palencia","Castilla y León","Southern Europe","Europe","L100001004585","G100001005382",NA,NA,"https://www.gem.wiki/Las_Manzaneras_solar_farm"
"2024/04/02","Spain","Las Mulas solar farm","--","Planta solar fotovoltaica Las Mulas",NA,20,"MWp/dc","PV","pre-construction",NA,NA,"Energías Renovables de Ormonde 37",NA,"Forestalia SL",NA,NA,"41.5772","-5.7363","approximate","Cubillos",NA,"Zamora","Castilla y León","Southern Europe","Europe","L100001004579","G100001005376",NA,NA,"https://www.gem.wiki/Las_Mulas_solar_farm"
"2023/01/18","Spain","Las Naranjillas solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2021,NA,"GRS",NA,"Amarenco",NA,NA,"37.4250","-5.7930","exact","Carmona",NA,NA,"Sevilla","Southern Europe","Europe","L100000805850","G100000806732","WKSL: WKSL: 79528","PRETOR: RE-113240,WKSL: WKSL: 79528","https://www.gem.wiki/Las_Naranjillas_solar_farm"
"2024/03/22","Spain","Las Navas solar farm","--",NA,NA,100,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,NA,NA,NA,"39.6111","-2.7904","approximate",NA,NA,NA,"Castilla-La Mancha","Southern Europe","Europe","L100000824671","G100000827868",NA,NA,"https://www.gem.wiki/Las_Navas_solar_farm"
"2024/04/03","Spain","Las Pastorizas solar farm","--",NA,NA,250,"MWp/dc","PV","pre-construction",NA,NA,"Benbros Solar",NA,NA,NA,NA,"37.6087","-4.6016","approximate",NA,NA,NA,"Andalucía","Southern Europe","Europe","L100000824672","G100000827869",NA,NA,"https://www.gem.wiki/Las_Pastorizas_solar_farm"
"2023/01/30","Spain","Las Quinientas solar farm","--",NA,NA,110,"MWp/dc","PV","operating",2021,NA,"Bruc Iberia Energy Investment Partners",NA,"Bruc Iberia Energy Investment Partners",NA,NA,"36.6123","-6.1122","exact","Jerez","Campiña de Jerez","Cádiz","Andalusia","Southern Europe","Europe","L100000824673","G100000827870",NA,NA,"https://www.gem.wiki/Las_Quinientas_solar_farm"
"2024/05/06","Spain","Las Salinas solar farm","--",NA,NA,29.8,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solar de la Contraviesa 6 SL",NA,NA,"37.0685","-3.8190","approximate","Ventas de Huelma",NA,"Granada","Andalucia","Southern Europe","Europe","L100001007693","G100001008966","WKSL: WKSL: 66191","WKSL: WKSL: 66191","https://www.gem.wiki/Las_Salinas_solar_farm"
"2024/04/12","Spain","Las Sisoneras solar farm","Las Sisoneras 1",NA,NA,38.5,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"RIC Energy",NA,NA,"38.6590","-4.2934","approximate","Brazatortas",NA,"Ciudad Real","Castilla-La Mancha","Southern Europe","Europe","L100001005371","G100001006401",NA,NA,"https://www.gem.wiki/Las_Sisoneras_solar_farm"
"2024/04/12","Spain","Las Sisoneras solar farm","Las Sisoneras 2",NA,NA,38.5,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"RIC Energy",NA,NA,"38.6590","-4.2934","approximate","Brazatortas",NA,"Ciudad Real","Castilla-La Mancha","Southern Europe","Europe","L100001005371","G100001006400",NA,NA,"https://www.gem.wiki/Las_Sisoneras_solar_farm"
"2023/01/04","Spain","Lebrija 1 CSP solar farm","--",NA,"Soleval",50,"MWac","Solar Thermal","operating",2011,NA,"Solel Renovables",NA,"Solel Renovables SL ; Valoriza Energia SPE Ltda",NA,NA,"37.0058","-6.0490","exact",NA,NA,"Sevilla","Andalusia","Southern Europe","Europe","L100000824675","G100000827872",NA,"PRETOR: RE-107141","https://www.gem.wiki/Lebrija_1_CSP_solar_farm"
"2024/04/03","Spain","Leon (Euder Energy) solar farm","1",NA,NA,50,"MWp/dc","PV","announced",NA,NA,"Euder Energy",NA,"Euder Energy SL",NA,NA,"42.6040","-5.5704","approximate",NA,NA,"León","Castilla y León","Southern Europe","Europe","L100000824676","G100000827873",NA,NA,"https://www.gem.wiki/Leon_(Euder_Energy)_solar_farm"
"2024/04/03","Spain","Leon (Euder Energy) solar farm","2",NA,NA,50,"MWp/dc","PV","announced",NA,NA,"Euder Energy",NA,"Euder Energy SL",NA,NA,"42.6040","-5.5704","approximate",NA,NA,"León","Castilla y León","Southern Europe","Europe","L100000824676","G100000827874",NA,NA,"https://www.gem.wiki/Leon_(Euder_Energy)_solar_farm"
"2024/04/03","Spain","Leon (Euder Energy) solar farm","3",NA,NA,50,"MWp/dc","PV","announced",NA,NA,"Euder Energy",NA,"Euder Energy SL",NA,NA,"42.6040","-5.5704","approximate",NA,NA,"León","Castilla y León","Southern Europe","Europe","L100000824676","G100000827875",NA,NA,"https://www.gem.wiki/Leon_(Euder_Energy)_solar_farm"
"2024/04/03","Spain","Lepe solar farm","1",NA,"Ence Lepe",40,"unknown","PV","pre-construction",NA,NA,"Ence Energía y Celulosa",NA,"Ence Energía y Celulosa SA",NA,NA,"37.3104","-7.2522","approximate","Lepe",NA,NA,"Andalucía","Southern Europe","Europe","L100000805852","G100000806734",NA,NA,"https://www.gem.wiki/Lepe_solar_farm"
"2024/02/09","Spain","Les Alzineres solar farm","--","Planta solar fotovoltaica Les Alzineres",NA,40,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Energies Renovables Terra Ferma SL",NA,NA,"42.1394","1.0232","approximate","Isona i Conca Dellà","El Pallars Jussà","Lleida","Cataluña","Southern Europe","Europe","L100001000854","G100001001211",NA,NA,"https://www.gem.wiki/Les_Alzineres_solar_farm"
"2024/02/12","Spain","Les Canaletes solar farm","--","Planta solar fotovoltaica les Canaletes",NA,30,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Bellingen Invest SL",NA,NA,"41.6514","1.0867","approximate","Anglesola","Urgell","Lleida","Cataluña","Southern Europe","Europe","L100001000928","G100001001295",NA,NA,"https://www.gem.wiki/Les_Canaletes_solar_farm"
"2024/02/12","Spain","Les Clotes solar farm","--","Planta solar fotovoltaica Les Clotes",NA,25,"MWac","PV","pre-construction",NA,NA,NA,NA,"Energias Renovables De Gladiateur 26 SL",NA,NA,"41.3066","1.3451","approximate","Pla de Santa Maria","Alt Camp","Tarragona","Cataluña","Southern Europe","Europe","L100001000934","G100001001300",NA,NA,"https://www.gem.wiki/Les_Clotes_solar_farm"
"2024/03/20","Spain","Liana solar farm","--",NA,NA,191.4,"MWp/dc","PV","pre-construction",NA,NA,"Ardermer Itg",NA,NA,NA,NA,"41.3473","-0.7809","approximate",NA,NA,"Aragón",NA,"Southern Europe","Europe","L100000824677","G100000827876",NA,NA,"https://www.gem.wiki/Liana_solar_farm"
"2024/04/03","Spain","Libienergy Aragonesa solar farm","--",NA,NA,37.5,"MWp/dc","PV","pre-construction",NA,NA,"Libienergy Energías",NA,"Libienergy Energías SL",NA,NA,"41.5325","0.3532","approximate","Fraga",NA,NA,NA,"Southern Europe","Europe","L100000824678","G100000827877",NA,NA,"https://www.gem.wiki/Libienergy_Aragonesa_solar_farm"
"2024/04/03","Spain","Limonero solar farm","--",NA,NA,124.9,"MWp/dc","PV","pre-construction",2026,NA,NA,NA,"Ignis Energía SL",NA,NA,"39.4874","-1.1027","approximate",NA,"Requena",NA,"Comunitat Valenciana","Southern Europe","Europe","L100000824679","G100000827878",NA,NA,"https://www.gem.wiki/Limonero_solar_farm"
"2024/04/03","Spain","Linares solar farm (Spain)","--",NA,NA,168,"MWp/dc","PV","pre-construction",NA,NA,"Greening Group",NA,NA,NA,NA,"37.6087","-4.6016","approximate",NA,NA,NA,"Andalucía","Southern Europe","Europe","L100000824680","G100000827879",NA,NA,"https://www.gem.wiki/Linares_solar_farm_(Spain)"
"2024/04/19","Spain","Line solar farm","1",NA,NA,51.7,"unknown","PV","pre-construction",NA,NA,NA,NA,"Global Pracima",NA,NA,"41.9657","-4.9779","approximate","Castilla y León",NA,NA,NA,"Southern Europe","Europe","L100001005626","G100001006746",NA,NA,"https://www.gem.wiki/Line_solar_farm"
"2024/03/29","Spain","Lirios solar farm","--","Planta fotovoltaica Lirios Solar PV",NA,87.1,"MWac","PV","construction",2025,NA,"Solar Castuera",NA,"Encavis AG",NA,NA,"37.3671","-6.3876","approximate","Chucena",NA,"Huelva","Andalucía","Southern Europe","Europe","L100001004511","G100001005283",NA,NA,"https://www.gem.wiki/Lirios_solar_farm"
