"Date Last Researched","Country/Area","Project Name","Phase Name","Project Name in Local Language / Script","Other Name(s)","Capacity (MW)","Capacity Rating","Technology Type","Status","Start year","Retired year","Operator","Operator Name in Local Language / Script","Owner","Owner Name in Local Language / Script","Hydrogen","Latitude","Longitude","Location accuracy","City","Local area (taluk, county)","Major area (prefecture, district)","State/Province","Subregion","Region","GEM location ID","GEM phase ID","Other IDs (location)","Other IDs (unit/phase)","Wiki URL"
"2024/04/12","Spain","Alsemur solar farm","Alsemur 2",NA,NA,38,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Solaer Energías Bahía Blanca SL",NA,NA,"38.6588","-4.2951","approximate","Brazatortas",NA,"Ciudad Real","Castilla-La Mancha","Southern Europe","Europe","L100001005376","G100001006410",NA,NA,"https://www.gem.wiki/Alsemur_solar_farm"
"2024/03/13","Spain","Aluvión solar farm","--","Parque solar fotovoltaico Aluvión Solar",NA,45,"MWac","PV","pre-construction",NA,NA,"Aluvión Solar",NA,"Ignis Energía SL",NA,NA,"40.5704","-3.0985","approximate","Horche",NA,"Guadalajara","Castilla-La Mancha","Southern Europe","Europe","L100000824325","G100000827439",NA,NA,"https://www.gem.wiki/Aluvión_solar_farm"
"2023/01/11","Spain","Alvarado solar farm (Spain)","1",NA,"Alvarado-La Risca 2 (Phase 2), Alvarado-La Risca 1 (Phase 1)",50,"MWp/dc","PV","operating",2020,NA,"Solarpack",NA,"Bruc Iberia Energy Investment Partners",NA,NA,"38.8098","-6.7908","approximate","Alvarado-La Risca",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000805992","G100000806897",NA,"PRETOR: RE-113158","https://www.gem.wiki/Alvarado_solar_farm_(Spain)"
"2023/01/11","Spain","Alvarado solar farm (Spain)","2",NA,"Alvarado-La Risca 2 (Phase 2), Alvarado-La Risca 1 (Phase 1)",50,"MWp/dc","PV","operating",2020,NA,"Solarpack",NA,"Bruc Iberia Energy Investment Partners",NA,NA,"38.8098","-6.7908","approximate","Alvarado-La Risca",NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000805992","G100000806898",NA,"PRETOR: RE-113159","https://www.gem.wiki/Alvarado_solar_farm_(Spain)"
"2024/03/18","Spain","Alya solar farm","--","Parque solar fotovoltaico Alya",NA,47.2,"MWac","PV","pre-construction",NA,NA,"Energía Inagotable de Alya",NA,"Forestalia SL",NA,NA,"41.5424","0.2082","approximate","Fraga",NA,"Huesca","Aragón","Southern Europe","Europe","L100000824326","G100000827440","WKSL: WKSL: 83977",NA,"https://www.gem.wiki/Alya_solar_farm"
"2024/03/18","Spain","Amaltea solar farm","--","Parque solar fotovoltaico Amaltea",NA,49.5,"MWac","PV","pre-construction",NA,NA,"Energía Inagotable Amaltea",NA,"Forestalia SL",NA,NA,"41.5006","0.2078","approximate","Fraga",NA,"Huesca","Aragón","Southern Europe","Europe","L100000824327","G100000827441",NA,NA,"https://www.gem.wiki/Amaltea_solar_farm"
"2023/01/18","Spain","Amazon 1 solar farm","--",NA,NA,111,"unknown","PV","operating",2022,NA,"Amazon",NA,"Amazon",NA,NA,"39.5151","-6.3943","approximate","Cáceres",NA,"Cáceres","Extremadura","Southern Europe","Europe","L100000824328","G100000827442",NA,NA,"https://www.gem.wiki/Amazon_1_solar_farm"
"2023/01/18","Spain","Amazon Alamo solar farm","--",NA,NA,100,"unknown","PV","operating",2022,NA,"Amazon",NA,"Amazon",NA,NA,"39.9144","-4.0319","approximate",NA,"La Sagra","Toledo","Castile-La Mancha","Southern Europe","Europe","L100000824329","G100000827443",NA,NA,"https://www.gem.wiki/Amazon_Alamo_solar_farm"
"2024/12/06","Spain","Amazon Andalucia 2 solar farm","--",NA,NA,59,"unknown","PV","construction",2026,NA,"Amazon",NA,"Amazon",NA,NA,"37.5306","-4.7529","approximate",NA,NA,"Córdoba","Andalusia","Southern Europe","Europe","L100000824330","G100000827444",NA,NA,"https://www.gem.wiki/Amazon_Andalucia_2_solar_farm"
"2025/01/06","Spain","Amazon Antilia solar farm","--",NA,NA,40,"unknown","PV","operating",2021,NA,"Amazon",NA,"Amazon",NA,NA,"41.2244","-3.9954","approximate",NA,NA,"Segovia","Castile and León","Southern Europe","Europe","L100000824331","G100000827445",NA,NA,"https://www.gem.wiki/Amazon_Antilia_solar_farm"
"2025/01/07","Spain","Amazon Arco solar farm","--",NA,NA,137.5,"unknown","PV","operating",2021,NA,"Amazon",NA,"Amazon",NA,NA,"36.6902","-6.1323","approximate","Jerez","Campiña de Jerez","Cádiz","Andalusia","Southern Europe","Europe","L100000824332","G100000827446",NA,NA,"https://www.gem.wiki/Amazon_Arco_solar_farm"
"2025/01/06","Spain","Amazon Armada solar farm","--","Planta solar fotovoltaica Armada Solar","Armada Solar",82.5,"MWac","PV","operating",2021,NA,"Armada Solar",NA,"Amazon",NA,NA,"40.3386","-3.1914","approximate","Ambite",NA,"Madrid","Community of Madrid","Southern Europe","Europe","L100000824333","G100000827447",NA,NA,"https://www.gem.wiki/Amazon_Armada_solar_farm"
"2025/01/06","Spain","Amazon Arroyadas solar farm","--",NA,NA,20.1,"unknown","PV","operating",2022,NA,"Amazon",NA,"Amazon",NA,NA,"41.5209","-4.7769","approximate",NA,NA,"Valladolid","Castile and León","Southern Europe","Europe","L100000824334","G100000827448",NA,NA,"https://www.gem.wiki/Amazon_Arroyadas_solar_farm"
"2023/01/18","Spain","Amazon Cabrera solar farm","--",NA,NA,149,"unknown","PV","operating",2020,NA,"Amazon",NA,"Amazon",NA,NA,"37.3817","-5.9804","approximate","Seville",NA,"Sevilla","Andalusia","Southern Europe","Europe","L100000824335","G100000827449",NA,NA,"https://www.gem.wiki/Amazon_Cabrera_solar_farm"
"2024/03/15","Spain","Amazon Cuenca 3 solar farm","--",NA,NA,152,"unknown","PV","shelved - inferred 2 y",NA,NA,"Amazon",NA,"Amazon",NA,NA,"40.0082","-2.5910","approximate",NA,NA,"Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000824337","G100000827451",NA,NA,"https://www.gem.wiki/Amazon_Cuenca_3_solar_farm"
"2024/03/07","Spain","Amazon Cáceres 3 solar farm","--",NA,NA,364,"unknown","PV","shelved - inferred 2 y",NA,NA,"Amazon",NA,"Amazon",NA,NA,"39.2750","-5.7165","approximate",NA,"Miajadas","Cáceres","Extremadura","Southern Europe","Europe","L100000824336","G100000827450",NA,NA,"https://www.gem.wiki/Amazon_Cáceres_3_solar_farm"
"2023/01/18","Spain","Amazon Hijar 1 solar farm","--",NA,NA,49,"unknown","PV","operating",2021,NA,"Amazon",NA,"Amazon",NA,NA,"41.1757","-0.4536","approximate",NA,"Bajo Martín",NA,"Aragón","Southern Europe","Europe","L100000824338","G100000827452",NA,NA,"https://www.gem.wiki/Amazon_Hijar_1_solar_farm"
"2024/03/04","Spain","Amazon Palencia solar farm","--",NA,NA,28.6,"unknown","PV","announced",NA,NA,"Amazon",NA,"Amazon",NA,NA,"42.1525","-4.6940","approximate",NA,NA,"Palencia","Castile and León","Southern Europe","Europe","L100000824339","G100000827453",NA,NA,"https://www.gem.wiki/Amazon_Palencia_solar_farm"
"2024/04/05","Spain","Amazon Solar Farm - Andalucia","1",NA,NA,59,"unknown","PV","construction",2026,NA,"Amazon",NA,"Amazon",NA,NA,"38.7986","-6.2371","approximate",NA,NA,"Badajoz","Extremadura","Southern Europe","Europe","L100000805701","G100000806557",NA,NA,"https://www.gem.wiki/Amazon_Solar_Farm_-_Andalucia"
"2024/04/05","Spain","Amazon Solar Farm - Extremadura","1",NA,NA,111,"unknown","PV","construction",2027,NA,"Amazon",NA,"Amazon",NA,NA,"37.3943","-5.9984","approximate",NA,NA,"Sevilla","Andalucía","Southern Europe","Europe","L100000805702","G100000806558",NA,NA,"https://www.gem.wiki/Amazon_Solar_Farm_-_Extremadura"
"2025/01/06","Spain","Amazon Villanueva solar farm","--",NA,NA,40,"unknown","PV","operating",2021,NA,"Amazon",NA,"Amazon",NA,NA,"39.9467","-2.5984","approximate",NA,NA,"Cuenca","Castile-La Mancha","Southern Europe","Europe","L100000824340","G100000827454",NA,NA,"https://www.gem.wiki/Amazon_Villanueva_solar_farm"
"2021/08/09","Spain","Amazon Zaragoza solar farm","1",NA,NA,50,"unknown","PV","operating",2021,NA,"Amazon",NA,"Amazon",NA,NA,"41.6517","-0.7839","approximate",NA,NA,NA,"Zaragoza","Southern Europe","Europe","L100000805700","G100000806556",NA,NA,"https://www.gem.wiki/Amazon_Zaragoza_solar_farm"
"2024/11/19","Spain","Amazon Zaratan solar farm","--",NA,NA,20.1,"unknown","PV","announced",2025,NA,"Amazon",NA,"Amazon",NA,NA,"41.6467","-4.8229","approximate",NA,NA,"Valladolid","Castile and León","Southern Europe","Europe","L100000824341","G100000827455",NA,NA,"https://www.gem.wiki/Amazon_Zaratan_solar_farm"
"2024/03/27","Spain","Anclote solar farm","--","Planta fotovoltaica Anclote",NA,62.5,"unknown","PV","pre-construction",NA,NA,NA,NA,"Tejo Solar",NA,NA,"36.4327","-5.4519","approximate",NA,"Campo de Gibraltar","Cádiz","Andalusia","Southern Europe","Europe","L100000824343","G100000827457",NA,NA,"https://www.gem.wiki/Anclote_solar_farm"
"2024/03/01","Spain","Andarríos solar farm","--","Planta solar fotovoltaica Andarríos Solar",NA,58.1,"MWac","PV","pre-construction",NA,NA,NA,NA,"Andarríos Solar SL",NA,NA,"41.8577","-4.8915","approximate","Villalba de los Alcores",NA,"Valladolid","Castilla y León","Southern Europe","Europe","L100001003681","G100001004189",NA,NA,"https://www.gem.wiki/Andarríos_solar_farm"
"2023/01/04","Spain","Andasol 1 solar farm","--",NA,NA,50,"MWac","Solar Thermal","operating",2008,NA,NA,NA,"Solar Millennium ; Cobra Group",NA,NA,"37.2282","-3.0685","exact",NA,"Comarca de Guadix","Granada","Andalusia","Southern Europe","Europe","L100000824345","G100000827459",NA,"PRETOR: RE-005017","https://www.gem.wiki/Andasol_1_solar_farm"
"2023/01/04","Spain","Andasol 2 solar farm","--",NA,NA,50,"MWac","Solar Thermal","operating",2009,NA,NA,NA,"Solar Millennium ; Cobra Group",NA,NA,"37.2164","-3.0565","exact",NA,"Comarca de Guadix","Granada","Andalusia","Southern Europe","Europe","L100000824346","G100000827460",NA,"PRETOR: RE-005018","https://www.gem.wiki/Andasol_2_solar_farm"
"2023/01/04","Spain","Andasol 3 solar farm","--",NA,NA,50,"MWac","Solar Thermal","operating",2011,NA,NA,NA,"Ferrostaal; RWE Renewables; Solar Millennium",NA,NA,"37.2262","-3.0508","exact",NA,"Comarca de Guadix","Granada","Andalusia","Southern Europe","Europe","L100000824347","G100000827461",NA,"PRETOR: RE-106604","https://www.gem.wiki/Andasol_3_solar_farm"
"2024/04/02","Spain","Andrea solar farm","--",NA,NA,250,"MWp/dc","PV","pre-construction",NA,NA,"Enel Green Power",NA,"Endesa SA",NA,NA,"37.2453","-1.9188","approximate",NA,NA,"Almeria","Andalusia","Southern Europe","Europe","L100000824348","G100000827462",NA,NA,"https://www.gem.wiki/Andrea_solar_farm"
"2024/12/06","Spain","Andujar solar farm","1",NA,"Ence Andujar",100,"unknown","PV","construction",2025,NA,NA,NA,"Naturgy Energy Group SA",NA,NA,"38.0593","-4.0366","approximate","Andújar",NA,"Jaén","Andalucía","Southern Europe","Europe","L100000805851","G100000806733",NA,NA,"https://www.gem.wiki/Andujar_solar_farm"
"2023/01/11","Spain","Andévalo solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2020,NA,"Iberdrola Renovables Energia",NA,"Iberdrola SA",NA,NA,"37.6102","-7.2453","approximate","Puebla de Guzmán","Andévalo",NA,"Huelva","Southern Europe","Europe","L100000805876","G100000806761","WKSL: WKSL: 74145","PRETOR: RE-113176","https://www.gem.wiki/Andévalo_solar_farm"
"2024/04/02","Spain","Anet solar farm","--",NA,NA,75,"MWp/dc","PV","pre-construction",NA,NA,"Nara Solar",NA,NA,NA,NA,"37.6087","-4.6016","approximate",NA,NA,NA,"Andalucía","Southern Europe","Europe","L100000824349","G100000827463",NA,NA,"https://www.gem.wiki/Anet_solar_farm"
"2024/03/25","Spain","Anguita solar farm","--","Planta fotovoltaica Anguita",NA,82.5,"MWac","PV","pre-construction",NA,NA,"Geoxia Trade",NA,"CSF Continua Anguita SL",NA,NA,"41.2130","-2.3530","approximate","Arcos de Jalón",NA,"Soria","Castilla y León","Southern Europe","Europe","L100000824350","G100000827464",NA,NA,"https://www.gem.wiki/Anguita_solar_farm"
"2024/04/25","Spain","Antequera solar farm","--",NA,NA,44,"unknown","PV","pre-construction",NA,NA,NA,NA,"Soltec Energias Renovables SL",NA,NA,"37.0200","-4.5610","approximate","Antequera",NA,NA,"Andalucia","Southern Europe","Europe","L100001007624","G100001008814",NA,NA,"https://www.gem.wiki/Antequera_solar_farm"
"2024/03/25","Spain","Anthus Energy solar farm","--",NA,NA,118,"MWp/dc","PV","pre-construction",NA,NA,"Isemaren",NA,NA,NA,NA,"41.7700","-4.2093","approximate",NA,NA,"Castilla y León",NA,"Southern Europe","Europe","L100000824351","G100000827465",NA,NA,"https://www.gem.wiki/Anthus_Energy_solar_farm"
"2024/04/02","Spain","Antracita solar farm","--","Planta solar fotovoltaica Antracita",NA,49.9,"MWp/dc","PV","pre-construction",NA,NA,"Planta Fotovoltaica Antracita",NA,"Nogal Medina SL",NA,NA,"42.6352","-6.1141","approximate","Villagatón",NA,"León","Castilla y León","Southern Europe","Europe","L100001004597","G100001005394",NA,NA,"https://www.gem.wiki/Antracita_solar_farm"
"2024/04/03","Spain","Apamate solar farm","--","Planta solar fotovoltaica Apamate Solar",NA,50,"MWp/dc","PV","pre-construction",NA,NA,"Apamate Solar",NA,"Ignis Energía SL",NA,NA,"42.1146","-4.6519","approximate","Becerril de Campos",NA,"Palencia","Castilla y León","Southern Europe","Europe","L100001004642","G100001005446",NA,NA,"https://www.gem.wiki/Apamate_solar_farm"
"2023/01/10","Spain","Apicio solar farm","1",NA,"Brovales Apicio",50,"MWp/dc","PV","operating",2021,NA,"Enel Green Power",NA,"Endesa SA",NA,NA,"38.1663","-6.6601","exact","Fregenal de la Sierra","Sierra Suroeste","Badajoz","Extremadura","Southern Europe","Europe","L100000805780","G100000806654",NA,"PRETOR: RE-113521","https://www.gem.wiki/Apicio_solar_farm"
"2024/03/26","Spain","Aquarii solar farm (Spain)","--","Planta fotovoltaica Aquarii Solar",NA,89.4,"MWac","PV","pre-construction",NA,NA,NA,NA,"Planta FV 127 SL",NA,NA,"42.6039","-6.0218","approximate","Villamejil",NA,"León","Castilla y León","Southern Europe","Europe","L100000824352","G100000827466",NA,NA,"https://www.gem.wiki/Aquarii_solar_farm_(Spain)"
"2023/02/02","Spain","Ar-Hue solar farm","1",NA,"Ar-Hue-I",25,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,"Solaria Energía y Medio Ambiente",NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"42.1361","-0.0298","approximate",NA,NA,"Huesca","Aragón","Southern Europe","Europe","L100000805986","G100000806891",NA,NA,"https://www.gem.wiki/Ar-Hue_solar_farm"
"2024/03/27","Spain","Ara solar farm","1",NA,NA,60,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"40.8805","-6.6236","approximate","Olmedo de Camaces",NA,"Salamanca","Castilla y León","Southern Europe","Europe","L100000806797","G100000807787",NA,NA,"https://www.gem.wiki/Ara_solar_farm"
"2024/03/27","Spain","Ara solar farm","2",NA,NA,60,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"40.9744","-6.5868","approximate","Cerralbo",NA,"Salamanca","Castilla y León","Southern Europe","Europe","L100000806797","G100000807788",NA,NA,"https://www.gem.wiki/Ara_solar_farm"
"2024/03/27","Spain","Ara solar farm","3",NA,NA,60,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"40.9994","-6.6711","approximate","Bermellar",NA,"Salamanca","Castilla y León","Southern Europe","Europe","L100000806797","G100000807789",NA,NA,"https://www.gem.wiki/Ara_solar_farm"
"2024/03/27","Spain","Ara solar farm","4",NA,NA,60,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"41.0214","-6.6380","approximate","Saldeana",NA,"Salamanca","Castilla y León","Southern Europe","Europe","L100000806797","G100000807790",NA,NA,"https://www.gem.wiki/Ara_solar_farm"
"2024/03/27","Spain","Ara solar farm","5",NA,NA,60,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"41.0725","-6.6662","approximate","Barruecopardo",NA,"Salamanca","Castilla y León","Southern Europe","Europe","L100000806797","G100000807791",NA,NA,"https://www.gem.wiki/Ara_solar_farm"
"2024/03/27","Spain","Ara solar farm","6",NA,NA,60,"MWp/dc","PV","shelved - inferred 2 y",NA,NA,NA,NA,"Solaria Energía y Medio Ambiente SA",NA,NA,"41.0482","-6.7514","approximate","Saucelle",NA,"Salamanca","Castilla y León","Southern Europe","Europe","L100000806797","G100000807792",NA,NA,"https://www.gem.wiki/Ara_solar_farm"
"2024/02/13","Spain","Arada solar farm","--","Planta fotovoltaica Arada Solar",NA,155,"MWac","PV","pre-construction",NA,NA,"Statkraft",NA,"Statkraft AS",NA,NA,"39.8116","-0.2005","exact",NA,"Castelló / Castellón",NA,"Valencian Community","Southern Europe","Europe","L100000824353","G100000827467",NA,NA,"https://www.gem.wiki/Arada_solar_farm"
"2024/04/03","Spain","Arcatierra solar farm","--","Planta solar fotovoltaica Arcatierra",NA,36.3,"MWp/dc","PV","pre-construction",NA,NA,"Alamo Energías",NA,"Alamo Energías SLU",NA,NA,"42.2521","-6.0417","approximate","Quintana y Congosto",NA,"León","Castilla y León","Southern Europe","Europe","L100001004632","G100001005433",NA,NA,"https://www.gem.wiki/Arcatierra_solar_farm"
"2024/04/02","Spain","Archidona (Bruc Energy) solar farm","--",NA,NA,400,"MWp/dc","PV","pre-construction",NA,NA,"Bruc Iberia Energy Investment Partners",NA,"Bruc Iberia Energy Investment Partners",NA,NA,"36.7317","-4.5018","approximate",NA,"Málaga",NA,NA,"Southern Europe","Europe","L100000824354","G100000827468",NA,NA,"https://www.gem.wiki/Archidona_(Bruc_Energy)_solar_farm"
"2023/01/18","Spain","Archidona (Encavis) solar farm","--",NA,NA,56.3,"unknown","PV","operating",NA,NA,NA,NA,"Encavis AG",NA,NA,"37.0950","-4.3815","approximate",NA,"Nororma","Malaga","Andalusia","Southern Europe","Europe","L100000824355","G100000827469","WKSL: WKSL: 83465",NA,"https://www.gem.wiki/Archidona_(Encavis)_solar_farm"
"2024/04/02","Spain","Archidona (Wezen) solar farm","--",NA,NA,103.8,"MWp/dc","PV","pre-construction",NA,NA,"Wezen Solar",NA,NA,NA,NA,"37.6087","-4.6016","approximate",NA,NA,"Andalucía",NA,"Southern Europe","Europe","L100000824356","G100000827470",NA,NA,"https://www.gem.wiki/Archidona_(Wezen)_solar_farm"
"2023/01/10","Spain","Ardila solar farm","1",NA,NA,50,"MWp/dc","PV","operating",2021,NA,"Enel Green Power",NA,"Endesa SA",NA,NA,"38.1590","-6.5906","approximate","Fregenal de la Sierra",NA,NA,"Badajoz","Southern Europe","Europe","L100000805783","G100000806657",NA,"PRETOR: RE-113525","https://www.gem.wiki/Ardila_solar_farm"
"2023/01/11","Spain","Arenales (Iberdrola) solar farm","1",NA,NA,150,"unknown","PV","operating",2021,NA,"Iberdrola Renovables Energia",NA,"Iberdrola SA",NA,NA,"39.4578","-6.4421","approximate","Caceres",NA,NA,"Caceres","Southern Europe","Europe","L100000805877","G100000806762","WKSL: WKSL: 74148","PRETOR: RE-113511","https://www.gem.wiki/Arenales_(Iberdrola)_solar_farm"
"2024/03/21","Spain","Arenales (Mitra) solar farm","1",NA,NA,113.3,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Compañía Española de Petróleos SA",NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824357","G100000827471",NA,NA,"https://www.gem.wiki/Arenales_(Mitra)_solar_farm"
"2024/03/21","Spain","Arenales (Mitra) solar farm","2",NA,NA,112.5,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Compañía Española de Petróleos SA",NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824357","G100000827472",NA,NA,"https://www.gem.wiki/Arenales_(Mitra)_solar_farm"
"2024/03/21","Spain","Arenales (Mitra) solar farm","3",NA,NA,145.2,"MWp/dc","PV","pre-construction",NA,NA,NA,NA,"Compañía Española de Petróleos SA",NA,NA,"38.7910","-5.6362","approximate",NA,NA,NA,"Extremadura","Southern Europe","Europe","L100000824357","G100000827473",NA,NA,"https://www.gem.wiki/Arenales_(Mitra)_solar_farm"
"2023/01/04","Spain","Arenales Thermosolar solar farm","--",NA,NA,50,"MWac","Solar Thermal","operating",2013,NA,"Obrascón Huarte Lain (OHL)",NA,"Obrascón Huarte Lain (OHL); RREEF Infrastructure",NA,NA,"37.1549","-5.5530","exact",NA,NA,"Sevilla","Andalusia","Southern Europe","Europe","L100000824358","G100000827474",NA,"PRETOR: RE-111657","https://www.gem.wiki/Arenales_Thermosolar_solar_farm"
"2023/01/03","Spain","Arenosas solar farm","--",NA,"Arcos Arenosas",46.6,"MWp/dc","PV","operating",2022,NA,NA,NA,"Renewables Infrastructure Group LTD (TRIG)",NA,NA,"36.6061","-5.7988","approximate","San José del Valle","Cadiz",NA,"Almeria","Southern Europe","Europe","L100000824359","G100000827475",NA,"PRETOR: RE-113883","https://www.gem.wiki/Arenosas_solar_farm"
