"","X","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"690","717","GUE03","PTEALC","20/4/19","16:04:00","20-4-19 16:04","41,503783","0,722217","0,8","5","3,96","","0","pica","2019","04","20","2019-04-20","16:04:00","2019-04-20 16:04:00","0.722217","41.503783","PTS_GUE03","0,8","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",717,810675.401946792,4601376.56935339,810675.401946792,4601376.56935339,0.00511449412869538,"NO"
"691","718","GUE03","PTEALC","20/4/19","17:04:00","20-4-19 17:04","41,503833","0,7222","0,5","5","3,94","","0","pica","2019","04","20","2019-04-20","17:04:00","2019-04-20 17:04:00","0.7222","41.503833","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",718,810673.743423827,4601382.06057328,810673.743423827,4601382.06057328,0.00159295133667938,"NO"
"692","719","GUE03","PTEALC","20/4/19","18:06:00","20-4-19 18:06","41,51345","0,72005","0","13","3,9","","0","pica","2019","04","20","2019-04-20","18:06:00","2019-04-20 18:06:00","0.72005","41.51345","PTS_GUE03","0","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",719,810448.244295668,4602442.27425268,810448.244295668,4602442.27425268,0.291300559233344,"NO"
"693","721","GUE03","PTEALC","20/4/19","19:07:00","20-4-19 19:07","41,51355","0,72065","0,3","13","3,93","","0","pica","2019","04","20","2019-04-20","19:07:00","2019-04-20 19:07:00","0.72065","41.51355","PTS_GUE03","0,3","0","0","3060","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",721,810497.845899108,4602455.53741526,810497.845899108,4602455.53741526,0.0140246478440746,"NO"
"694","722","GUE03","PTEALC","21/4/19","05:01:00","21-4-19 5:01","41,513367","0,72165","0,5","9","3,87","","0","pica","2019","04","21","2019-04-21","05:01:00","2019-04-21 05:01:00","0.72165","41.513367","PTS_GUE03","0,5","0","0","35640","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",722,810582.188973385,4602438.8136383,810582.188973385,4602438.8136383,0.00241253355857902,"NO"
"695","723","GUE03","PTEALC","21/4/19","06:02:00","21-4-19 6:02","41,513367","0,721017","0","30","3,82","","0","pica","2019","04","21","2019-04-21","06:02:00","2019-04-21 06:02:00","0.721017","41.513367","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",723,810529.354249105,4602436.53597434,810529.354249105,4602436.53597434,0.0144451777262257,"NO"
"696","725","GUE03","PTEALC","21/4/19","07:02:00","21-4-19 7:02","41,503717","0,722317","0,8","5","3,86","","0","pica","2019","04","21","2019-04-21","07:02:00","2019-04-21 07:02:00","0.722317","41.503717","PTS_GUE03","0,8","0","0","2400","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",725,810684.065881312,4601369.60008,810684.065881312,4601369.60008,0.29938754938066,"NO"
"697","726","GUE03","PTEALC","21/4/19","08:03:00","21-4-19 8:03","41,503533","0,72325","1,8","5","3,87","","0","pica","2019","04","21","2019-04-21","08:03:00","2019-04-21 08:03:00","0.72325","41.503533","PTS_GUE03","1,8","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",726,810762.833524269,4601352.52554059,810762.833524269,4601352.52554059,0.0220150317990752,"NO"
"698","727","GUE03","PTEALC","21/4/19","09:03:00","21-4-19 9:03","41,515283","0,700933","0,2","13","3,88","","0","pica","2019","04","21","2019-04-21","09:03:00","2019-04-21 09:03:00","0.700933","41.515283","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",727,808843.879820621,4602577.23906756,808843.879820621,4602577.23906756,0.632176616684205,"NO"
"699","730","GUE03","PTEALC","21/4/19","10:04:00","21-4-19 10:04","41,515233","0,7015","0","32","3,89","","0","pica","2019","04","21","2019-04-21","10:04:00","2019-04-21 10:04:00","0.7015","41.515233","PTS_GUE03","0","0","0","960","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",730,808891.442266942,4602573.71580901,808891.442266942,4602573.71580901,0.0130272502286547,"NO"
"700","731","GUE03","PTEALC","21/4/19","11:04:00","21-4-19 11:04","41,515167","0,701367","0,5","4","3,91","","0","pica","2019","04","21","2019-04-21","11:04:00","2019-04-21 11:04:00","0.701367","41.515167","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",731,808880.655748471,4602565.91065438,808880.655748471,4602565.91065438,0.00369737746556275,"NO"
"701","732","GUE03","PTEALC","21/4/19","12:04:00","21-4-19 12:04","41,5148","0,701567","0,1","6","3,91","","0","pica","2019","04","21","2019-04-21","12:04:00","2019-04-21 12:04:00","0.701567","41.5148","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",732,808899.096268697,4602525.87189029,808899.096268697,4602525.87189029,0.0122413875456887,"NO"
"702","733","GUE03","PTEALC","21/4/19","13:04:00","21-4-19 13:04","41,51495","0,701233","0,9","5","3,93","","0","pica","2019","04","21","2019-04-21","13:04:00","2019-04-21 13:04:00","0.701233","41.51495","PTS_GUE03","0,9","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",733,808870.504715513,4602541.33371586,808870.504715513,4602541.33371586,0.00902653084743342,"NO"
"703","734","GUE03","PTEALC","21/4/19","14:05:00","21-4-19 14:05","41,503633","0,71225","0,1","31","3,93","","0","pica","2019","04","21","2019-04-21","14:05:00","2019-04-21 14:05:00","0.71225","41.503633","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",734,809844.077945664,4601324.08996722,809844.077945664,4601324.08996722,0.425756367584016,"NO"
"704","735","GUE03","PTEALC","21/4/19","15:06:00","21-4-19 15:06","41,503783","0,7122","0,2","7","3,93","","0","pica","2019","04","21","2019-04-21","15:06:00","2019-04-21 15:06:00","0.7122","41.503783","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",735,809839.187789526,4601340.56768698,809839.187789526,4601340.56768698,0.0046949042738657,"NO"
"705","736","GUE03","PTEALC","21/4/19","16:07:00","21-4-19 16:07","41,504083","0,712267","0,5","6","3,93","","0","pica","2019","04","21","2019-04-21","16:07:00","2019-04-21 16:07:00","0.712267","41.504083","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",736,809843.348531297,4601374.122528,809843.348531297,4601374.122528,0.00923567859983699,"NO"
"706","737","GUE03","PTEALC","21/4/19","17:07:00","21-4-19 17:07","41,507817","0,709783","0,6","4","3,91","","0","pica","2019","04","21","2019-04-21","17:07:00","2019-04-21 17:07:00","0.709783","41.507817","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",737,809618.16947931,4601779.86248924,809618.16947931,4601779.86248924,0.128863426411928,"NO"
"707","738","GUE03","PTEALC","21/4/19","18:08:00","21-4-19 18:08","41,5078","0,710283","0","30","3,89","","0","pica","2019","04","21","2019-04-21","18:08:00","2019-04-21 18:08:00","0.710283","41.5078","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",738,809659.987716311,4601779.7682539,809659.987716311,4601779.7682539,0.0114226558804095,"NO"
"708","739","GUE03","PTEALC","21/4/19","19:08:00","21-4-19 19:08","41,50785","0,7105","0,2","7","3,89","","0","pica","2019","04","21","2019-04-21","19:08:00","2019-04-21 19:08:00","0.7105","41.50785","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",739,809677.862991432,4601786.09913709,809677.862991432,4601786.09913709,0.00526611170532318,"NO"
"709","740","GUE03","PTEALC","22/4/19","05:02:00","22-4-19 5:02","41,504183","0,7169","0,1","26","3,8","","0","pica","2019","04","22","2019-04-22","05:02:00","2019-04-22 05:02:00","0.7169","41.504183","PTS_GUE03","0,1","0","0","35640","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",740,810229.629063609,4601401.86681103,810229.629063609,4601401.86681103,0.018865047379872,"NO"
"710","741","GUE03","PTEALC","22/4/19","06:02:00","22-4-19 6:02","41,504133","0,71685","0","7","3,81","","0","pica","2019","04","22","2019-04-22","06:02:00","2019-04-22 06:02:00","0.71685","41.504133","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",741,810225.694141513,4601396.13472666,810225.694141513,4601396.13472666,0.00193077653590341,"NO"
"711","742","GUE03","PTEALC","22/4/19","07:02:00","22-4-19 7:02","41,503733","0,719633","0,4","6","3,83","","0","pica","2019","04","22","2019-04-22","07:02:00","2019-04-22 07:02:00","0.719633","41.503733","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",742,810459.930011207,4601361.72059513,810459.930011207,4601361.72059513,0.0657457509019014,"NO"
"712","743","GUE03","PTEALC","22/4/19","08:03:00","22-4-19 8:03","41,507667","0,71005","0,4","14","3,83","","0","pica","2019","04","22","2019-04-22","08:03:00","2019-04-22 08:03:00","0.71005","41.507667","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",743,809641.172908951,4601764.16304749,809641.172908951,4601764.16304749,0.249198974249866,"NO"
"713","744","GUE03","PTEALC","22/4/19","09:03:00","22-4-19 9:03","41,50755","0,70985","0,3","28","3,82","","0","pica","2019","04","22","2019-04-22","09:03:00","2019-04-22 09:03:00","0.70985","41.50755","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",744,809625.036332325,4601750.45303062,809625.036332325,4601750.45303062,0.00588013425584291,"NO"
"714","751","GUE03","PTEALC","22/4/19","10:04:00","22-4-19 10:04","41,504083","0,710883","0,1","14","3,83","","0","pica","2019","04","22","2019-04-22","10:04:00","2019-04-22 10:04:00","0.710883","41.504083","PTS_GUE03","0,1","0","0","360","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",751,809727.813528105,4601369.15591072,809727.813528105,4601369.15591072,0.107868306285181,"NO"
"715","757","GUE03","PTEALC","22/4/19","11:05:00","22-4-19 11:05","41,504283","0,71135","0,2","9","3,85","","0","pica","2019","04","22","2019-04-22","11:05:00","2019-04-22 11:05:00","0.71135","41.504283","PTS_GUE03","0,2","0","0","60","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",757,809765.843552632,4601393.04115028,809765.843552632,4601393.04115028,0.01226677316715,"NO"
"716","759","GUE03","PTEALC","22/4/19","12:06:00","22-4-19 12:06","41,5093","0,71475","54","42","3,78","","0","pica","2019","04","22","2019-04-22","12:06:00","2019-04-22 12:06:00","0.71475","41.5093","PTS_GUE03","54","0","0","3360","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",759,810025.69988025,4601962.37479538,810025.69988025,4601962.37479538,0.170945734534185,"NO"
"717","763","GUE03","PTEALC","22/4/19","13:06:00","22-4-19 13:06","41,514017","0,720483","0,3","6","3,83","","0","pica","2019","04","22","2019-04-22","13:06:00","2019-04-22 13:06:00","0.720483","41.514017","PTS_GUE03","0,3","0","0","660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",763,810481.671793748,4602506.79610696,810481.671793748,4602506.79610696,0.197207530297367,"NO"
"718","765","GUE03","PTEALC","22/4/19","14:07:00","22-4-19 14:07","41,514133","0,719683","0,4","10","3,82","","0","pica","2019","04","22","2019-04-22","14:07:00","2019-04-22 14:07:00","0.719683","41.514133","PTS_GUE03","0,4","0","0","2460","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",765,810414.343657599,4602516.80008521,810414.343657599,4602516.80008521,0.0185925433599417,"NO"
"719","766","GUE03","PTEALC","22/4/19","15:09:00","22-4-19 15:09","41,514367","0,7198","0,3","32","3,81","","0","pica","2019","04","22","2019-04-22","15:09:00","2019-04-22 15:09:00","0.7198","41.514367","PTS_GUE03","0,3","0","0","3720","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",766,810422.989438885,4602543.20615283,810422.989438885,4602543.20615283,0.00746719343635932,"NO"
"720","767","GUE03","PTEALC","22/4/19","16:10:00","22-4-19 16:10","41,514333","0,71985","0,4","5","3,83","","0","pica","2019","04","22","2019-04-22","16:10:00","2019-04-22 16:10:00","0.71985","41.514333","PTS_GUE03","0,4","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",767,810427.325435237,4602539.610355,810427.325435237,4602539.610355,0.00153864912396774,"NO"
"721","768","GUE03","PTEALC","22/4/19","17:11:00","22-4-19 17:11","41,514567","0,719083","0,1","9","3,82","","0","pica","2019","04","22","2019-04-22","17:11:00","2019-04-22 17:11:00","0.719083","41.514567","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",768,810362.187533068,4602562.83716432,810362.187533068,4602562.83716432,0.0188896811022219,"NO"
"722","769","GUE03","PTEALC","22/4/19","18:12:00","22-4-19 18:12","41,514483","0,718883","0,3","10","3,8","","0","pica","2019","04","22","2019-04-22","18:12:00","2019-04-22 18:12:00","0.718883","41.514483","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",769,810345.896280653,4602552.78993562,810345.896280653,4602552.78993562,0.00522816616882355,"NO"
"723","777","GUE03","PTEALC","22/4/19","19:13:00","22-4-19 19:13","41,5135","0,719867","0,4","10","3,8","","0","pica","2019","04","22","2019-04-22","19:13:00","2019-04-22 19:13:00","0.719867","41.5135","PTS_GUE03","0,4","0","0","120","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",777,810432.730558633,4602447.16842993,810432.730558633,4602447.16842993,0.0373487194474244,"NO"
"724","816","GUE03","PTEALC","23/4/19","05:03:00","23-4-19 5:03","41,512767","0,720467","0,6","20","3,77","","0","pica","2019","04","23","2019-04-23","05:03:00","2019-04-23 05:03:00","0.720467","41.512767","PTS_GUE03","0,6","0","0","1560","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",816,810486.318935268,4602367.92841495,810486.318935268,4602367.92841495,0.0027021626597611,"NO"
"725","828","GUE03","PTEALC","23/4/19","06:04:00","23-4-19 6:04","41,513533","0,71965","0","32","3,76","","0","pica","2019","04","23","2019-04-23","06:04:00","2019-04-23 06:04:00","0.71965","41.513533","PTS_GUE03","0","0","0","60","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",828,810414.460315677,4602450.05253768,810414.460315677,4602450.05253768,0.0298071382005649,"NO"
"726","839","GUE03","PTEALC","23/4/19","07:05:00","23-4-19 7:05","41,513717","0,719817","0,2","6","3,77","","0","pica","2019","04","23","2019-04-23","07:05:00","2019-04-23 07:05:00","0.719817","41.513717","PTS_GUE03","0,2","0","0","660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",839,810427.518806881,4602471.08602952,810427.518806881,4602471.08602952,0.0067624864658811,"NO"
"727","846","GUE03","PTEALC","23/4/19","08:05:00","23-4-19 8:05","41,513833","0,72005","0,1","5","3,78","","0","pica","2019","04","23","2019-04-23","08:05:00","2019-04-23 08:05:00","0.72005","41.513833","PTS_GUE03","0,1","0","0","60","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",846,810446.411423249,4602484.80567633,810446.411423249,4602484.80567633,0.00648393623656559,"NO"
"728","853","GUE03","PTEALC","23/4/19","09:06:00","23-4-19 9:06","41,513917","0,721","0,3","5","3,81","","0","pica","2019","04","23","2019-04-23","09:06:00","2019-04-23 09:06:00","0.721","41.513917","PTS_GUE03","0,3","0","0","1560","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",853,810525.302570472,4602497.55127515,810525.302570472,4602497.55127515,0.0218284895188688,"NO"
"729","855","GUE03","PTEALC","23/4/19","10:06:00","23-4-19 10:06","41,513417","0,720767","0,4","8","3,82","","0","pica","2019","04","23","2019-04-23","10:06:00","2019-04-23 10:06:00","0.720767","41.513417","PTS_GUE03","0,4","0","0","3300","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",855,810508.248132162,4602441.18893567,810508.248132162,4602441.18893567,0.0163526943851576,"NO"
"730","858","GUE03","PTEALC","23/4/19","11:07:00","23-4-19 11:07","41,513767","0,721117","0,1","4","3,86","","0","pica","2019","04","23","2019-04-23","11:07:00","2019-04-23 11:07:00","0.721117","41.513767","PTS_GUE03","0,1","0","0","60","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",858,810535.786191567,4602481.31501662,810535.786191567,4602481.31501662,0.013293278838343,"NO"
"731","864","GUE03","PTEALC","23/4/19","12:08:00","23-4-19 12:08","41,513617","0,72065","0","24","3,86","","0","pica","2019","04","23","2019-04-23","12:08:00","2019-04-23 12:08:00","0.72065","41.513617","PTS_GUE03","0","0","0","360","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",864,810497.525214555,4602462.97763877,810497.525214555,4602462.97763877,0.0115892689222523,"NO"
"732","866","GUE03","PTEALC","23/4/19","13:09:00","23-4-19 13:09","41,51355","0,720667","0,9","4","3,89","","0","pica","2019","04","23","2019-04-23","13:09:00","2019-04-23 13:09:00","0.720667","41.51355","PTS_GUE03","0,9","0","0","960","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",866,810499.264837003,4602455.59857367,810499.264837003,4602455.59857367,0.00207084166439688,"NO"
"733","871","GUE03","PTEALC","23/4/19","14:09:00","23-4-19 14:09","41,513633","0,720717","0,2","4","3,89","","0","pica","2019","04","23","2019-04-23","14:09:00","2019-04-23 14:09:00","0.720717","41.513633","PTS_GUE03","0,2","0","0","660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",871,810503.040910592,4602464.99544635,810503.040910592,4602464.99544635,0.0028123267287109,"NO"
"734","872","GUE03","PTEALC","23/4/19","15:10:00","23-4-19 15:10","41,51335","0,720783","0,5","4","3,88","","0","pica","2019","04","23","2019-04-23","15:10:00","2019-04-23 15:10:00","0.720783","41.51335","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",872,810509.904300673,4602433.80627481,810509.904300673,4602433.80627481,0.00872313905445105,"NO"
"735","873","GUE03","PTEALC","23/4/19","16:11:00","23-4-19 16:11","41,513233","0,7209","0,5","4","3,89","","0","pica","2019","04","23","2019-04-23","16:11:00","2019-04-23 16:11:00","0.7209","41.513233","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",873,810520.229998413,4602421.23457978,810520.229998413,4602421.23457978,0.00444376024635247,"NO"
"736","874","GUE03","PTEALC","23/4/19","17:11:00","23-4-19 17:11","41,515267","0,717417","37","5","3,88","","0","pica","2019","04","23","2019-04-23","17:11:00","2019-04-23 17:11:00","0.717417","41.515267","PTS_GUE03","37","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",874,810219.786249376,4602634.58116176,810219.786249376,4602634.58116176,0.102329279190759,"NO"
"737","876","GUE03","PTEALC","23/4/19","18:14:00","23-4-19 18:14","41,51375","0,720183","0","29","3,83","","0","pica","2019","04","23","2019-04-23","18:14:00","2019-04-23 18:14:00","0.720183","41.51375","PTS_GUE03","0","0","0","180","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",876,810457.909693738,4602476.06708866,810457.909693738,4602476.06708866,0.0756568463870438,"NO"
"738","877","GUE03","PTEALC","23/4/19","19:14:00","23-4-19 19:14","41,5136","0,7205","1","5","3,85","","0","pica","2019","04","23","2019-04-23","19:14:00","2019-04-23 19:14:00","0.7205","41.5136","PTS_GUE03","1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",877,810485.086551894,4602460.5501999,810485.086551894,4602460.5501999,0.00869054578919513,"NO"
"739","878","GUE03","PTEALC","24/4/19","05:05:00","24-4-19 5:05","41,512483","0,72145","0,2","16","3,79","","0","pica","2019","04","24","2019-04-24","05:05:00","2019-04-24 05:05:00","0.72145","41.512483","PTS_GUE03","0,2","0","0","35460","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",878,810569.727516234,4602339.92741988,810569.727516234,4602339.92741988,0.00415545340779126,"NO"
"740","879","GUE03","PTEALC","24/4/19","06:05:00","24-4-19 6:05","41,505983","0,733217","0","31","3,75","","0","pica","2019","04","24","2019-04-24","06:05:00","2019-04-24 06:05:00","0.733217","41.505983","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",879,811583.113982595,4601660.52217315,811583.113982595,4601660.52217315,0.338811124417064,"NO"
"741","880","GUE03","PTEALC","24/4/19","07:06:00","24-4-19 7:06","41,513583","0,72105","0,1","8","3,81","","0","pica","2019","04","24","2019-04-24","07:06:00","2019-04-24 07:06:00","0.72105","41.513583","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",880,810531.074707893,4602460.64109877,810531.074707893,4602460.64109877,0.36103046949861,"NO"
"742","881","GUE03","PTEALC","24/4/19","08:06:00","24-4-19 8:06","41,513467","0,720517","0,1","5","3,82","","0","pica","2019","04","24","2019-04-24","08:06:00","2019-04-24 08:06:00","0.720517","41.513467","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",881,810487.142047969,4602445.84195729,810487.142047969,4602445.84195729,0.0128737331667585,"NO"
"743","882","GUE03","PTEALC","24/4/19","09:06:00","24-4-19 9:06","41,5131","0,721083","0,4","5","3,84","","0","pica","2019","04","24","2019-04-24","09:06:00","2019-04-24 09:06:00","0.721083","41.5131","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",882,810536.141174933,4602407.1235911,810536.141174933,4602407.1235911,0.0173424578573905,"NO"
"744","883","GUE03","PTEALC","24/4/19","10:06:00","24-4-19 10:06","41,512867","0,720783","0,3","6","3,85","","0","pica","2019","04","24","2019-04-24","10:06:00","2019-04-24 10:06:00","0.720783","41.512867","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",883,810512.216162407,4602380.17003828,810512.216162407,4602380.17003828,0.0100084028092394,"NO"
"745","884","GUE03","PTEALC","24/4/19","11:07:00","24-4-19 11:07","41,51555","0,700367","0,3","9","3,89","","0","pica","2019","04","24","2019-04-24","11:07:00","2019-04-24 11:07:00","0.700367","41.51555","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",884,808795.367923127,4602604.86359276,808795.367923127,4602604.86359276,0.472955275513181,"NO"
"746","885","GUE03","PTEALC","24/4/19","12:08:00","24-4-19 12:08","41,515467","0,699683","0","24","3,86","","0","pica","2019","04","24","2019-04-24","12:08:00","2019-04-24 12:08:00","0.699683","41.515467","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",885,808738.673501999,4602593.19956861,808738.673501999,4602593.19956861,0.0158103892932438,"NO"
"747","886","GUE03","PTEALC","24/4/19","13:08:00","24-4-19 13:08","41,515633","0,699417","0,1","7","3,9","","0","pica","2019","04","24","2019-04-24","13:08:00","2019-04-24 13:08:00","0.699417","41.515633","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",886,808715.682006455,4602610.6819953,808715.682006455,4602610.6819953,0.00802090648983013,"NO"
"748","887","GUE03","PTEALC","24/4/19","14:08:00","24-4-19 14:08","41,515633","0,699633","0,3","5","3,93","","0","pica","2019","04","24","2019-04-24","14:08:00","2019-04-24 14:08:00","0.699633","41.515633","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",887,808733.710231341,4602611.4546452,808733.710231341,4602611.4546452,0.00501104535520259,"NO"
"749","888","GUE03","PTEALC","24/4/19","15:08:00","24-4-19 15:08","41,517667","0,72515","0,4","16","3,94","","0","pica","2019","04","24","2019-04-24","15:08:00","2019-04-24 15:08:00","0.72515","41.517667","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",888,810853.717170169,4602928.92164505,810853.717170169,4602928.92164505,0.595291639474115,"NO"
"750","889","GUE03","PTEALC","24/4/19","16:09:00","24-4-19 16:09","41,5179","0,72515","0,1","26","3,94","","0","pica","2019","04","24","2019-04-24","16:09:00","2019-04-24 16:09:00","0.72515","41.5179","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",889,810852.600507462,4602954.79588218,810852.600507462,4602954.79588218,0.00707411144508219,"NO"
"751","891","GUE03","PTEALC","24/4/19","17:10:00","24-4-19 17:10","41,51385","0,72165","0,7","5","3,93","","0","pica","2019","04","24","2019-04-24","17:10:00","2019-04-24 17:10:00","0.72165","41.51385","PTS_GUE03","0,7","0","0","1560","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",891,810579.876548233,4602492.44988395,810579.876548233,4602492.44988395,0.146623536372501,"NO"
"752","892","GUE03","PTEALC","24/4/19","18:11:00","24-4-19 18:11","41,513567","0,721583","0,1","7","3,92","","0","pica","2019","04","24","2019-04-24","18:11:00","2019-04-24 18:11:00","0.721583","41.513567","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",892,810575.639166215,4602460.78216516,810575.639166215,4602460.78216516,0.00872711228113127,"NO"
"753","893","GUE03","PTEALC","24/4/19","19:12:00","24-4-19 19:12","41,513467","0,7216","3,6","6","3,9","","0","pica","2019","04","24","2019-04-24","19:12:00","2019-04-24 19:12:00","0.7216","41.513467","PTS_GUE03","3,6","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",893,810577.536859569,4602449.73852637,810577.536859569,4602449.73852637,0.00306077534770265,"NO"
