"","X","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"754","894","GUE03","PTEALC","25/4/19","05:02:00","25-4-19 5:02","41,51355","0,721167","0","31","3,85","","0","pica","2019","04","25","2019-04-25","05:02:00","2019-04-25 05:02:00","0.721167","41.51355","PTS_GUE03","0","0","0","35400","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",894,810540.998305985,4602457.39747569,810540.998305985,4602457.39747569,0.00105456433081151,"NO"
"755","895","GUE03","PTEALC","25/4/19","06:03:00","25-4-19 6:03","41,513483","0,720983","0,2","6","3,87","","0","pica","2019","04","25","2019-04-25","06:03:00","2019-04-25 06:03:00","0.720983","41.513483","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",895,810525.961101989,4602449.29522774,810525.961101989,4602449.29522774,0.00466569202300296,"NO"
"756","896","GUE03","PTEALC","25/4/19","07:03:00","25-4-19 7:03","41,513817","0,7197","0","6","3,86","","0","pica","2019","04","25","2019-04-25","07:03:00","2019-04-25 07:03:00","0.7197","41.513817","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",896,810417.274689136,4602481.77002761,810417.274689136,4602481.77002761,0.0315007880265095,"NO"
"757","897","GUE03","PTEALC","25/4/19","08:03:00","25-4-19 8:03","41,515383","0,70065","0,1","9","3,86","","0","pica","2019","04","25","2019-04-25","08:03:00","2019-04-25 08:03:00","0.70065","41.515383","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",897,808819.783306744,4602587.33118957,808819.783306744,4602587.33118957,0.444591860294333,"NO"
"758","898","GUE03","PTEALC","25/4/19","09:04:00","25-4-19 9:04","41,5154","0,700533","0","32","3,85","","0","pica","2019","04","25","2019-04-25","09:04:00","2019-04-25 09:04:00","0.700533","41.5154","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",898,808809.937049866,4602588.80036331,808809.937049866,4602588.80036331,0.00271927403016716,"NO"
"759","899","GUE03","PTEALC","25/4/19","10:04:00","25-4-19 10:04","41,513517","0,7217","0,3","3","3,92","","0","pica","2019","04","25","2019-04-25","10:04:00","2019-04-25 10:04:00","0.7217","41.513517","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",899,810585.644180762,4602455.65078411,810585.644180762,4602455.65078411,0.494499354583676,"NO"
"760","900","GUE03","PTEALC","25/4/19","11:04:00","25-4-19 11:04","41,513717","0,7212","0,1","5","3,94","","0","pica","2019","04","25","2019-04-25","11:04:00","2019-04-25 11:04:00","0.7212","41.513717","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",900,810542.953277479,4602476.06124797,810542.953277479,4602476.06124797,0.0131405531930185,"NO"
"761","901","GUE03","PTEALC","25/4/19","12:04:00","25-4-19 12:04","41,5136","0,7206","0,1","11","3,96","","0","pica","2019","04","25","2019-04-25","12:04:00","2019-04-25 12:04:00","0.7206","41.5136","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",901,810493.433238814,4602460.90994478,810493.433238814,4602460.90994478,0.0143810224941831,"NO"
"762","902","GUE03","PTEALC","25/4/19","13:05:00","25-4-19 13:05","41,5132","0,720517","0,5","21","3,95","","0","pica","2019","04","25","2019-04-25","13:05:00","2019-04-25 13:05:00","0.720517","41.5132","PTS_GUE03","0,5","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",902,810488.419947677,4602416.19211266,810488.419947677,4602416.19211266,0.0122911699693364,"NO"
"763","903","GUE03","PTEALC","25/4/19","14:05:00","25-4-19 14:05","41,513233","0,72055","0,1","18","3,95","","0","pica","2019","04","25","2019-04-25","14:05:00","2019-04-25 14:05:00","0.72055","41.513233","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",903,810491.016427692,4602419.97541525,810491.016427692,4602419.97541525,0.00127425221860219,"NO"
"764","904","GUE03","PTEALC","25/4/19","15:06:00","25-4-19 15:06","41,513467","0,721367","0","31","3,92","","0","pica","2019","04","25","2019-04-25","15:06:00","2019-04-25 15:06:00","0.721367","41.513467","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",904,810558.089036544,4602448.90011027,810558.089036544,4602448.90011027,0.0199518264258164,"NO"
"765","905","GUE03","PTEALC","25/4/19","16:06:00","25-4-19 16:06","41,513633","0,720933","0,1","6","3,92","","0","pica","2019","04","25","2019-04-25","16:06:00","2019-04-25 16:06:00","0.720933","41.513633","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",905,810521.069745824,4602465.77255302,810521.069745824,4602465.77255302,0.0112976975447002,"NO"
"766","906","GUE03","PTEALC","25/4/19","17:06:00","25-4-19 17:06","41,5145","0,7201","1","5","3,92","","0","pica","2019","04","25","2019-04-25","17:06:00","2019-04-25 17:06:00","0.7201","41.5145","PTS_GUE03","1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",906,810447.392701504,4602559.0546154,810447.392701504,4602559.0546154,0.0330100099103302,"NO"
"767","907","GUE03","PTEALC","25/4/19","18:07:00","25-4-19 18:07","41,504617","0,736017","0,1","7","3,92","","0","pica","2019","04","25","2019-04-25","18:07:00","2019-04-25 18:07:00","0.736017","41.504617","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",907,811823.413350074,4601518.94099773,811823.413350074,4601518.94099773,0.471154563165105,"NO"
"768","908","GUE03","PTEALC","25/4/19","19:07:00","25-4-19 19:07","41,505083","0,73545","0,1","12","3,9","","0","pica","2019","04","25","2019-04-25","19:07:00","2019-04-25 19:07:00","0.73545","41.505083","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",908,811773.842014835,4601568.64145093,811773.842014835,4601568.64145093,0.0194934224273056,"NO"
"769","909","GUE03","PTEALC","26/4/19","05:01:00","26-4-19 5:01","41,50415","0,736333","0,2","22","3,86","","0","pica","2019","04","26","2019-04-26","05:01:00","2019-04-26 05:01:00","0.736333","41.50415","PTS_GUE03","0,2","0","0","35640","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",909,811852.036864755,4601468.22300538,811852.036864755,4601468.22300538,0.00357095865251538,"NO"
"770","910","GUE03","PTEALC","26/4/19","06:02:00","26-4-19 6:02","41,513833","0,719583","0","32","3,85","","0","pica","2019","04","26","2019-04-26","06:02:00","2019-04-26 06:02:00","0.719583","41.513833","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",910,810407.432539715,4602483.12599841,810407.432539715,4602483.12599841,0.482239060169942,"NO"
"771","911","GUE03","PTEALC","26/4/19","07:02:00","26-4-19 7:02","41,515233","0,701167","0,2","8","3,91","","0","pica","2019","04","26","2019-04-26","07:02:00","2019-04-26 07:02:00","0.701167","41.515233","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",911,808863.648574768,4602572.52405821,808863.648574768,4602572.52405821,0.429428005520063,"NO"
"772","912","GUE03","PTEALC","26/4/19","08:02:00","26-4-19 8:02","41,513167","0,72035","0,7","4","3,91","","0","pica","2019","04","26","2019-04-26","08:02:00","2019-04-26 08:02:00","0.72035","41.513167","PTS_GUE03","0,7","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",912,810474.638829601,4602411.92677122,810474.638829601,4602411.92677122,0.449590480678131,"NO"
"773","913","GUE03","PTEALC","26/4/19","09:02:00","26-4-19 9:02","41,51355","0,721833","0,7","8","3,94","","0","pica","2019","04","26","2019-04-26","09:02:00","2019-04-26 09:02:00","0.721833","41.51355","PTS_GUE03","0,7","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",913,810596.587291135,4602459.79398987,810596.587291135,4602459.79398987,0.0363805832673582,"NO"
"774","914","GUE03","PTEALC","26/4/19","10:03:00","26-4-19 10:03","41,513667","0,721567","0,2","11","3,94","","0","pica","2019","04","26","2019-04-26","10:03:00","2019-04-26 10:03:00","0.721567","41.513667","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",914,810573.824943099,4602471.82940272,810573.824943099,4602471.82940272,0.00703313672386888,"NO"
"775","915","GUE03","PTEALC","26/4/19","11:03:00","26-4-19 11:03","41,513567","0,721617","0,1","5","3,98","","0","pica","2019","04","26","2019-04-26","11:03:00","2019-04-26 11:03:00","0.721617","41.513567","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",915,810578.477041627,4602460.90451303,810578.477041627,4602460.90451303,0.00329745666769275,"NO"
"776","916","GUE03","PTEALC","26/4/19","12:04:00","26-4-19 12:04","41,513683","0,721083","0,1","27","3,96","","0","pica","2019","04","26","2019-04-26","12:04:00","2019-04-26 12:04:00","0.721083","41.513683","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",916,810533.350425478,4602471.86464303,810533.350425478,4602471.86464303,0.0126846538630249,"NO"
"777","917","GUE03","PTEALC","26/4/19","13:04:00","26-4-19 13:04","41,5138","0,720867","0,3","6","3,99","","0","pica","2019","04","26","2019-04-26","13:04:00","2019-04-26 13:04:00","0.720867","41.5138","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",917,810514.761567906,4602484.08013447,810514.761567906,4602484.08013447,0.0061769752588475,"NO"
"778","918","GUE03","PTEALC","26/4/19","14:04:00","26-4-19 14:04","41,513783","0,720733","0,3","5","3,99","","0","pica","2019","04","26","2019-04-26","14:04:00","2019-04-26 14:04:00","0.720733","41.513783","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",918,810503.658411518,4602481.71022546,810503.658411518,4602481.71022546,0.00315280801676928,"NO"
"779","919","GUE03","PTEALC","26/4/19","15:04:00","26-4-19 15:04","41,51355","0,720767","0","5","4,01","","0","pica","2019","04","26","2019-04-26","15:04:00","2019-04-26 15:04:00","0.720767","41.51355","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",919,810507.611530569,4602455.95833467,810507.611530569,4602455.95833467,0.00723508514127394,"NO"
"780","920","GUE03","PTEALC","26/4/19","16:04:00","26-4-19 16:04","41,513867","0,720267","0,8","13","3,99","","0","pica","2019","04","26","2019-04-26","16:04:00","2019-04-26 16:04:00","0.720267","41.513867","PTS_GUE03","0,8","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",920,810464.360948133,4602489.36187678,810464.360948133,4602489.36187678,0.0151757987401445,"NO"
"781","921","GUE03","PTEALC","26/4/19","17:05:00","26-4-19 17:05","41,504733","0,736283","0,1","8","3,99","","0","pica","2019","04","26","2019-04-26","17:05:00","2019-04-26 17:05:00","0.736283","41.504733","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",921,811845.061211833,4601532.78350543,811845.061211833,4601532.78350543,0.458807711406771,"NO"
"782","922","GUE03","PTEALC","26/4/19","18:06:00","26-4-19 18:06","41,504817","0,736767","0","34","3,96","","0","pica","2019","04","26","2019-04-26","18:06:00","2019-04-26 18:06:00","0.736767","41.504817","PTS_GUE03","0","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",922,811885.061075484,4601543.8601598,811885.061075484,4601543.8601598,0.0113371201394607,"NO"
"783","923","GUE03","PTEALC","26/4/19","19:06:00","26-4-19 19:06","41,513767","0,719883","0,2","7","3,97","","0","pica","2019","04","26","2019-04-26","19:06:00","2019-04-26 19:06:00","0.719883","41.513767","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",923,810432.788341668,4602476.87582155,810432.788341668,4602476.87582155,0.479354606189718,"NO"
"784","924","GUE03","PTEALC","27/4/19","05:01:00","27-4-19 5:01","41,512617","0,721067","0,3","28","3,9","","0","pica","2019","04","27","2019-04-27","05:01:00","2019-04-27 05:01:00","0.721067","41.512617","PTS_GUE03","0,3","0","0","35700","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",924,810537.117721932,4602353.42978661,810537.117721932,4602353.42978661,0.00452726231589679,"NO"
"785","925","GUE03","PTEALC","27/4/19","06:02:00","27-4-19 6:02","41,513383","0,71985","0,1","26","3,91","","0","pica","2019","04","27","2019-04-27","06:02:00","2019-04-27 06:02:00","0.71985","41.513383","PTS_GUE03","0,1","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",925,810431.871498793,4602434.11465724,810431.871498793,4602434.11465724,0.0362237892947825,"NO"
"786","926","GUE03","PTEALC","27/4/19","07:02:00","27-4-19 7:02","41,513433","0,71945","0,5","5","3,93","","0","pica","2019","04","27","2019-04-27","07:02:00","2019-04-27 07:02:00","0.71945","41.513433","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",926,810398.245404661,4602438.2284329,810398.245404661,4602438.2284329,0.00940760808986244,"NO"
"787","927","GUE03","PTEALC","27/4/19","08:03:00","27-4-19 8:03","41,5135","0,718883","0,2","5","3,96","","0","pica","2019","04","27","2019-04-27","08:03:00","2019-04-27 08:03:00","0.718883","41.5135","PTS_GUE03","0,2","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",927,810350.599045622,4602443.62966354,810350.599045622,4602443.62966354,0.0130979310987793,"NO"
"788","928","GUE03","PTEALC","27/4/19","09:04:00","27-4-19 9:04","41,5134","0,719533","0,7","5","3,98","","0","pica","2019","04","27","2019-04-27","09:04:00","2019-04-27 09:04:00","0.719533","41.5134","PTS_GUE03","0,7","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",928,810405.331072693,4602434.86234863,810405.331072693,4602434.86234863,0.0151406120693252,"NO"
"789","936","GUE03","PTEALC","27/4/19","10:05:00","27-4-19 10:05","41,51325","0,719783","0,2","6","3,98","","0","pica","2019","04","27","2019-04-27","10:05:00","2019-04-27 10:05:00","0.719783","41.51325","PTS_GUE03","0,2","0","0","660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",936,810426.915630922,4602419.10427933,810426.915630922,4602419.10427933,0.00729983770392286,"NO"
"790","937","GUE03","PTEALC","27/4/19","11:05:00","27-4-19 11:05","41,51325","0,719667","0,1","20","3,99","","0","pica","2019","04","27","2019-04-27","11:05:00","2019-04-27 11:05:00","0.719667","41.51325","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",937,810417.233422791,4602418.68706874,810417.233422791,4602418.68706874,0.00269125044592179,"NO"
"791","938","GUE03","PTEALC","27/4/19","12:05:00","27-4-19 12:05","41,5133","0,7195","0,3","7","4,03","","0","pica","2019","04","27","2019-04-27","12:05:00","2019-04-27 12:05:00","0.7195","41.5133","PTS_GUE03","0,3","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",938,810403.055140896,4602423.63885683,810403.055140896,4602423.63885683,0.00417054109482265,"NO"
"792","939","GUE03","PTEALC","27/4/19","13:05:00","27-4-19 13:05","41,5133","0,719083","0,1","7","4,03","","0","pica","2019","04","27","2019-04-27","13:05:00","2019-04-27 13:05:00","0.719083","41.5133","PTS_GUE03","0,1","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",939,810368.249301002,4602422.13923173,810368.249301002,4602422.13923173,0.00967457120860786,"NO"
"793","940","GUE03","PTEALC","27/4/19","14:06:00","27-4-19 14:06","41,513467","0,719567","0,3","10","4,05","","0","pica","2019","04","27","2019-04-27","14:06:00","2019-04-27 14:06:00","0.719567","41.513467","PTS_GUE03","0,3","0","0","3660","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",940,810407.848364689,4602442.42485109,810407.848364689,4602442.42485109,0.0121531298406262,"NO"
"794","944","GUE03","PTEALC","27/4/19","15:07:00","27-4-19 15:07","41,5134","0,719017","0,2","33","4,03","","0","pica","2019","04","27","2019-04-27","15:07:00","2019-04-27 15:07:00","0.719017","41.5134","PTS_GUE03","0,2","0","0","60","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",944,810362.262042545,4602433.00670491,810362.262042545,4602433.00670491,0.0127148462226811,"NO"
"795","950","GUE03","PTEALC","27/4/19","16:08:00","27-4-19 16:08","41,513683","0,718983","0,2","6","4,03","","0","pica","2019","04","27","2019-04-27","16:08:00","2019-04-27 16:08:00","0.718983","41.513683","PTS_GUE03","0,2","0","0","1260","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",950,810358.070237603,4602464.31105124,810358.070237603,4602464.31105124,0.00862708304136818,"NO"
"796","951","GUE03","PTEALC","27/4/19","17:08:00","27-4-19 17:08","41,5138","0,718917","0,5","4","4,03","","0","pica","2019","04","27","2019-04-27","17:08:00","2019-04-27 17:08:00","0.718917","41.5138","PTS_GUE03","0,5","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",951,810352.001691093,4602477.0663482,810352.001691093,4602477.0663482,0.00392261227541048,"NO"
"797","952","GUE03","PTEALC","27/4/19","18:08:00","27-4-19 18:08","41,513633","0,72035","0,2","6","4,02","","0","pica","2019","04","27","2019-04-27","18:08:00","2019-04-27 18:08:00","0.72035","41.513633","PTS_GUE03","0,2","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",952,810472.408585295,4602463.67518834,810472.408585295,4602463.67518834,0.0336432270365496,"NO"
"798","953","GUE03","PTEALC","28/4/19","05:02:00","28-4-19 5:02","41,513633","0,7195","0,1","20","3,93","","0","pica","2019","04","28","2019-04-28","05:02:00","2019-04-28 05:02:00","0.7195","41.513633","PTS_GUE03","0,1","0","0","39240","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",953,810401.461788784,4602460.61787185,810401.461788784,4602460.61787185,0.0018096542024966,"NO"
"799","954","GUE03","PTEALC","28/4/19","06:02:00","28-4-19 6:02","41,50355","0,721683","0,6","4","3,95","","0","pica","2019","04","28","2019-04-28","06:02:00","2019-04-28 06:02:00","0.721683","41.50355","PTS_GUE03","0,6","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",954,810631.939172127,4601348.77348295,810631.939172127,4601348.77348295,0.315323880628003,"NO"
"800","955","GUE03","PTEALC","28/4/19","07:02:00","28-4-19 7:02","41,513583","0,719533","0","5","3,97","","0","pica","2019","04","28","2019-04-28","07:02:00","2019-04-28 07:02:00","0.719533","41.513583","PTS_GUE03","0","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",955,810404.45543853,4602455.18414982,810404.45543853,4602455.18414982,0.313678011560232,"NO"
"801","956","GUE03","PTEALC","28/4/19","08:02:00","28-4-19 8:02","41,513367","0,719133","0,4","6","3,99","","0","pica","2019","04","28","2019-04-28","08:02:00","2019-04-28 08:02:00","0.719133","41.513367","PTS_GUE03","0,4","0","0","3600","0","3134","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE03",956,810372.102111218,4602429.75925576,810372.102111218,4602429.75925576,0.0114268431662691,"NO"
