"","X","IdNr","GpsNumber","Longtitude","BatteryVoltage","GpsDescription","Temperature","GPSIntervals","VHFTelemetry","Activity","logger_type","Day","year","Month","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"135","136","1017","48536483956","0,560216","371","SAND07","23","4","A","1428","ecotone","26","2019","03","2019-03-26","8:00:00","2019-03-26 18:00:00","0.560216","41.7033","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",136,796236.502588209,4622961.99009557,796236.502588209,4622961.99009557,0.0643595803334871,"NO"
"136","137","1018","48536483956","0,712416","371","SAND07","23","4","A","1428","ecotone","27","2019","03","2019-03-27","7:00:00","2019-03-27 07:00:00","0.712416","41.773833","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",137,808564.342667271,4631330.23258893,808564.342667271,4631330.23258893,0.318364334976845,"NO"
"137","138","1019","48536483956","0,715783","377","SAND07","34","4","A","1823","ecotone","27","2019","03","2019-03-27","2:00:00","2019-03-27 12:00:00","0.715783","41.777617","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",138,808826.060039715,4631762.55395008,808826.060039715,4631762.55395008,0.0280744912549338,"NO"
"138","139","1020","48536483956","0,717517","377","SAND07","36","4","A","1823","ecotone","27","2019","03","2019-03-27","4:00:00","2019-03-27 14:00:00","0.717517","41.778383","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",139,808966.516688839,4631853.85719337,808966.516688839,4631853.85719337,0.0232640167861988,"NO"
"139","140","1021","48536483956","0,759266","377","SAND07","27","4","A","1823","ecotone","27","2019","03","2019-03-27","6:00:00","2019-03-27 16:00:00","0.759266","41.767533","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",140,812489.619276949,4630800.02363464,812489.619276949,4630800.02363464,0.510670504912439,"NO"
"140","141","1022","48536483956","0,76015","377","SAND07","22","4","A","1823","ecotone","27","2019","03","2019-03-27","8:00:00","2019-03-27 18:00:00","0.76015","41.766667","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",141,812567.324024184,4630707.0700884,812567.324024184,4630707.0700884,0.016824663735244,"NO"
"141","142","1023","48536483956","0,760166","381","SAND07","18","4","A","851","ecotone","28","2019","03","2019-03-28","7:00:00","2019-03-28 07:00:00","0.760166","41.76625","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",142,812570.681523037,4630660.81984069,812570.681523037,4630660.81984069,0.00099083256809754,"NO"
"142","143","1024","48536483956","0,716667","381","SAND07","13","4","A","851","ecotone","28","2019","03","2019-03-28","8:00:00","2019-03-28 08:00:00","0.716667","41.779667","0","0","3600","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",143,808889.689849907,4631993.38843479,808889.689849907,4631993.38843479,1.08713464734281,"NO"
"143","144","1025","48536483956","0,717133","381","SAND07","33","4","A","851","ecotone","28","2019","03","2019-03-28","0:00:00","2019-03-28 10:00:00","0.717133","41.77865","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",144,808933.313572707,4631882.12610608,808933.313572707,4631882.12610608,0.0165961287949179,"NO"
"144","145","1026","48536483956","0,71725","381","SAND07","40","4","A","851","ecotone","28","2019","03","2019-03-28","2:00:00","2019-03-28 12:00:00","0.71725","41.77915","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",145,808940.635540391,4631938.07260435,808940.635540391,4631938.07260435,0.00783552191237968,"NO"
"145","146","1027","48536483956","0,71755","370","SAND07","39","4","A","1471","ecotone","28","2019","03","2019-03-28","4:00:00","2019-03-28 14:00:00","0.71755","41.7789","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",146,808966.774357622,4631911.38933146,808966.774357622,4631911.38933146,0.00518717430503954,"NO"
"146","147","1028","48536483956","0,715316","370","SAND07","36","4","A","1471","ecotone","28","2019","03","2019-03-28","6:00:00","2019-03-28 16:00:00","0.715316","41.777983","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",147,808785.482170095,4631801.51906167,808785.482170095,4631801.51906167,0.0294384995220857,"NO"
"147","148","1029","48536483956","0,760616","370","SAND07","23","4","A","1471","ecotone","28","2019","03","2019-03-28","8:00:00","2019-03-28 18:00:00","0.760616","41.766933","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",148,812604.773857056,4630738.30597153,812604.773857056,4630738.30597153,0.550551176316528,"NO"
"148","149","1030","48536483956","0,7605","370","SAND07","18","4","A","1471","ecotone","29","2019","03","2019-03-29","7:00:00","2019-03-29 07:00:00","0.7605","41.767","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",149,812594.803919948,4630745.32417925,812594.803919948,4630745.32417925,0.000260516035620051,"NO"
"149","150","1031","48536483956","0,718517","375","SAND07","45","4","A","1532","ecotone","29","2019","03","2019-03-29","2:00:00","2019-03-29 12:00:00","0.718517","41.779683","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",150,809043.389570859,4632001.82246213,809043.389570859,4632001.82246213,0.209273840998771,"NO"
"150","151","1032","48536483956","0,718417","375","SAND07","34","4","A","1532","ecotone","29","2019","03","2019-03-29","4:00:00","2019-03-29 14:00:00","0.718417","41.77995","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",151,809033.793412478,4632031.11316378,809033.793412478,4632031.11316378,0.00428031944692502,"NO"
"151","152","1033","48536483956","0,71635","375","SAND07","29","4","A","1532","ecotone","29","2019","03","2019-03-29","6:00:00","2019-03-29 16:00:00","0.71635","41.7777","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",152,808872.793129364,4631773.81067304,808872.793129364,4631773.81067304,0.0421499925330698,"NO"
"152","153","1034","48536483956","0,76035","375","SAND07","22","4","A","1532","ecotone","29","2019","03","2019-03-29","8:00:00","2019-03-29 18:00:00","0.76035","41.767017","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",153,812582.250357401,4630746.66606854,812582.250357401,4630746.66606854,0.534514471134463,"NO"
"153","154","1035","48536483956","0,717583","378","SAND07","16","7","A","1110","ecotone","30","2019","03","2019-03-30","1:26:00","2019-03-30 11:26:00","0.717583","41.779683","0","0","62760","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",154,808965.753152502,4631998.46105495,808965.753152502,4631998.46105495,0.0609775952852596,"NO"
"154","155","1036","48536483956","0,7175","378","SAND07","41","7","A","1110","ecotone","30","2019","03","2019-03-30","2:00:00","2019-03-30 12:00:00","0.7175","41.7797","0","0","2040","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",155,808958.772258653,4632000.05025212,808958.772258653,4632000.05025212,0.00350783882719519,"NO"
"155","156","1037","48536483956","0,7176","378","SAND07","36","7","A","1110","ecotone","30","2019","03","2019-03-30","5:00:00","2019-03-30 15:00:00","0.7176","41.780083","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",156,808965.243199434,4632042.94265323,808965.243199434,4632042.94265323,0.00401608855694152,"NO"
"156","157","1038","48536483956","0,718183","378","SAND07","19","7","A","1110","ecotone","30","2019","03","2019-03-30","8:00:00","2019-03-30 18:00:00","0.718183","41.779183","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",157,809018.030805003,4631945.09478837,809018.030805003,4631945.09478837,0.0102933845684867,"NO"
"157","158","1039","48536483956","0,717083","377","SAND07","20","7","A","782","ecotone","31","2019","03","2019-03-31","7:00:00","2019-03-31 07:00:00","0.717083","41.779467","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",158,808925.230192522,4631972.67490801,808925.230192522,4631972.67490801,0.00224097302008735,"NO"
"158","159","1040","48536483956","0,716717","377","SAND07","23","7","A","782","ecotone","31","2019","03","2019-03-31","9:00:00","2019-03-31 09:00:00","0.716717","41.779517","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",159,808894.566937769,4631976.91065908,808894.566937769,4631976.91065908,0.00429862945254845,"NO"
"159","160","1041","48536483956","0,717017","377","SAND07","30","7","A","782","ecotone","31","2019","03","2019-03-31","2:00:00","2019-03-31 12:00:00","0.717017","41.779517","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",160,808919.503749708,4631977.98999482,808919.503749708,4631977.98999482,0.00231091189349583,"NO"
"160","161","1042","48536483956","0,7126","377","SAND07","32","7","A","782","ecotone","31","2019","03","2019-03-31","5:00:00","2019-03-31 15:00:00","0.7126","41.772117","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",161,808587.876166392,4631140.33042394,808587.876166392,4631140.33042394,0.0834104646103361,"NO"
"161","162","1043","48536483956","0,746933","376","SAND07","21","7","A","1575","ecotone","31","2019","03","2019-03-31","8:03:00","2019-03-31 18:03:00","0.746933","41.771033","0","0","10980","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",162,811447.314192486,4631143.900017,811447.314192486,4631143.900017,0.260398893921491,"NO"
"162","163","789","48536483956","0,744483","376","SAND07","21","7","A","1575","ecotone","1","2019","04","2019-04-1",":00:00","2019-04-01 07:00:00","0.744483","41.769667","0","0","46620","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",163,811250.249419216,4630983.32098971,811250.249419216,4630983.32098971,0.00545258434578815,"NO"
"163","164","790","48536483956","0,71665","376","SAND07","35","7","A","1575","ecotone","1","2019","04","2019-04-1",":00:00","2019-04-01 12:00:00","0.71665","41.779567","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",164,808888.757400361,4631982.2221715,808888.757400361,4631982.2221715,0.142440345892851,"NO"
"164","165","791","48536483956","0,716983","376","SAND07","31","7","A","1575","ecotone","1","2019","04","2019-04-1",":00:00","2019-04-01 15:00:00","0.716983","41.78005","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",165,808914.115564466,4632037.05787534,808914.115564466,4632037.05787534,0.00559347787969659,"NO"
"165","166","792","48536483956","0,747199","381","SAND07","21","7","A","1022","ecotone","1","2019","04","2019-04-1",":00:00","2019-04-01 18:00:00","0.747199","41.770633","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",166,811471.365898869,4631100.44424591,811471.365898869,4631100.44424591,0.252141055998048,"NO"
"166","167","793","48536483956","0,747116","381","SAND07","21","7","A","1022","ecotone","2","2019","04","2019-04-2",":00:00","2019-04-02 07:00:00","0.747116","41.77085","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",167,811463.414362245,4631124.24134722,811463.414362245,4631124.24134722,0.000536108540551391,"NO"
"167","168","794","48536483956","0,717683","381","SAND07","27","7","A","1022","ecotone","2","2019","04","2019-04-2",":00:00","2019-04-02 09:00:00","0.717683","41.778317","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",168,808980.632602056,4631847.12517244,808980.632602056,4631847.12517244,0.359099881146539,"NO"
"168","169","795","48536483956","0,717083","381","SAND07","34","7","A","1022","ecotone","2","2019","04","2019-04-2",":00:00","2019-04-02 12:00:00","0.717083","41.779683","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",169,808924.191904496,4631996.6619346,808924.191904496,4631996.6619346,0.014798041820475,"NO"
"169","170","796","48536483956","0,716516","374","SAND07","35","7","A","1510","ecotone","2","2019","04","2019-04-2",":00:00","2019-04-02 15:00:00","0.716516","41.77965","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",170,808877.220055799,4631990.9573415,808877.220055799,4631990.9573415,0.00438079657090476,"NO"
"170","171","797","48536483956","0,747266","374","SAND07","24","7","A","1510","ecotone","2","2019","04","2019-04-2",":00:00","2019-04-02 18:00:00","0.747266","41.770317","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",171,811478.466992802,4631065.59503022,811478.466992802,4631065.59503022,0.255618779154597,"NO"
"171","172","798","48536483956","0,746549","374","SAND07","21","7","A","1510","ecotone","3","2019","04","2019-04-3",":00:00","2019-04-03 07:00:00","0.746549","41.770583","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",172,811417.570653876,4631092.53425634,811417.570653876,4631092.53425634,0.00142281004677874,"NO"
"172","173","799","48536483956","0,715816","374","SAND07","23","7","A","1510","ecotone","3","2019","04","2019-04-3",":00:00","2019-04-03 09:00:00","0.715816","41.7774","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",173,808829.845865887,4631738.57457321,808829.845865887,4631738.57457321,0.370386019662896,"NO"
"173","174","800","48536483956","0,716316","380","SAND07","20","7","A","855","ecotone","3","2019","04","2019-04-3",":00:00","2019-04-03 12:00:00","0.716316","41.779617","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",174,808860.754144651,4631986.57318728,808860.754144651,4631986.57318728,0.0231383441223637,"NO"
"174","175","801","48536483956","0,759766","380","SAND07","18","7","A","855","ecotone","3","2019","04","2019-04-3",":00:00","2019-04-03 15:00:00","0.759766","41.766616","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",175,812535.646239794,4630700.00891153,812535.646239794,4630700.00891153,0.360484647889704,"NO"
"175","176","802","48536483956","0,75905","380","SAND07","14","7","A","855","ecotone","3","2019","04","2019-04-3",":00:00","2019-04-03 18:00:00","0.75905","41.76685","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",176,812474.980806327,4630723.38949819,812474.980806327,4630723.38949819,0.00601934751475304,"NO"
"176","177","803","48536483956","0,758083","380","SAND07","22","7","A","855","ecotone","4","2019","04","2019-04-4",":00:00","2019-04-04 07:00:00","0.758083","41.7671","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",177,812393.370106994,4630747.63432484,812393.370106994,4630747.63432484,0.00181910384043387,"NO"
"177","178","804","48536483956","0,758666","379","SAND07","24","7","A","1575","ecotone","4","2019","04","2019-04-4",":00:00","2019-04-04 09:00:00","0.758666","41.767567","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",178,812439.57082575,4630801.61628498,812439.57082575,4630801.61628498,0.00986713074199314,"NO"
"178","179","805","48536483956","0,71555","379","SAND07","25","7","A","1575","ecotone","4","2019","04","2019-04-4",":00:00","2019-04-04 12:00:00","0.71555","41.789949","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",179,808747.432955177,4633131.19779794,808747.432955177,4633131.19779794,0.404188707532141,"NO"
"179","180","806","48536483956","0,717367","379","SAND07","27","7","A","1575","ecotone","4","2019","04","2019-04-4",":00:00","2019-04-04 15:00:00","0.717367","41.779933","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",180,808946.59687317,4632025.44656909,808946.59687317,4632025.44656909,0.104022258334724,"NO"
"180","181","807","48536483956","0,747599","379","SAND07","19","7","A","1575","ecotone","4","2019","04","2019-04-4",":00:00","2019-04-04 18:00:00","0.747599","41.7719","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",181,811498.480228389,4631242.59728086,811498.480228389,4631242.59728086,0.247131041803377,"NO"
"181","182","808","48536483956","0,738783","380","SAND07","16","7","A","1002","ecotone","5","2019","04","2019-04-5",":00:00","2019-04-05 07:00:00","0.738783","41.775833","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",182,810746.566761815,4631647.4195043,810746.566761815,4631647.4195043,0.0182467088906961,"NO"
"182","183","809","48536483956","0,738966","380","SAND07","14","7","A","1002","ecotone","5","2019","04","2019-04-5",":00:00","2019-04-05 09:00:00","0.738966","41.776533","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",183,810758.394662465,4631725.81772562,810758.394662465,4631725.81772562,0.0110103368777303,"NO"
"183","184","810","48536483956","0,7171","380","SAND07","33","7","A","1002","ecotone","5","2019","04","2019-04-5",":00:00","2019-04-05 12:00:00","0.7171","41.77935","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",184,808927.20568643,4631959.74310151,808927.20568643,4631959.74310151,0.170916574338848,"NO"
"184","185","811","48536483956","0,716483","380","SAND07","25","7","A","1002","ecotone","5","2019","04","2019-04-5",":00:00","2019-04-05 15:00:00","0.716483","41.779717","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",185,808874.155002217,4631998.27904608,808874.155002217,4631998.27904608,0.00607071246034704,"NO"
"185","186","812","48536483956","0,747833","379","SAND07","17","7","A","1113","ecotone","5","2019","04","2019-04-5",":09:00","2019-04-05 18:09:00","0.747833","41.7711","0","0","11340","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",186,811521.810146087,4631154.60503189,811521.810146087,4631154.60503189,0.245024613382181,"NO"
"186","187","813","48536483956","0,747383","379","SAND07","14","7","A","1113","ecotone","6","2019","04","2019-04-6",":00:00","2019-04-06 07:00:00","0.747383","41.771017","0","0","46260","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",187,811484.802034699,4631143.75538239,811484.802034699,4631143.75538239,0.000833655255005539,"NO"
"187","188","814","48536483956","0,716917","379","SAND07","31","7","A","1113","ecotone","6","2019","04","2019-04-6",":00:00","2019-04-06 12:00:00","0.716917","41.779367","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",188,808911.912478118,4631960.97254975,808911.912478118,4631960.97254975,0.149967022121973,"NO"
"188","189","815","48536483956","0,71675","379","SAND07","33","7","A","1113","ecotone","6","2019","04","2019-04-6",":00:00","2019-04-06 15:00:00","0.71675","41.78025","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",189,808893.786832747,4632058.42979977,808893.786832747,4632058.42979977,0.00917771273319208,"NO"
"189","190","816","48536483956","0,748649","383","SAND07","18","7","A","1219","ecotone","6","2019","04","2019-04-6",":29:00","2019-04-06 18:29:00","0.748649","41.771133","0","0","12540","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",190,811589.487505208,4631161.2302873,811589.487505208,4631161.2302873,0.226543808161428,"NO"
"190","191","817","48536483956","0,716717","383","SAND07","11","7","A","1219","ecotone","7","2019","04","2019-04-7",":29:00","2019-04-07 11:29:00","0.716717","41.779683","0","0","61200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",191,808893.76907263,4631995.34513241,808893.76907263,4631995.34513241,0.0461073509111784,"NO"
"191","192","818","48536483956","0,716683","383","SAND07","35","7","A","1219","ecotone","7","2019","04","2019-04-7",":00:00","2019-04-07 12:00:00","0.716683","41.7797","0","0","1860","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",192,808890.861199516,4631997.11068088,808890.861199516,4631997.11068088,0.00182799284748185,"NO"
"192","193","819","48536483956","0,71735","383","SAND07","30","7","A","1219","ecotone","7","2019","04","2019-04-7",":00:00","2019-04-07 15:00:00","0.71735","41.780217","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",193,808943.818527982,4632056.9238991,808943.818527982,4632056.9238991,0.00739635634323689,"NO"
"193","194","820","48536483956","0,743849","380","SAND07","23","7","A","1213","ecotone","7","2019","04","2019-04-7",":00:00","2019-04-07 18:00:00","0.743849","41.770267","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",194,811194.636914673,4631047.65406628,811194.636914673,4631047.65406628,0.228380757618169,"NO"
"194","195","821","48536483956","0,743949","380","SAND07","20","7","A","1213","ecotone","8","2019","04","2019-04-8",":00:00","2019-04-08 07:00:00","0.743949","41.770167","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",195,811203.434499928,4631036.91132446,811203.434499928,4631036.91132446,0.00029668999159988,"NO"
"195","196","822","48536483956","0,717933","380","SAND07","29","7","A","1213","ecotone","8","2019","04","2019-04-8",":00:00","2019-04-08 09:00:00","0.717933","41.7789","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",196,808998.61066434,4631912.76760536,808998.61066434,4631912.76760536,0.329456894428601,"NO"
"196","197","823","48536483956","0,7178","380","SAND07","34","7","A","1213","ecotone","8","2019","04","2019-04-8",":00:00","2019-04-08 12:00:00","0.7178","41.78025","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",197,808981.064680469,4632062.20790177,808981.064680469,4632062.20790177,0.0139308230166789,"NO"
"197","198","824","48536483956","0,716817","377","SAND07","35","7","A","1732","ecotone","8","2019","04","2019-04-8",":03:00","2019-04-08 15:03:00","0.716817","41.7795","0","0","10980","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",198,808902.960919449,4631975.38256019,808902.960919449,4631975.38256019,0.0106352275091976,"NO"
"198","199","825","48536483956","0,745383","377","SAND07","23","7","A","1732","ecotone","8","2019","04","2019-04-8",":00:00","2019-04-08 18:00:00","0.745383","41.77055","0","0","10620","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",199,811320.795513425,4631084.64173987,811320.795513425,4631084.64173987,0.242603551835966,"NO"
"199","200","826","48536483956","0,745466","377","SAND07","18","7","A","1732","ecotone","9","2019","04","2019-04-9",":00:00","2019-04-09 07:00:00","0.745466","41.770767","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",200,811326.644786461,4631109.04079089,811326.644786461,4631109.04079089,0.000536107995670319,"NO"
"200","201","827","48536483956","0,717433","377","SAND07","26","7","A","1732","ecotone","9","2019","04","2019-04-9",":00:00","2019-04-09 09:00:00","0.717433","41.779483","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",201,808954.246246598,4631975.71108254,808954.246246598,4631975.71108254,0.350749323046319,"NO"
"201","202","828","48536483956","0,71625","372","SAND07","36","7","A","1966","ecotone","9","2019","04","2019-04-9",":03:00","2019-04-09 12:03:00","0.71625","41.779867","0","0","10980","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",202,808854.066598999,4632014.09853055,808854.066598999,4632014.09853055,0.00976983953182017,"NO"
"202","203","829","48536483956","0,716166","372","SAND07","31","7","A","1966","ecotone","9","2019","04","2019-04-9",":00:00","2019-04-09 15:00:00","0.716166","41.778317","0","0","10620","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",203,808854.533093564,4631841.66727238,808854.533093564,4631841.66727238,0.0162349956865858,"NO"
"203","204","830","48536483956","0,745216","372","SAND07","25","7","A","1966","ecotone","9","2019","04","2019-04-9",":00:00","2019-04-09 18:00:00","0.745216","41.769817","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",204,811310.46157965,4631002.63568491,811310.46157965,4631002.63568491,0.240282890494862,"NO"
"204","205","831","48536483956","0,7526","372","SAND07","22","7","A","1966","ecotone","10","2019","04","2019-04-10","7:00:00","2019-04-10 07:00:00","0.7526","41.77625","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",205,811893.119919042,4631743.8246635,811893.119919042,4631743.8246635,0.0201446420916028,"NO"
"205","206","832","48536483956","0,75075","372","SAND07","33","7","A","2060","ecotone","10","2019","04","2019-04-10","2:09:00","2019-04-10 12:09:00","0.75075","41.77565","0","0","18540","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",206,811742.244522466,4631670.47541376,811742.244522466,4631670.47541376,0.00904806854103615,"NO"
"206","207","833","48536483956","0,717133","372","SAND07","24","7","A","2060","ecotone","10","2019","04","2019-04-10","5:00:00","2019-04-10 15:00:00","0.717133","41.779433","0","0","10260","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",207,808929.549767246,4631969.07907332,808929.549767246,4631969.07907332,0.275655457635092,"NO"
"207","208","834","48536483956","0,747066","372","SAND07","19","7","A","2060","ecotone","10","2019","04","2019-04-10","8:00:00","2019-04-10 18:00:00","0.747066","41.770283","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",208,811462.004726838,4631061.09386742,811462.004726838,4631061.09386742,0.249079669421652,"NO"
"208","209","835","48536483956","0,760666","372","SAND07","21","7","A","2060","ecotone","11","2019","04","2019-04-11","7:00:00","2019-04-11 07:00:00","0.760666","41.767217","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",209,812607.549954214,4630770.02661195,812607.549954214,4630770.02661195,0.025254695703058,"NO"
"209","210","836","48536483956","0,750816","371","SAND07","30","7","A","2311","ecotone","11","2019","04","2019-04-11","2:00:00","2019-04-11 12:00:00","0.750816","41.77525","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",210,811749.671082121,4631626.29444531,811749.671082121,4631626.29444531,0.067334331131437,"NO"
"210","211","837","48536483956","0,750533","371","SAND07","30","7","A","2311","ecotone","11","2019","04","2019-04-11","5:00:00","2019-04-11 15:00:00","0.750533","41.77535","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",211,811725.660699405,4631636.37214475,811725.660699405,4631636.37214475,0.0024108468223784,"NO"
"211","212","838","48536483956","0,745833","371","SAND07","24","7","A","2311","ecotone","11","2019","04","2019-04-11","8:00:00","2019-04-11 18:00:00","0.745833","41.771167","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",212,811355.217748789,4631154.79193574,811355.217748789,4631154.79193574,0.0562517433215368,"NO"
"212","213","839","48536483956","0,746166","371","SAND07","25","7","A","2311","ecotone","12","2019","04","2019-04-12","7:00:00","2019-04-12 07:00:00","0.746166","41.770867","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",213,811384.354463706,4631122.68397066,811384.354463706,4631122.68397066,0.000926421716883097,"NO"
"213","214","840","48536483956","0,717267","372","SAND07","36","7","A","1592","ecotone","12","2019","04","2019-04-12","2:08:00","2019-04-12 12:08:00","0.717267","41.779567","0","0","18480","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",214,808940.04407082,4631984.4420606,808940.04407082,4631984.4420606,0.140239795097905,"NO"
