"","X","Quality","Day","Month","Year","Hr","Min","Outlier","logger_type","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","altitude","hdop","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"22","23","2","06","04","2009","19","1","0","argos","2009-04-06","19:01:49","2009-04-06 19:01:49","-3.817777778","39.04388889","0.672","0","182006","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",23,429230.454459141,4321965.14572866,429230.454459141,4321965.14572866,0.0175189790575748,"NO"
"23","24","2","09","04","2009","8","9","0","argos","2009-04-09","08:09:54","2009-04-09 08:09:54","-3.837222222","39.06027778","0.659","0","220085","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",24,427564.474828663,4323799.20510048,427564.474828663,4323799.20510048,0.0112581145527672,"NO"
"24","25","1","09","04","2009","15","36","0","argos","2009-04-09","15:36:50","2009-04-09 15:36:50","-3.850555556","39.05472222","0.658","0","26816","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",25,426405.104942277,4323193.3858337,426405.104942277,4323193.3858337,0.048779186023577,"NO"
"25","26","1","11","04","2009","18","42","0","argos","2009-04-11","18:42:39","2009-04-11 18:42:39","-3.748333333","39.06861111","0.668","0","183949","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",26,435262.750268587,4324656.9315047,435262.750268587,4324656.9315047,0.0488053369658038,"NO"
"26","27","1","11","04","2009","23","24","0","argos","2009-04-11","23:24:55","2009-04-11 23:24:55","-3.838333333","39.05222222","0.659","0","16936","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",27,427460.099138326,4322906.12818601,427460.099138326,4322906.12818601,0.472141855884542,"NO"
"27","28","2","14","04","2009","5","0","0","argos","2009-04-14","05:00:16","2009-04-14 05:00:16","-3.827222222","39.05305556","0.662","0","192921","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",28,428422.38452825,4322989.80282727,428422.38452825,4322989.80282727,0.00500677198527974,"NO"
"28","29","2","16","04","2009","19","52","0","argos","2009-04-16","19:52:06","2009-04-16 19:52:06","-3.824722222","39.05416667","0.662","0","226310","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",29,428639.825161695,4323111.1427892,428639.825161695,4323111.1427892,0.00110028082337986,"NO"
"29","30","1","16","04","2009","20","1","0","argos","2009-04-16","20:01:57","2009-04-16 20:01:57","-3.841944444","39.06361111","0.657","0","591","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",30,427159.333056473,4324172.89343666,427159.333056473,4324172.89343666,3.07746503471178,"NO"
"30","31","1","17","04","2009","0","46","0","argos","2009-04-17","00:46:53","2009-04-17 00:46:53","-3.834722222","39.05833333","0.659","0","17096","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",31,427778.794150726,4323581.43161558,427778.794150726,4323581.43161558,0.0500953773812076,"NO"
"31","32","2","17","04","2009","0","48","0","argos","2009-04-17","00:48:23","2009-04-17 00:48:23","-3.83","39.055","0.660","0","90","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",32,428183.995970309,4323207.77635695,428183.995970309,4323207.77635695,6.05699659002626,"NO"
"32","33","1","21","04","2009","19","45","0","argos","2009-04-21","19:45:04","2009-04-21 19:45:04","-3.830555556","39.06305556","0.662","0","413801","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",33,428144.09181344,4324102.17807509,428144.09181344,4324102.17807509,0.00216357448016913,"NO"
"33","34","1","21","04","2009","20","36","0","argos","2009-04-21","20:36:36","2009-04-21 20:36:36","-3.853611111","39.05944444","0.658","0","3092","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",34,426145.63668833,4323719.91044307,426145.63668833,4323719.91044307,0.657836100669264,"NO"
"34","35","2","22","04","2009","0","46","0","argos","2009-04-22","00:46:17","2009-04-22 00:46:17","-3.844166667","39.06583333","0.656","0","14981","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",35,426969.364903506,4324421.28674928,426969.364903506,4324421.28674928,0.0722117582426437,"NO"
"35","36","2","01","05","2009","16","48","0","argos","2009-05-01","16:48:02","2009-05-01 16:48:02","-3.815277778","39.08833333","0.670","0","835305","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",36,429491.037354733,4326895.41065074,429491.037354733,4326895.41065074,0.00422925428116069,"NO"
"36","37","1","01","05","2009","20","15","0","argos","2009-05-01","20:15:35","2009-05-01 20:15:35","-3.826944444","39.05805556","0.661","0","12453","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",37,428451.466610748,4323544.45692923,428451.466610748,4323544.45692923,0.28171701418541,"NO"
"37","38","2","09","05","2009","7","53","0","argos","2009-05-09","07:53:25","2009-05-09 07:53:25","-3.845833333","39.05305556","0.658","0","646670","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",38,426811.984243748,4323004.61745076,426811.984243748,4323004.61745076,0.00266916765493165,"NO"
"38","39","1","11","05","2009","20","0","0","argos","2009-05-11","20:00:06","2009-05-11 20:00:06","-3.863055556","39.06361111","0.656","0","216401","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",39,425332.880729519,4324190.02034367,425332.880729519,4324190.02034367,0.00875916969209654,"NO"
"39","40","2","11","05","2009","20","3","0","argos","2009-05-11","20:03:03","2009-05-11 20:03:03","-3.874444444","39.07027778","0.653","0","177","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",40,424354.673657798,4324939.26998801,424354.673657798,4324939.26998801,6.92235169086557,"NO"
"40","41","1","21","05","2009","16","37","0","argos","2009-05-21","16:37:49","2009-05-21 16:37:49","-3.840555556","39.12944444","0.684","0","851686","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",41,427347.090307744,4331477.66094388,427347.090307744,4331477.66094388,0.00844280445112628,"NO"
"41","42","1","26","05","2009","20","22","0","argos","2009-05-26","20:22:28","2009-05-26 20:22:28","-3.868055556","39.07194444","0.654","0","445479","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",42,424909.13058048,4325118.93028921,424909.13058048,4325118.93028921,0.0152870469017985,"NO"
"42","43","2","15","06","2009","19","28","0","argos","2009-06-15","19:28:07","2009-06-15 19:28:07","-3.919444444","39.08277778","0.658","0","1724739","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",43,420475.836653503,4326364.87670207,420475.836653503,4326364.87670207,0.00266999613381923,"NO"
"43","44","3","08","07","2009","8","53","0","argos","2009-07-08","08:53:17","2009-07-08 08:53:17","-3.823333333","39.04527778","0.677","0","1949110","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",44,428751.071534386,4322123.61437737,428751.071534386,4322123.61437737,0.00477079415516981,"NO"
"44","45","2","15","07","2009","15","21","0","argos","2009-07-15","15:21:31","2009-07-15 15:21:31","-3.893611111","39.06833333","0.661","0","628094","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",45,422694.479078886,4324739.609654,422694.479078886,4324739.609654,0.0105038318997864,"NO"
"45","46","1","18","07","2009","12","25","0","argos","2009-07-18","12:25:55","2009-07-18 12:25:55","-4.025555556","39.11472222","0.824","0","248664","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",46,411337.953179231,4330008.18286201,411337.953179231,4330008.18286201,0.0503453527131696,"NO"
"46","47","2","12","08","2009","5","29","0","argos","2009-08-12","05:29:57","2009-08-12 05:29:57","-3.985","39.16138889","0.680","0","2135042","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",47,414900.366005618,4335148.29955068,414900.366005618,4335148.29955068,0.00292918013581511,"NO"
"47","48","3","12","08","2009","8","14","0","argos","2009-08-12","08:14:16","2009-08-12 08:14:16","-3.985555556","39.16027778","0.680","0","9859","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",48,414851.02788702,4335025.51263031,414851.02788702,4335025.51263031,0.0134207579347074,"NO"
"48","49","1","19","08","2009","20","7","0","argos","2009-08-19","20:07:09","2009-08-19 20:07:09","-3.956944444","39.1225","0.725","0","647573","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",49,417278.783395858,4330806.58545138,417278.783395858,4330806.58545138,0.00751664034088532,"NO"
"49","50","1","19","08","2009","23","20","0","argos","2009-08-19","23:20:42","2009-08-19 23:20:42","-3.979166667","39.14361111","0.668","0","11613","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",50,415383.059803771,4333169.91350473,415383.059803771,4333169.91350473,0.260866271784417,"NO"
"50","51","2","25","08","2009","0","24","0","argos","2009-08-25","00:24:03","2009-08-25 00:24:03","-3.986111111","39.16277778","0.681","0","435801","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",51,414806.044459955,4335303.47802493,414806.044459955,4335303.47802493,0.00507160046343976,"NO"
"51","52","2","29","08","2009","20","7","0","argos","2009-08-29","20:07:34","2009-08-29 20:07:34","-3.9825","39.15333333","0.682","0","416611","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",52,415106.67818477,4334251.97207537,415106.67818477,4334251.97207537,0.00262507706224325,"NO"
"52","53","2","30","08","2009","0","9","0","argos","2009-08-30","00:09:08","2009-08-30 00:09:08","-3.986944444","39.15694444","0.680","0","14494","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",53,414727.005597283,4334656.89149041,414727.005597283,4334656.89149041,0.0382944103352493,"NO"
"53","54","2","03","09","2009","20","49","0","argos","2009-09-03","20:49:00","2009-09-03 20:49:00","-3.974722222","39.15388889","0.701","0","419992","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",54,415779.396004523,4334306.37828754,415779.396004523,4334306.37828754,0.00264106126080636,"NO"
"54","55","1","13","09","2009","20","8","0","argos","2009-09-13","20:08:26","2009-09-13 20:08:26","-3.986944444","39.14944444","0.679","0","861566","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",55,414717.952214074,4333824.56118029,414717.952214074,4333824.56118029,0.00135297700090409,"NO"
"55","56","1","14","09","2009","0","44","0","argos","2009-09-14","00:44:57","2009-09-14 00:44:57","-3.978055556","39.15555556","0.688","0","16591","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",56,415493.36828475,4334494.44028197,415493.36828475,4334494.44028197,0.0617586201681588,"NO"
"56","57","3","21","09","2009","9","12","0","argos","2009-09-21","09:12:31","2009-09-21 09:12:31","-4.015833333","39.15777778","0.704","0","635254","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",57,412231.959135678,4334776.92352377,412231.959135678,4334776.92352377,0.00515323731920056,"NO"
"57","58","1","23","09","2009","13","4","0","argos","2009-09-23","13:04:20","2009-09-23 13:04:20","-3.977222222","39.15916667","0.682","0","186709","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",58,415569.688488624,4334894.41598068,415569.688488624,4334894.41598068,0.0178876153238976,"NO"
"58","59","1","03","10","2009","16","19","0","argos","2009-10-03","16:19:16","2009-10-03 16:19:16","-3.8425","39.07388889","0.656","0","875696","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",59,427121.839542981,4325313.91412938,427121.839542981,4325313.91412938,0.0171382775354993,"NO"
"59","60","1","03","10","2009","16","27","0","argos","2009-10-03","16:27:14","2009-10-03 16:27:14","-3.814722222","39.0675","0.664","0","478","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",60,429518.359799473,4324583.00316134,429518.359799473,4324583.00316134,5.23069307355344,"NO"
"60","61","1","10","10","2009","23","45","0","argos","2009-10-10","23:45:14","2009-10-10 23:45:14","-3.853611111","39.06777778","0.656","0","631080","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",61,426154.319892731,4324644.70161604,426154.319892731,4324644.70161604,0.00533149572241847,"NO"
"61","62","2","23","10","2009","7","51","0","argos","2009-10-23","07:51:59","2009-10-23 07:51:59","-3.854722222","39.11333333","0.675","0","1066005","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",62,426105.754169089,4329701.14845258,426105.754169089,4329701.14845258,0.0047435756094194,"NO"
"62","63","2","23","10","2009","9","35","0","argos","2009-10-23","09:35:53","2009-10-23 09:35:53","-3.859722222","39.08666667","0.659","0","6234","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",63,425645.46970668,4326745.88105828,425645.46970668,4326745.88105828,0.479694848985859,"NO"
"63","64","3","25","10","2009","22","34","0","argos","2009-10-25","22:34:09","2009-10-25 22:34:09","-3.849444444","39.08888889","0.658","0","219496","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",64,426536.67972228,4326984.13263928,426536.67972228,4326984.13263928,0.00413500391733781,"NO"
"64","65","2","30","10","2009","18","39","0","argos","2009-10-30","18:39:52","2009-10-30 18:39:52","-3.854722222","39.07611111","0.654","0","417943","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",65,426066.892549558,4325570.39623728,426066.892549558,4325570.39623728,0.00356446917035976,"NO"
"65","66","3","30","10","2009","22","31","0","argos","2009-10-30","22:31:54","2009-10-30 22:31:54","-3.853333333","39.07916667","0.654","0","13922","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",66,426190.216476822,4325908.35845671,426190.216476822,4325908.35845671,0.0258392583012856,"NO"
"66","67","1","02","11","2009","8","18","0","argos","2009-11-02","08:18:39","2009-11-02 08:18:39","-3.841666667","39.07583333","0.656","0","208005","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",67,427195.924020919,4325529.03049041,427195.924020919,4325529.03049041,0.00516747694973108,"NO"
"67","68","1","02","11","2009","11","35","0","argos","2009-11-02","11:35:10","2009-11-02 11:35:10","-3.854722222","39.09194444","0.660","0","11791","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",68,426083.419408763,4327327.50382875,426083.419408763,4327327.50382875,0.179337792800587,"NO"
"68","69","2","04","11","2009","18","20","0","argos","2009-11-04","18:20:07","2009-11-04 18:20:07","-3.854722222","39.06833333","0.655","0","197097","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",69,426058.776164161,4324707.25695131,426058.776164161,4324707.25695131,0.0132947201843896,"NO"
"69","70","1","04","11","2009","22","26","0","argos","2009-11-04","22:26:48","2009-11-04 22:26:48","-3.850833333","39.075","0.655","0","14801","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",70,426402.130647088,4325443.93446429,426402.130647088,4325443.93446429,0.0549090970715898,"NO"
"70","71","2","09","11","2009","18","0","0","argos","2009-11-09","18:00:21","2009-11-09 18:00:21","-3.851666667","39.09611111","0.660","0","416013","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",71,426352.003134624,4327787.42030031,426352.003134624,4327787.42030031,0.00563447838823434,"NO"
"71","72","1","09","11","2009","20","0","0","argos","2009-11-09","20:00:12","2009-11-09 20:00:12","-3.851388889","39.09305556","0.659","0","7191","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",72,426372.846718746,4327448.1042145,426372.846718746,4327448.1042145,0.047268586649573,"NO"
"72","73","2","11","11","2009","23","22","0","argos","2009-11-11","23:22:16","2009-11-11 23:22:16","-3.850277778","39.08944444","0.658","0","184924","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",73,426465.185533381,4327046.45906737,426465.185533381,4327046.45906737,0.00222859481077765,"NO"
"73","74","2","26","11","2009","15","53","0","argos","2009-11-26","15:53:20","2009-11-26 15:53:20","-3.868055556","39.08638889","0.662","0","1269064","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",74,424924.441356778,4326721.90644342,424924.441356778,4326721.90644342,0.0012407214251254,"NO"
"74","75","3","26","11","2009","17","54","0","argos","2009-11-26","17:54:33","2009-11-26 17:54:33","-3.835","39.07972222","0.655","0","7273","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",75,427776.563523594,4325955.28099917,427776.563523594,4325955.28099917,0.406015484898555,"NO"
"75","76","2","03","12","2009","20","19","0","argos","2009-12-03","20:19:40","2009-12-03 20:19:40","-3.850555556","39.07555556","0.655","0","613507","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",76,426426.735938689,4325505.36286893,426426.735938689,4325505.36286893,0.00231918001142583,"NO"
"76","77","2","03","12","2009","22","27","0","argos","2009-12-03","22:27:02","2009-12-03 22:27:02","-3.849444444","39.07083333","0.655","0","7642","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",77,426517.95138181,4324980.41451466,426517.95138181,4324980.41451466,0.0697127118010781,"NO"
"77","78","3","11","12","2009","3","54","0","argos","2009-12-11","03:54:26","2009-12-11 03:54:26","-3.825555556","39.0325","0.667","0","624444","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",78,428545.894233299,4320707.35340817,428545.894233299,4320707.35340817,0.00757450686567944,"NO"
"78","79","2","11","12","2009","11","25","0","argos","2009-12-11","11:25:33","2009-12-11 11:25:33","-3.827777778","39.03694444","0.665","0","27067","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",79,428358.040050438,4321202.31918877,428358.040050438,4321202.31918877,0.0195587066481308,"NO"
"79","80","2","13","12","2009","20","2","0","argos","2009-12-13","20:02:26","2009-12-13 20:02:26","-3.841388889","39.02722222","0.668","0","203813","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",80,427170.038626467,4320134.21178997,427170.038626467,4320134.21178997,0.00783832754601837,"NO"
"80","81","2","15","12","2009","22","50","0","argos","2009-12-15","22:50:11","2009-12-15 22:50:11","-3.845277778","39.02583333","0.668","0","182865","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",81,426831.982429644,4319983.20114206,426831.982429644,4319983.20114206,0.00202471507505208,"NO"
"81","82","1","15","12","2009","23","18","0","argos","2009-12-15","23:18:10","2009-12-15 23:18:10","-3.835277778","39.02388889","0.668","0","1679","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",82,427695.623609146,4319759.42464885,427695.623609146,4319759.42464885,0.53104846645632,"NO"
"82","83","2","16","12","2009","6","55","0","argos","2009-12-16","06:55:13","2009-12-16 06:55:13","-3.843611111","39.02138889","0.668","0","27423","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",83,426971.680032399,4319488.64468498,426971.680032399,4319488.64468498,0.0281843262710436,"NO"
"83","84","1","18","12","2009","15","24","0","argos","2009-12-18","15:24:20","2009-12-18 15:24:20","-3.837222222","39.03027778","0.668","0","203347","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",84,427533.827781612,4320469.97273702,427533.827781612,4320469.97273702,0.00556157612438636,"NO"
"84","85","2","20","12","2009","18","40","0","argos","2009-12-20","18:40:43","2009-12-20 18:40:43","-3.836666667","39.02111111","0.669","0","184583","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",85,427572.560638434,4319452.26793243,427572.560638434,4319452.26793243,0.00551749667001382,"NO"
"85","86","3","25","12","2009","17","58","0","argos","2009-12-25","17:58:03","2009-12-25 17:58:03","-3.837777778","39.02222222","0.668","0","429440","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",86,427477.509280221,4319576.4572047,427477.509280221,4319576.4572047,0.000364170381723473,"NO"
"86","87","2","25","12","2009","19","21","0","argos","2009-12-25","19:21:39","2009-12-25 19:21:39","-3.836111111","39.02444444","0.668","0","5016","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",87,427624.053026271,4319821.73879751,427624.053026271,4319821.73879751,0.056951139909624,"NO"
"87","88","2","25","12","2009","23","15","0","argos","2009-12-25","23:15:06","2009-12-25 23:15:06","-3.844722222","39.02722222","0.668","0","14007","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",88,426881.503571546,4320136.88535167,426881.503571546,4320136.88535167,0.0575855187687079,"NO"
"88","89","1","28","12","2009","7","7","0","argos","2009-12-28","07:07:49","2009-12-28 07:07:49","-3.776388889","39.04","0.667","0","201163","0","120","NO_burst_boost","M","BBS","AD","MSUR","CLM","BBS_90068",89,432808.564379134,4321502.18997205,432808.564379134,4321502.18997205,0.0302354202054184,"NO"
