"","X","Transmitting.time","Geoid.height","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"7562","7564","2022-07-31T23:58:07.223Z","536.34","210.9","2","0","0","2","1","0.89","druid","2022-07-31","07:27:36","2022-07-31 07:27:36","1.08","-5.1199036","38.6630432","6","13.2","485.41","d3a5779692a6","1776","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7564,315557.029345788,4281517.44210003,315557.029345788,4281517.44210003,0.460959659643801,"NO"
"7563","7565","2022-07-31T23:58:09.581Z","532.66","0","2","0","0","1","1","0.95","druid","2022-07-31","07:57:36","2022-07-31 07:57:36","1.52","-5.1435588","38.6513184","5","0.2","481.74","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7565,313468.264555465,4280264.06908917,313468.264555465,4280264.06908917,1.35255753870205,"NO"
"7564","7566","2022-07-31T23:58:09.582Z","480.8","16.6","2","0","0","5","1","0.98","druid","2022-07-31","08:27:39","2022-07-31 08:27:39","1.56","-5.1436724","38.6510432","5","0.2","429.88","d3a5779692a6","1803","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7566,313457.664053686,4280233.75806228,313457.664053686,4280233.75806228,0.0177999984783129,"NO"
"7565","7567","2022-07-31T23:58:09.583Z","434.18","0","2","0","0","3","1","0.91","druid","2022-07-31","08:57:37","2022-07-31 08:57:37","1.32","-5.1134544","38.6683808","5","0","383.25","d3a5779692a6","1798","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7567,316131.858836823,4282096.8589578,316131.858836823,4282096.8589578,1.81167980712287,"NO"
"7566","7568","2022-07-31T23:58:09.584Z","433.46","286.4","2","0","0","3","1","0.91","druid","2022-07-31","09:27:37","2022-07-31 09:27:37","1.27","-5.1133376","38.668512","5","0.3","382.52","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7568,316142.357046278,4282111.18540915,316142.357046278,4282111.18540915,0.00986184490507368,"NO"
"7567","7569","2022-07-31T23:58:09.585Z","482.73","157.1","2","0","0","10","1","0.88","druid","2022-07-31","09:57:43","2022-07-31 09:57:43","1.25","-5.1197644","38.6671328","5","0.3","431.8","d3a5779692a6","1806","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7569,315579.637484901,4281971.03203641,315579.637484901,4281971.03203641,0.320924500814598,"NO"
"7568","7570","2022-07-31T23:58:09.586Z","506.6","0","2","0","0","28","1","0.78","druid","2022-07-31","10:28:00","2022-07-31 10:28:00","0.81","-5.1195304","38.6670304","10","0","455.67","d3a5779692a6","1817","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7570,315599.734848999,4281959.196701,315599.734848999,4281959.196701,0.0128291319297656,"NO"
"7569","7571","2022-07-31T23:58:09.587Z","512","0","2","0","0","11","1","0.89","druid","2022-07-31","10:57:44","2022-07-31 10:57:44","0.94","-5.1194828","38.6670304","8","0","461.07","d3a5779692a6","1784","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7571,315603.876492462,4281959.10093288,315603.876492462,4281959.10093288,0.00232086865461645,"NO"
"7570","7572","2022-07-31T23:58:09.588Z","503.8","0","2","0","0","11","1","0.82","druid","2022-07-31","11:27:43","2022-07-31 11:27:43","0.95","-5.119458","38.6670048","9","0.1","452.87","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7572,315605.968629009,4281956.20991008,315605.968629009,4281956.20991008,0.00198256662273343,"NO"
"7571","7573","2022-07-31T23:58:09.589Z","511.4","0","2","0","0","33","1","0.77","druid","2022-07-31","11:58:07","2022-07-31 11:58:07","0.82","-5.1194592","38.6669984","10","0","460.47","d3a5779692a6","1824","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7573,315605.847794167,4281955.50204244,315605.847794167,4281955.50204244,0.000393483285927273,"NO"
"7572","7574","2022-07-31T23:58:09.59Z","511.53","48.5","2","0","0","2","1","0.82","druid","2022-07-31","12:27:35","2022-07-31 12:27:35","0.88","-5.1194052","38.6670048","9","0.3","460.6","d3a5779692a6","1768","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7574,315610.562722507,4281956.10368367,315610.562722507,4281956.10368367,0.00268691865452662,"NO"
"7573","7575","2022-07-31T23:58:09.591Z","508.68","195.4","2","0","0","2","1","0.76","druid","2022-07-31","12:57:35","2022-07-31 12:57:35","0.88","-5.1194312","38.6669888","9","0.4","457.75","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7575,315608.259420984,4281954.38028703,315608.259420984,4281954.38028703,0.00159726877014621,"NO"
"7574","7576","2022-07-31T23:58:09.591Z","500.89","48","2","0","0","2","1","0.77","druid","2022-07-31","13:27:35","2022-07-31 13:27:35","0.97","-5.1193908","38.6670112","8","1.1","449.96","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7576,315611.832080189,4281956.7849952,315611.832080189,4281956.7849952,0.00239120850497858,"NO"
"7575","7577","2022-07-31T23:58:09.592Z","511.26","128.1","2","0","0","2","1","0.77","druid","2022-07-31","13:57:35","2022-07-31 13:57:35","1.16","-5.1194076","38.6669664","6","0.6","460.33","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7577,315610.255360758,4281951.84682067,315610.255360758,4281951.84682067,0.00287828070589507,"NO"
"7576","7578","2022-07-31T23:58:09.593Z","515.72","0","2","0","0","14","1","0.96","druid","2022-07-31","14:27:46","2022-07-31 14:27:46","1.7","-5.119456","38.666992","5","0","464.79","d3a5779692a6","1811","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7578,315606.109800503,4281954.78532248,315606.109800503,4281954.78532248,0.00280429577363852,"NO"
"7577","7579","2022-07-31T23:58:09.594Z","512.4","0","2","0","0","20","1","0.96","druid","2022-07-31","14:57:52","2022-07-31 14:57:52","1.54","-5.119418","38.667008","5","0.1","461.47","d3a5779692a6","1806","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7579,315609.457214528,4281956.48457624,315609.457214528,4281956.48457624,0.00207748591403539,"NO"
"7578","7580","2022-07-31T23:58:09.595Z","512.48","0","2","0","0","29","1","0.78","druid","2022-07-31","15:28:01","2022-07-31 15:28:01","0.92","-5.1194564","38.667056","8","0","461.54","d3a5779692a6","1809","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7580,315606.23923288,4281961.88894637,315606.23923288,4281961.88894637,0.00347507322579509,"NO"
"7579","7581","2022-07-31T23:58:12.017Z","526.93","0","2","0","0","3","1","0.86","druid","2022-07-31","15:57:36","2022-07-31 15:57:36","0.95","-5.1196556","38.667376","7","0","476","d3a5779692a6","1775","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7581,315589.728244448,4281997.80383101,315589.728244448,4281997.80383101,0.0222569625472262,"NO"
"7580","7582","2022-07-31T23:58:12.018Z","504.51","282.4","2","0","0","3","1","0.9","druid","2022-07-31","16:27:34","2022-07-31 16:27:34","1.08","-5.1191956","38.6671744","6","0.7","453.58","d3a5779692a6","1798","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7582,315629.235053931,4281974.50449335,315629.235053931,4281974.50449335,0.0254950156468146,"NO"
"7581","7583","2022-07-31T23:58:12.019Z","518.76","75.7","2","0","0","6","1","0.93","druid","2022-07-31","16:57:43","2022-07-31 16:57:43","1.33","-5.1193652","38.6675744","5","0.1","467.82","d3a5779692a6","1809","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7583,315615.504743379,4282019.23830281,315615.504743379,4282019.23830281,0.0258527830603859,"NO"
"7582","7584","2022-07-31T23:58:12.02Z","513.29","177.2","2","0","0","24","1","0.87","druid","2022-07-31","17:28:01","2022-07-31 17:28:01","1.24","-5.1189936","38.6673216","8","0","462.36","d3a5779692a6","1818","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7584,315647.18856191,4281990.43464449,315647.18856191,4281990.43464449,0.0235401673057909,"NO"
"7583","7585","2022-07-31T23:58:12.021Z","517.7","211.4","2","0","0","2","1","0.92","druid","2022-07-31","17:57:39","2022-07-31 17:57:39","1.19","-5.1190376","38.6673952","7","0.6","466.77","d3a5779692a6","1778","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7585,315643.549003347,4281998.69139123,315643.549003347,4281998.69139123,0.00507212883687139,"NO"
"7584","7586","2022-07-31T23:58:12.022Z","536.08","342.3","2","0","0","3","1","0.88","druid","2022-07-31","18:27:40","2022-07-31 18:27:40","0.97","-5.1216548","38.6597216","8","0.3","485.16","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7586,315396.118489242,4281152.33128775,315396.118489242,4281152.33128775,0.489337633936665,"NO"
"7585","7587","2022-07-31T23:58:12.023Z","645.65","228.9","2","0","0","4","1","0.9","druid","2022-07-31","18:57:41","2022-07-31 18:57:41","1","-5.1757736","38.6448032","8","17.6","594.74","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7587,310647.490148917,4279607.0337541,310647.490148917,4279607.0337541,2.77121955409908,"NO"
"7586","7588","2022-07-31T23:58:12.023Z","530.34","0","2","0","0","4","1","0.92","druid","2022-07-31","19:27:40","2022-07-31 19:27:40","1.24","-5.1697292","38.6317056","6","0.1","479.45","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7588,311139.188722446,4278140.97275981,311139.188722446,4278140.97275981,0.859066088910876,"NO"
"7587","7589","2022-07-31T23:58:12.024Z","522.88","0","2","0","0","2","1","0.84","druid","2022-07-31","19:57:39","2022-07-31 19:57:39","1.44","-5.1697008","38.6316576","6","0.2","471.98","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7589,311141.535017789,4278135.58715654,311141.535017789,4278135.58715654,0.00326361462166008,"NO"
"7588","7590","2022-07-31T23:58:12.025Z","533.57","0","2","0","0","15","1","0.92","druid","2022-07-31","20:27:51","2022-07-31 20:27:51","2.98","-5.1700264","38.63184","5","0","482.67","d3a5779692a6","1812","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7590,311113.669504298,4278156.50071669,311113.669504298,4278156.50071669,0.0192170704886531,"YES"
"7589","7591","2022-07-31T23:58:12.026Z","519.91","0","2","0","0","31","1","0.95","druid","2022-07-31","20:58:08","2022-07-31 20:58:08","1.32","-5.1696616","38.6316384","5","0","469.01","d3a5779692a6","1817","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7591,311144.897087911,4278133.37559171,311144.897087911,4278133.37559171,0.0213739611010819,"NO"
"7590","7592","2022-07-31T23:58:12.027Z","517.29","346.1","2","0","0","15","1","0.92","druid","2022-07-31","21:27:50","2022-07-31 21:27:50","1.13","-5.1696464","38.6316672","6","0","466.39","d3a5779692a6","1782","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7592,311146.295890892,4278136.54056976,311146.295890892,4278136.54056976,0.00194072273117162,"NO"
"7591","7593","2022-07-31T23:58:12.028Z","469.76","124.8","2","0","0","5","1","0.97","druid","2022-07-31","21:57:40","2022-07-31 21:57:40","1.1","-5.1698208","38.63192","6","0.5","418.86","d3a5779692a6","1790","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7593,311131.777535854,4278164.95587107,311131.777535854,4278164.95587107,0.01781654609386,"NO"
"7592","7594","2022-07-31T23:58:12.029Z","524.86","122.8","2","0","0","6","1","0.92","druid","2022-07-31","22:27:41","2022-07-31 22:27:41","1.25","-5.1697536","38.6315904","5","0.2","473.96","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7594,311136.762220865,4278128.23790109,311136.762220865,4278128.23790109,0.0205631385858325,"NO"
"7593","7595","2022-07-31T23:58:12.03Z","507.21","153.9","2","0","0","6","1","0.84","druid","2022-07-31","22:57:40","2022-07-31 22:57:40","1.28","-5.1697928","38.6316032","6","0.2","456.31","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7595,311133.383349421,4278129.73918593,311133.383349421,4278129.73918593,0.00205410071796564,"NO"
"7594","7596","2022-07-31T23:58:12.031Z","516.17","237.9","2","0","0","34","1","0.83","druid","2022-07-31","23:28:08","2022-07-31 23:28:08","0.91","-5.1696716","38.6316032","9","0","465.27","d3a5779692a6","1828","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7596,311143.934158713,4278129.4896235,311143.934158713,4278129.4896235,0.00577023530756402,"NO"
"7595","7597","2022-07-31T23:58:13.342Z","513.08","0.6","2","0","0","3","1","0.82","druid","2022-07-31","23:57:37","2022-07-31 23:57:37","0.9","-5.1696628","38.6316032","9","0.6","462.18","d3a5779692a6","1769","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7597,311144.700224067,4278129.471504,311144.700224067,4278129.471504,0.000432926334033963,"NO"
"7596","7598","2022-08-01T11:58:07.36Z","520.88","153.5","2","0","0","3","1","0.8","druid","2022-08-01","00:27:37","2022-08-01 00:27:37","0.93","-5.1696168","38.631616","9","0.6","469.99","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7598,311148.738256019,4278130.79735636,311148.738256019,4278130.79735636,0.00235987108523311,"NO"
"7597","7599","2022-08-01T11:58:07.361Z","514.17","268","2","0","0","3","1","0.77","druid","2022-08-01","00:57:37","2022-08-01 00:57:37","0.87","-5.169628","38.6315872","9","0.3","463.27","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7599,311147.687664818,4278127.62414192,311147.687664818,4278127.62414192,0.0018559736413922,"NO"
"7598","7600","2022-08-01T11:58:07.362Z","513.19","317.6","2","0","0","3","1","0.72","druid","2022-08-01","01:27:36","2022-08-01 01:27:36","0.8","-5.1696268","38.6315904","10","0.5","462.29","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7600,311147.800528193,4278127.97681281,311147.800528193,4278127.97681281,0.000205716826240706,"NO"
"7599","7601","2022-08-01T11:58:07.363Z","516.38","258.3","2","0","0","3","1","0.89","druid","2022-08-01","01:57:36","2022-08-01 01:57:36","1.37","-5.1695672","38.6316224","8","0.2","465.48","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7601,311153.072877443,4278131.40551516,311153.072877443,4278131.40551516,0.00349204362550587,"NO"
"7600","7602","2022-08-01T11:58:07.364Z","491.64","65.2","2","0","0","4","1","0.89","druid","2022-08-01","02:27:37","2022-08-01 02:27:37","1.14","-5.1696268","38.6316","8","0.4","440.74","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7602,311147.825727879,4278129.04223786,311147.825727879,4278129.04223786,0.00319355958051978,"NO"
"7601","7603","2022-08-01T11:58:07.365Z","490.89","101.4","2","0","0","4","1","0.94","druid","2022-08-01","02:57:36","2022-08-01 02:57:36","1.2","-5.1695952","38.6316864","7","0.6","439.99","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7603,311150.803393134,4278138.56599953,311150.803393134,4278138.56599953,0.0055435572306404,"NO"
"7602","7604","2022-08-01T11:58:07.366Z","487.65","0","2","0","0","5","1","0.92","druid","2022-08-01","03:27:38","2022-08-01 03:27:38","1.15","-5.1696492","38.6316864","7","0","436.75","d3a5779692a6","1802","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7604,311146.102543027,4278138.67718514,311146.102543027,4278138.67718514,0.00260796717495749,"NO"
"7603","7605","2022-08-01T11:58:07.368Z","850.32","126.9","2","0","0","5","1","0.9","druid","2022-08-01","03:57:36","2022-08-01 03:57:36","1.55","-5.1709296","38.6332832","6","0.5","799.42","d3a5779692a6","1798","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7605,311038.834302949,4278318.53008812,311038.834302949,4278318.53008812,0.116404876696707,"NO"
"7604","7606","2022-08-01T11:58:07.369Z","469.37","0","2","0","0","12","1","0.98","druid","2022-08-01","04:27:44","2022-08-01 04:27:44","0.97","-5.1697244","38.6317408","5","0","418.47","d3a5779692a6","1808","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7606,311139.698978956,4278144.86943481,311139.698978956,4278144.86943481,0.111015782934414,"NO"
"7605","7607","2022-08-01T11:58:07.37Z","720.71","173","2","0","0","5","1","1","druid","2022-08-01","04:57:36","2022-08-01 04:57:36","1.22","-5.1695784","38.631888","4","0.4","669.81","d3a5779692a6","1792","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7607,311152.795063658,4278160.90533551,311152.795063658,4278160.90533551,0.0115471537093281,"NO"
"7606","7608","2022-08-01T11:58:07.371Z","353.77","0","2","0","0","12","1","0.99","druid","2022-08-01","05:27:44","2022-08-01 05:27:44","1.26","-5.1697068","38.631808","4","0","302.87","d3a5779692a6","1808","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7608,311141.407511755,4278152.29117058,311141.407511755,4278152.29117058,0.00789312412956199,"NO"
"7607","7609","2022-08-01T11:58:07.372Z","532","0","2","0","0","30","1","0.86","druid","2022-08-01","05:58:00","2022-08-01 05:58:00","0.91","-5.1213964","38.6595872","8","0","481.07","d3a5779692a6","1816","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7609,315418.258836317,4281136.89502974,315418.258836317,4281136.89502974,2.87027874910012,"NO"
"7608","7610","2022-08-01T11:58:07.373Z","534.98","162","2","0","0","2","1","0.97","druid","2022-08-01","06:27:39","2022-08-01 06:27:39","1.15","-5.1213952","38.6595648","5","1.2","484.05","d3a5779692a6","1779","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7610,315418.305732472,4281134.40662876,315418.305732472,4281134.40662876,0.00139822631452512,"NO"
"7609","7611","2022-08-01T11:58:07.374Z","483.51","205.9","2","0","0","2","1","0.89","druid","2022-08-01","06:57:39","2022-08-01 06:57:39","1.52","-5.16774","38.6592224","5","1.2","432.59","d3a5779692a6","1800","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7611,311384.543851403,4281190.74739601,311384.543851403,4281190.74739601,2.23995298507224,"NO"
"7610","7612","2022-08-01T11:58:07.375Z","503.46","284.9","2","0","0","3","1","0.77","druid","2022-08-01","07:27:40","2022-08-01 07:27:40","1.13","-5.1756472","38.6651616","8","17.9","452.54","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7612,310712.107785497,4281866.1938823,310712.107785497,4281866.1938823,0.528911914566285,"NO"
"7611","7613","2022-08-01T11:58:09.292Z","510.52","354.3","2","0","0","3","1","0.89","druid","2022-08-01","07:57:39","2022-08-01 07:57:39","1.52","-5.1684324","38.6596864","7","0.7","459.6","d3a5779692a6","1799","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7613,311325.509683097,4281243.66808791,311325.509683097,4281243.66808791,0.485531480672718,"NO"
"7612","7614","2022-08-01T11:58:09.293Z","480.19","220.5","2","0","0","3","1","0.89","druid","2022-08-01","08:27:40","2022-08-01 08:27:40","1.22","-5.1684324","38.6594656","7","5.1","429.27","d3a5779692a6","1801","0","1214","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",7614,311324.930053502,4281219.16321535,311324.930053502,4281219.16321535,0.0136025120822285,"NO"
