"","X","Transmitting.time","Geoid.height","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"2348","2349","2022-04-13T23:58:24.608Z","505.93","328","2","0","0","3","1","0.82","druid","2022-04-13","16:27:35","2022-04-13 16:27:35","0.9","-5.1438316","38.6505472","9","0.2","455.01","d3a5779692a6","1774","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2349,313442.522009579,4280179.03508084,313442.522009579,4280179.03508084,0.0124538275019533,"NO"
"2349","2350","2022-04-13T23:58:24.609Z","512.36","312.3","2","0","0","3","1","0.75","druid","2022-04-13","16:57:35","2022-04-13 16:57:35","0.82","-5.1436204","38.6505216","10","0.2","461.44","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2350,313460.836240424,4280175.76422379,313460.836240424,4280175.76422379,0.0103298278310476,"NO"
"2350","2351","2022-04-13T23:58:24.61Z","504.92","0","2","0","0","3","1","0.74","druid","2022-04-13","17:27:35","2022-04-13 17:27:35","0.87","-5.1433572","38.650608","9","0.1","454","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2351,313483.966579177,4280184.81756838,313483.966579177,4280184.81756838,0.0137917789678508,"NO"
"2351","2352","2022-04-13T23:58:24.611Z","502.71","0","2","0","0","2","1","0.88","druid","2022-04-13","17:57:33","2022-04-13 17:57:33","1.35","-5.1677136","38.659328","5","0","451.79","d3a5779692a6","1798","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2352,311387.118283553,4281202.41279424,311387.118283553,4281202.41279424,1.29556624148088,"NO"
"2352","2353","2022-04-13T23:58:24.611Z","516.92","19.5","2","0","0","3","1","0.83","druid","2022-04-13","18:27:41","2022-04-13 18:27:41","0.93","-5.1693832","38.6408736","9","0.9","466.01","d3a5779692a6","1808","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2353,311193.374454498,4279157.74195656,311193.374454498,4279157.74195656,1.13533967572356,"NO"
"2353","2354","2022-04-13T23:58:24.612Z","529.18","170.3","2","0","0","4","1","0.77","druid","2022-04-13","18:57:40","2022-04-13 18:57:40","0.87","-5.1691476","38.6406752","10","0.4","478.27","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2354,311213.360682513,4279135.23808998,311213.360682513,4279135.23808998,0.0167209608346368,"NO"
"2354","2355","2022-04-13T23:58:24.613Z","533.97","67.7","2","0","0","4","1","0.78","druid","2022-04-13","19:27:41","2022-04-13 19:27:41","0.81","-5.1689","38.640752","10","1.1","483.07","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2355,311235.113822712,4279143.25179879,311235.113822712,4279143.25179879,0.0128647566364743,"NO"
"2355","2356","2022-04-13T23:58:24.614Z","562.16","0","2","0","0","4","1","0.79","druid","2022-04-13","19:57:41","2022-04-13 19:57:41","0.8","-5.1690388","38.6409728","10","0.1","511.26","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2356,311223.611976095,4279168.04232875,311223.611976095,4279168.04232875,0.0151742318832824,"NO"
"2356","2357","2022-04-13T23:58:24.614Z","496.73","83","2","0","0","24","1","0.79","druid","2022-04-13","20:28:01","2022-04-13 20:28:01","0.9","-5.1689796","38.6405856","9","0","445.82","d3a5779692a6","1820","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2357,311227.748545207,4279124.94826439,311227.748545207,4279124.94826439,0.0237738288452852,"NO"
"2357","2358","2022-04-13T23:58:24.615Z","493.32","50","2","0","0","2","1","0.81","druid","2022-04-13","20:57:39","2022-04-13 20:57:39","0.91","-5.169272","38.6406336","9","0.1","442.42","d3a5779692a6","1778","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2358,311202.423469619,4279130.87735038,311202.423469619,4279130.87735038,0.0146205021916106,"NO"
"2358","2359","2022-04-13T23:58:24.615Z","495.77","347.1","2","0","0","3","1","0.83","druid","2022-04-13","21:27:38","2022-04-13 21:27:38","0.96","-5.1693416","38.6406336","9","2.7","444.87","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2359,311196.365350888,4279131.02064557,311196.365350888,4279131.02064557,0.00336656289125709,"NO"
"2359","2360","2022-04-13T23:58:24.616Z","493.28","217.1","2","0","0","3","1","0.83","druid","2022-04-13","21:57:39","2022-04-13 21:57:39","0.96","-5.169302","38.6405568","9","1.6","442.38","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2360,311199.610604398,4279122.41570373,311199.610604398,4279122.41570373,0.00510352876260166,"NO"
"2360","2361","2022-04-13T23:58:24.617Z","523.06","205","2","0","0","3","1","0.88","druid","2022-04-13","22:27:38","2022-04-13 22:27:38","1.07","-5.1693632","38.6405376","8","1.3","472.16","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2361,311194.233229053,4279120.41085328,311194.233229053,4279120.41085328,0.00318830767720492,"NO"
"2361","2362","2022-04-13T23:58:24.617Z","522.01","0","2","0","0","3","1","0.81","druid","2022-04-13","22:57:38","2022-04-13 22:57:38","0.95","-5.1693372","38.6405792","8","0","471.11","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2362,311196.605527984,4279124.9741702,311196.605527984,4279124.9741702,0.00285570131623766,"NO"
"2362","2363","2022-04-13T23:58:24.618Z","515.19","158.2","2","0","0","2","1","0.76","druid","2022-04-13","23:27:37","2022-04-13 23:27:37","0.81","-5.1693064","38.6405536","10","2.1","464.28","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2363,311199.219219163,4279122.06962047,311199.219219163,4279122.06962047,0.00217077890893951,"NO"
"2363","2364","2022-04-13T23:58:26.034Z","499.62","131.6","2","0","0","3","1","0.79","druid","2022-04-13","23:57:37","2022-04-13 23:57:37","0.85","-5.1692524","38.6405536","9","0.3","448.71","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2364,311203.919488911,4279121.95844465,311203.919488911,4279121.95844465,0.0026105410268097,"NO"
"2364","2365","2022-04-14T07:58:10.037Z","514.9","89.4","2","0","0","4","1","0.78","druid","2022-04-14","00:27:38","2022-04-14 00:27:38","0.93","-5.1692572","38.6405792","8","0.2","463.99","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2365,311203.56888811,4279124.80946389,311203.56888811,4279124.80946389,0.0015940597727697,"NO"
"2365","2366","2022-04-14T07:58:10.038Z","466.75","0","2","0","0","6","1","0.8","druid","2022-04-14","00:57:40","2022-04-14 00:57:40","1.03","-5.1693996","38.6399072","8","0","415.84","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2366,311189.409978595,4279050.52279969,311189.409978595,4279050.52279969,0.0419434049581815,"NO"
"2366","2367","2022-04-14T07:58:10.039Z","393.88","31","2","0","0","10","1","0.9","druid","2022-04-14","01:27:43","2022-04-14 01:27:43","1.1","-5.1688116","38.6398432","7","0","342.97","d3a5779692a6","1803","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2367,311240.423187577,4279042.20948035,311240.423187577,4279042.20948035,0.0286508627802532,"NO"
"2367","2368","2022-04-14T07:58:10.04Z","78.15","155.8","2","0","0","14","1","0.9","druid","2022-04-14","01:57:47","2022-04-14 01:57:47","0.95","-5.1681108","38.6399584","8","0.1","27.24","d3a5779692a6","1804","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2368,311301.725079608,4279053.55233154,311301.725079608,4279053.55233154,0.0345387586512381,"NO"
"2368","2369","2022-04-14T07:58:10.041Z","-175.53","153.3","2","0","0","11","1","0.9","druid","2022-04-14","02:27:43","2022-04-14 02:27:43","0.98","-5.1694592","38.6418112","8","0.1","-226.44","d3a5779692a6","1796","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2369,311189.220795736,4279261.95509638,311189.220795736,4279261.95509638,0.131792436202326,"YES"
"2369","2370","2022-04-14T07:58:10.042Z","310.09","312.7","2","0","0","11","1","0.91","druid","2022-04-14","02:57:43","2022-04-14 02:57:43","1.21","-5.1700916","38.641584","6","0.1","259.19","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2370,311133.579721116,4279238.04230122,311133.579721116,4279238.04230122,0.0336268515558176,"NO"
"2370","2371","2022-04-14T07:58:10.043Z","416.45","0","2","0","0","5","1","0.77","druid","2022-04-14","03:27:37","2022-04-14 03:27:37","1.2","-5.1694592","38.6410016","7","0","365.54","d3a5779692a6","1794","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2371,311187.095328203,4279172.10412334,311187.095328203,4279172.10412334,0.0473103635495225,"NO"
"2371","2372","2022-04-14T07:58:10.044Z","472.27","274.3","2","0","0","7","1","0.74","druid","2022-04-14","03:57:40","2022-04-14 03:57:40","1.27","-5.1688084","38.6404928","7","0.4","421.37","d3a5779692a6","1803","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2372,311242.406580824,4279114.29673736,311242.406580824,4279114.29673736,0.04434946126046,"NO"
"2372","2373","2022-04-14T07:58:10.046Z","737.66","36.8","2","0","0","15","1","0.9","druid","2022-04-14","04:27:47","2022-04-14 04:27:47","1.16","-5.1716236","38.6409504","6","0.1","686.75","d3a5779692a6","1807","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2373,310998.568143401,4279170.88055016,310998.568143401,4279170.88055016,0.138450011673587,"NO"
"2373","2374","2022-04-14T07:58:10.047Z","554.64","251.6","2","0","0","4","1","0.84","druid","2022-04-14","04:57:35","2022-04-14 04:57:35","1.07","-5.169396","38.6400352","6","0.1","503.73","d3a5779692a6","1788","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2374,311190.059354633,4279064.72107191,311190.059354633,4279064.72107191,0.122386318487886,"NO"
"2374","2375","2022-04-14T07:58:10.048Z","554.62","7.4","2","0","0","4","1","0.87","druid","2022-04-14","05:27:37","2022-04-14 05:27:37","0.95","-5.1695176","38.6399808","7","0.4","503.71","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2375,311179.332149404,4279058.9340269,311179.332149404,4279058.9340269,0.00676019686746913,"NO"
"2375","2376","2022-04-14T07:58:10.049Z","599.96","0","2","0","0","4","1","0.86","druid","2022-04-14","05:57:34","2022-04-14 05:57:34","0.89","-5.168896","38.640544","8","0","549.05","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2376,311234.916072169,4279120.15932737,311234.916072169,4279120.15932737,0.0459915821994516,"NO"
"2376","2377","2022-04-14T07:58:10.05Z","512.37","45.6","2","0","0","5","1","0.83","druid","2022-04-14","06:27:41","2022-04-14 06:27:41","0.87","-5.1692192","38.6401216","8","0.9","461.47","d3a5779692a6","1807","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2377,311205.675293878,4279073.94590759,311205.675293878,4279073.94590759,0.0302474130913099,"NO"
"2377","2378","2022-04-14T07:58:10.051Z","533.73","324.3","2","0","0","4","1","0.91","druid","2022-04-14","06:57:41","2022-04-14 06:57:41","1.23","-5.1690808","38.6409088","6","1.2","482.82","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2378,311219.788242101,4279161.02594752,311219.788242101,4279161.02594752,0.0489818216283873,"NO"
"2378","2379","2022-04-14T07:58:10.052Z","575.84","203.7","2","0","0","5","1","0.89","druid","2022-04-14","07:27:42","2022-04-14 07:27:42","1.07","-5.143238","38.652336","6","0.2","524.92","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2379,313498.823159912,4280376.35141338,313498.823159912,4280376.35141338,1.43331355877283,"NO"
"2379","2380","2022-04-14T07:58:11.968Z","457.66","132.5","2","0","0","5","1","0.88","druid","2022-04-14","07:57:41","2022-04-14 07:57:41","1.44","-5.1430708","38.6514464","5","0.3","406.74","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2380,313511.066563244,4280277.28199894,313511.066563244,4280277.28199894,0.0554572736276271,"NO"
"2380","2381","2022-04-14T15:58:05.863Z","103.05","336.4","2","0","0","4","1","0.86","druid","2022-04-14","08:27:40","2022-04-14 08:27:40","1.01","-5.1411184","38.6524224","6","0.5","52.13","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2381,313683.510375712,4280381.63055701,313683.510375712,4280381.63055701,0.111976477398217,"NO"
"2381","2382","2022-04-14T15:58:05.864Z","473.77","0","2","0","0","4","1","0.86","druid","2022-04-14","08:57:40","2022-04-14 08:57:40","0.91","-5.1427824","38.6512704","7","0.1","422.85","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2382,313535.709113081,4280257.16263648,313535.709113081,4280257.16263648,0.107289882130932,"NO"
"2382","2383","2022-04-14T15:58:05.865Z","636.37","195.7","2","0","0","3","1","0.96","druid","2022-04-14","09:27:40","2022-04-14 09:27:40","1.04","-5.1315168","38.6500128","7","1.5","585.45","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2383,314512.894490897,4280094.74061354,314512.894490897,4280094.74061354,0.550023226683229,"NO"
"2383","2384","2022-04-14T15:58:05.865Z","521.56","28.3","2","0","0","26","1","0.87","druid","2022-04-14","09:58:01","2022-04-14 09:58:01","0.96","-5.1318788","38.6498336","9","0","470.64","d3a5779692a6","1821","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2384,314480.92721057,4280075.58515153,314480.92721057,4280075.58515153,0.0204539663851239,"NO"
"2384","2385","2022-04-14T15:58:05.866Z","475.89","172.5","2","0","0","2","1","0.88","druid","2022-04-14","10:27:37","2022-04-14 10:27:37","1.04","-5.1321292","38.6494592","8","0.6","424.97","d3a5779692a6","1776","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2385,314458.168655217,4280034.54038495,314458.168655217,4280034.54038495,0.0264108771601365,"NO"
"2385","2386","2022-04-14T15:58:05.867Z","499.42","133.1","2","0","0","2","1","0.85","druid","2022-04-14","10:57:37","2022-04-14 10:57:37","1.07","-5.1322524","38.6496192","8","4.1","448.5","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2386,314447.859377784,4280052.54674054,314447.859377784,4280052.54674054,0.011520675145012,"NO"
"2386","2387","2022-04-14T15:58:05.868Z","490.38","306.1","2","0","0","2","1","0.82","druid","2022-04-14","11:27:38","2022-04-14 11:27:38","1.5","-5.1321296","38.6496608","6","0.2","439.46","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2387,314458.654084338,4280056.91505755,314458.654084338,4280056.91505755,0.00646230842423091,"NO"
"2387","2388","2022-04-14T15:58:05.869Z","462.13","300.4","2","0","0","3","1","0.87","druid","2022-04-14","11:57:37","2022-04-14 11:57:37","1.13","-5.1322036","38.6500064","7","0.1","411.21","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2388,314453.105704134,4280095.42000657,314453.105704134,4280095.42000657,0.0216125793667146,"NO"
"2388","2389","2022-04-14T15:58:05.87Z","481.2","142.2","2","0","0","3","1","0.88","druid","2022-04-14","12:27:38","2022-04-14 12:27:38","1.23","-5.132088","38.6499872","5","0.6","430.28","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2389,314463.116838315,4280093.05522537,314463.116838315,4280093.05522537,0.00570845821909031,"NO"
"2389","2390","2022-04-14T15:58:05.871Z","466.86","0","2","0","0","3","1","0.78","druid","2022-04-14","12:57:38","2022-04-14 12:57:38","0.83","-5.1322628","38.6500128","9","0","415.95","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2390,314447.97003847,4280096.25009454,314447.97003847,4280096.25009454,0.00859526674378908,"NO"
"2390","2391","2022-04-14T15:58:05.872Z","487.53","275.4","2","0","0","3","1","0.85","druid","2022-04-14","13:27:37","2022-04-14 13:27:37","0.91","-5.1322568","38.6501344","8","0.5","436.61","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2391,314448.806037783,4280109.73329913,314448.806037783,4280109.73329913,0.00750505387020589,"NO"
"2391","2392","2022-04-14T15:58:05.873Z","502.64","250.6","2","0","0","26","1","0.77","druid","2022-04-14","13:58:01","2022-04-14 13:58:01","0.9","-5.1321648","38.6507104","9","0.1","451.72","d3a5779692a6","1824","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2392,314458.299250348,4280173.4724468,314458.299250348,4280173.4724468,0.0353108068040966,"NO"
"2392","2393","2022-04-14T15:58:05.874Z","488.88","35.2","2","0","0","3","1","0.86","druid","2022-04-14","14:27:36","2022-04-14 14:27:36","1.04","-5.132584","38.650608","8","0.5","437.96","d3a5779692a6","1775","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2393,314421.552273101,4280162.95636312,314421.552273101,4280162.95636312,0.0215214484621602,"NO"
"2393","2394","2022-04-14T15:58:05.875Z","501.97","0","2","0","0","3","1","0.75","druid","2022-04-14","14:57:36","2022-04-14 14:57:36","0.91","-5.1324692","38.6506752","9","0.2","451.05","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2394,314431.716691946,4280170.18195839,314431.716691946,4280170.18195839,0.00692445960303915,"NO"
"2394","2395","2022-04-14T15:58:05.876Z","505.9","286","2","0","0","2","1","0.87","druid","2022-04-14","15:27:36","2022-04-14 15:27:36","1.12","-5.1325356","38.650752","8","0.1","454.98","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2395,314426.136176312,4280178.83973209,314426.136176312,4280178.83973209,0.00571929294766303,"NO"
"2395","2396","2022-04-14T15:58:07.375Z","540.96","290","2","0","0","3","1","0.81","druid","2022-04-14","15:57:35","2022-04-14 15:57:35","1.01","-5.143042","38.6502048","8","1.6","490.05","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2396,313510.352449008,4280139.42858917,313510.352449008,4280139.42858917,0.509239651488798,"NO"
"2396","2397","2022-04-14T23:58:59.286Z","544.11","109.8","2","0","0","3","1","0.84","druid","2022-04-14","16:27:36","2022-04-14 16:27:36","0.93","-5.1431084","38.650336","8","0.3","493.19","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2397,313504.913977352,4280154.12444383,313504.913977352,4280154.12444383,0.00869582648193544,"NO"
"2397","2398","2022-04-14T23:58:59.286Z","531.65","0","2","0","0","3","1","0.76","druid","2022-04-14","16:57:36","2022-04-14 16:57:36","0.84","-5.1429804","38.6504512","9","0","480.73","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2398,313516.352598683,4280166.64917316,313516.352598683,4280166.64917316,0.00941812493208445,"NO"
"2398","2399","2022-04-14T23:58:59.287Z","526.1","280.9","2","0","0","5","1","0.77","druid","2022-04-14","17:27:37","2022-04-14 17:27:37","0.88","-5.1429696","38.6504672","9","0.2","475.19","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2399,313517.3340195,4280168.40291268,313517.3340195,4280168.40291268,0.00111524632786379,"NO"
"2399","2400","2022-04-14T23:58:59.288Z","556.23","130.2","2","0","0","4","1","0.81","druid","2022-04-14","17:57:35","2022-04-14 17:57:35","0.82","-5.1431584","38.6502112","9","0.1","505.31","d3a5779692a6","1798","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2400,313500.238757764,4280140.37563975,313500.238757764,4280140.37563975,0.0182487487228938,"NO"
"2400","2401","2022-04-14T23:58:59.288Z","426.18","352.4","2","0","0","4","1","0.89","druid","2022-04-14","18:27:36","2022-04-14 18:27:36","0.96","-5.16936","38.6410528","8","0.1","375.27","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2401,311195.864253776,4279177.58215081,311195.864253776,4279177.58215081,1.38591637150989,"NO"
"2401","2402","2022-04-14T23:58:59.289Z","515.95","0","2","0","0","5","1","0.85","druid","2022-04-14","18:57:42","2022-04-14 18:57:42","0.98","-5.1691412","38.6404384","8","0.1","465.05","d3a5779692a6","1806","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2402,311213.296175165,4279108.94439715,311213.296175165,4279108.94439715,0.0391902364548338,"NO"
"2402","2403","2022-04-14T23:58:59.29Z","534.23","255.6","2","0","0","4","1","0.8","druid","2022-04-14","19:27:42","2022-04-14 19:27:42","0.83","-5.1694484","38.6408416","9","0.1","483.32","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2403,311187.615330011,4279154.3247783,311187.615330011,4279154.3247783,0.0289522080318392,"NO"
"2403","2404","2022-04-14T23:58:59.29Z","527.3","139","2","0","0","23","1","0.79","druid","2022-04-14","19:58:01","2022-04-14 19:58:01","0.8","-5.1694244","38.6409504","10","0","476.39","d3a5779692a6","1819","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2404,311189.989958622,4279166.35019648,311189.989958622,4279166.35019648,0.00673496266676051,"NO"
"2404","2405","2022-04-14T23:58:59.291Z","497.14","293.3","2","0","0","3","1","0.81","druid","2022-04-14","20:27:40","2022-04-14 20:27:40","0.87","-5.1692156","38.640672","9","1.3","446.23","d3a5779692a6","1779","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2405,311207.433434438,4279135.02294085,311207.433434438,4279135.02294085,0.0201439695248502,"NO"
"2405","2406","2022-04-14T23:58:59.292Z","497.12","287.5","2","0","0","3","1","0.76","druid","2022-04-14","20:57:39","2022-04-14 20:57:39","0.82","-5.1692104","38.6406784","10","0.4","446.21","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2406,311207.902852172,4279135.72251962,311207.902852172,4279135.72251962,0.000468041446965987,"NO"
"2406","2407","2022-04-14T23:58:59.293Z","493.33","216.8","2","0","0","3","1","0.83","druid","2022-04-14","21:27:39","2022-04-14 21:27:39","0.97","-5.1692544","38.6406528","9","1.2","442.42","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2407,311204.005808414,4279132.97196836,311204.005808414,4279132.97196836,0.00264850428299018,"NO"
"2407","2408","2022-04-14T23:58:59.293Z","492.56","200","2","0","0","3","1","0.84","druid","2022-04-14","21:57:39","2022-04-14 21:57:39","1.06","-5.1692416","38.6406528","9","3.2","441.65","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2408,311205.119944885,4279132.94561593,311205.119944885,4279132.94561593,0.000618794048473053,"NO"
"2408","2409","2022-04-14T23:58:59.294Z","526.36","227.5","2","0","0","3","1","0.93","druid","2022-04-14","22:27:39","2022-04-14 22:27:39","1.29","-5.1692752","38.6407008","7","1.3","475.46","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2409,311202.321339784,4279138.34192346,311202.321339784,4279138.34192346,0.00337525954586963,"NO"
"2409","2410","2022-04-14T23:58:59.295Z","540.65","0","2","0","0","3","1","0.81","druid","2022-04-14","22:57:38","2022-04-14 22:57:38","0.91","-5.1692328","38.6406976","8","0.1","489.74","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2410,311206.003514332,4279137.89948863,311206.003514332,4279137.89948863,0.00206036659024378,"NO"
"2410","2411","2022-04-14T23:58:59.296Z","532.2","0","2","0","0","25","1","0.81","druid","2022-04-14","23:28:01","2022-04-14 23:28:01","0.86","-5.1692272","38.6406208","9","0","481.29","d3a5779692a6","1823","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2411,311206.289348254,4279129.3645483,311206.289348254,4279129.3645483,0.00468186691797856,"NO"
"2411","2412","2022-04-14T23:59:00.886Z","515.07","270.6","2","0","0","2","1","0.79","druid","2022-04-14","23:57:37","2022-04-14 23:57:37","0.85","-5.1692832","38.640672","9","2.3","464.16","d3a5779692a6","1776","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2412,311201.549402774,4279135.16211472,311201.549402774,4279135.16211472,0.00421417104225857,"NO"
"2412","2413","2022-04-15T07:58:04.62Z","488.47","216.2","2","0","0","3","1","0.78","druid","2022-04-15","00:27:38","2022-04-15 00:27:38","0.94","-5.1691456","38.6407264","8","5.5","437.56","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2413,311213.66916166,4279140.91624673,311213.66916166,4279140.91624673,0.00744525823808979,"NO"
"2413","2414","2022-04-15T07:58:04.621Z","411.02","237.6","2","0","0","4","1","0.8","druid","2022-04-15","00:57:39","2022-04-15 00:57:39","1.03","-5.1690592","38.6404256","8","1.9","360.11","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2414,311220.400035771,4279107.35502026,311220.400035771,4279107.35502026,0.0189952985720325,"NO"
"2414","2415","2022-04-15T07:58:04.622Z","531.05","0","2","0","0","2","1","0.96","druid","2022-04-15","01:27:36","2022-04-15 01:27:36","1.4","-5.16928","38.640736","5","0.1","480.14","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",2415,311201.995941477,4279142.25836931,311201.995941477,4279142.25836931,0.0219456408631422,"NO"
