"","X","id_datoGPS","id_emisor","Especie","Fecha_D.M.Y","Hora_H.M.S","Fecha_hora","Lat","Lon","KM.H","T_GPS","Bateria","Bat_2","temperatura","logger_type","year","month","day","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","device_id","speed_km_h","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"21","22","16004","GUE01","PTEALC","6/3/19","10:02:00","6-3-19 10:02","41,513467","0,721683","0","6","4,3","","0","pica","2019","03","06","2019-03-06","10:02:00","2019-03-06 10:02:00","0.721683","41.513467","PTS_GUE01","0","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",22,810584.464625004,4602450.03720234,810584.464625004,4602450.03720234,0.0145546912501084,"NO"
"22","23","16005","GUE01","PTEALC","6/3/19","11:02:00","6-3-19 11:02","41,513633","0,721083","0,3","7","4,31","","0","pica","2019","03","06","2019-03-06","11:02:00","2019-03-06 11:02:00","0.721083","41.513633","PTS_GUE01","0,3","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",23,810533.589770606,4602466.31223706,810533.589770606,4602466.31223706,0.0148332895191933,"NO"
"23","24","16006","GUE01","PTEALC","6/3/19","12:03:00","6-3-19 12:03","41,513533","0,719417","1,1","3","4,32","","0","pica","2019","03","06","2019-03-06","12:03:00","2019-03-06 12:03:00","0.719417","41.513533","PTS_GUE01","1,1","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",24,810395.012517726,4602449.21456213,810395.012517726,4602449.21456213,0.0381393131643369,"NO"
"24","25","16007","GUE01","PTEALC","6/3/19","13:03:00","6-3-19 13:03","41,513367","0,72005","0,7","2","4,32","","0","pica","2019","03","06","2019-03-06","13:03:00","2019-03-06 13:03:00","0.72005","41.513367","PTS_GUE01","0,7","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",25,810448.64149595,4602433.05726031,810448.64149595,4602433.05726031,0.0155540266754678,"NO"
"25","26","16008","GUE01","PTEALC","6/3/19","14:04:00","6-3-19 14:04","41,513417","0,7195","0,1","5","4,32","","0","pica","2019","03","06","2019-03-06","14:04:00","2019-03-06 14:04:00","0.7195","41.513417","PTS_GUE01","0,1","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",26,810402.495315676,4602436.63148359,810402.495315676,4602436.63148359,0.0126425547386033,"NO"
"26","27","16009","GUE01","PTEALC","6/3/19","15:05:00","6-3-19 15:05","41,513367","0,71925","0,8","3","4,31","","0","pica","2019","03","06","2019-03-06","15:05:00","2019-03-06 15:05:00","0.71925","41.513367","PTS_GUE01","0,8","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",27,810381.867768274,4602430.18000265,810381.867768274,4602430.18000265,0.00590355013167676,"NO"
"27","28","16010","GUE01","PTEALC","6/3/19","16:05:00","6-3-19 16:05","41,5136","0,719033","1,8","3","4,32","","0","pica","2019","03","06","2019-03-06","16:05:00","2019-03-06 16:05:00","0.719033","41.5136","PTS_GUE01","1,8","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",28,810362.640667985,4602455.27385764,810362.640667985,4602455.27385764,0.00877895545211734,"NO"
"28","29","16011","GUE01","PTEALC","6/3/19","17:05:00","6-3-19 17:05","41,51345","0,719067","0,3","9","4,31","","0","pica","2019","03","06","2019-03-06","17:05:00","2019-03-06 17:05:00","0.719067","41.51345","PTS_GUE01","0,3","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",29,810366.196184128,4602438.73890835,810366.196184128,4602438.73890835,0.00469672359948892,"NO"
"29","30","16012","GUE01","PTEALC","6/3/19","18:05:00","6-3-19 18:05","41,513117","0,719033","0,3","4","4,3","","0","pica","2019","03","06","2019-03-06","18:05:00","2019-03-06 18:05:00","0.719033","41.513117","PTS_GUE01","0,3","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",30,810364.951450191,4602401.63763269,810364.951450191,4602401.63763269,0.0103088447554375,"NO"
"30","31","16013","GUE01","PTEALC","6/3/19","19:05:00","6-3-19 19:05","41,50355","0,711567","1,3","5","4,28","","0","pica","2019","03","06","2019-03-06","19:05:00","2019-03-06 19:05:00","0.711567","41.50355","PTS_GUE01","1,3","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",31,809787.457570662,4601312.42176725,809787.457570662,4601312.42176725,0.342359995554804,"NO"
"31","32","16014","GUE01","PTEALC","7/3/19","05:05:00","7-3-19 5:05","41,50305","0,7117","0,3","6","4,25","","0","pica","2019","03","07","2019-03-07","05:05:00","2019-03-07 05:05:00","0.7117","41.50305","PTS_GUE01","0,3","0","0","36000","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",32,809800.947281435,4601257.3751273,809800.947281435,4601257.3751273,0.00157427389290956,"NO"
"32","33","16015","GUE01","PTEALC","7/3/19","06:06:00","7-3-19 6:06","41,50375","0,71135","0,1","5","4,25","","0","pica","2019","03","07","2019-03-07","06:06:00","2019-03-07 06:06:00","0.71135","41.50375","PTS_GUE01","0,1","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",33,809768.387789569,4601333.85263975,809768.387789569,4601333.85263975,0.0227041726487156,"NO"
"33","34","16016","GUE01","PTEALC","7/3/19","07:06:00","7-3-19 7:06","41,503833","0,711483","0,2","6","4,26","","0","pica","2019","03","07","2019-03-07","07:06:00","2019-03-07 07:06:00","0.711483","41.503833","PTS_GUE01","0,2","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",34,809779.094352964,4601343.54687445,809779.094352964,4601343.54687445,0.00401091143563127,"NO"
"34","35","16017","GUE01","PTEALC","7/3/19","08:06:00","7-3-19 8:06","41,515233","0,71385","0","5","4,27","","0","pica","2019","03","07","2019-03-07","08:06:00","2019-03-07 08:06:00","0.71385","41.515233","PTS_GUE01","0","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",35,809922.230245826,4602617.99035179,809922.230245826,4602617.99035179,0.356138922733577,"NO"
"35","36","16018","GUE01","PTEALC","7/3/19","09:06:00","7-3-19 9:06","41,5156","0,714367","0","12","4,3","","0","pica","2019","03","07","2019-03-07","09:06:00","2019-03-07 09:06:00","0.714367","41.5156","PTS_GUE01","0","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",36,809963.627816206,4602660.60164432,809963.627816206,4602660.60164432,0.0164980383185204,"NO"
"36","37","16019","GUE01","PTEALC","7/3/19","10:07:00","7-3-19 10:07","41,515433","0,7136","0","0","4,32","","0","pica","2019","03","07","2019-03-07","10:07:00","2019-03-07 10:07:00","0.7136","41.515433","PTS_GUE01","0","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",37,809900.408594534,4602639.30224346,809900.408594534,4602639.30224346,0.0182220232721788,"NO"
"37","38","16020","GUE01","PTEALC","7/3/19","11:07:00","7-3-19 11:07","41,515467","0,71355","1,8","3","4,32","","0","pica","2019","03","07","2019-03-07","11:07:00","2019-03-07 11:07:00","0.71355","41.515467","PTS_GUE01","1,8","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",38,809896.072943503,4602642.8983408,809896.072943503,4602642.8983408,0.001564265436351,"NO"
"38","39","16021","GUE01","PTEALC","7/3/19","12:08:00","7-3-19 12:08","41,515333","0,713533","1,5","3","4,32","","0","pica","2019","03","07","2019-03-07","12:08:00","2019-03-07 12:08:00","0.713533","41.515333","PTS_GUE01","1,5","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",39,809895.294210282,4602627.95686409,809895.294210282,4602627.95686409,0.00408679494561154,"NO"
"39","40","16022","GUE01","PTEALC","7/3/19","13:10:00","7-3-19 13:10","41,515283","0,7136","0,5","4","4,32","","0","pica","2019","03","07","2019-03-07","13:10:00","2019-03-07 13:10:00","0.7136","41.515283","PTS_GUE01","0,5","0","0","3720","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",40,809901.125205291,4602622.64503983,809901.125205291,4602622.64503983,0.0021197825004739,"NO"
"40","41","16023","GUE01","PTEALC","7/3/19","14:11:00","7-3-19 14:11","41,5154","0,7136","3,3","3","4,32","","0","pica","2019","03","07","2019-03-07","14:11:00","2019-03-07 14:11:00","0.7136","41.5154","PTS_GUE01","3,3","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",41,809900.566249083,4602635.63765864,809900.566249083,4602635.63765864,0.00355220887752398,"NO"
"41","42","16024","GUE01","PTEALC","7/3/19","15:12:00","7-3-19 15:12","41,5152","0,71375","1,3","3","4,32","","0","pica","2019","03","07","2019-03-07","15:12:00","2019-03-07 15:12:00","0.71375","41.5152","PTS_GUE01","1,3","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",42,809914.041437751,4602613.96667444,809914.041437751,4602613.96667444,0.00697046188997643,"NO"
"42","43","16025","GUE01","PTEALC","7/3/19","16:13:00","7-3-19 16:13","41,515333","0,71385","0,1","4","4,3","","0","pica","2019","03","07","2019-03-07","16:13:00","2019-03-07 16:13:00","0.71385","41.515333","PTS_GUE01","0,1","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",43,809921.752473762,4602629.09515452,809921.752473762,4602629.09515452,0.00463816217067248,"NO"
"43","44","16026","GUE01","PTEALC","7/3/19","17:13:00","7-3-19 17:13","41,51425","0,713017","31","5","4,3","","0","pica","2019","03","07","2019-03-07","17:13:00","2019-03-07 17:13:00","0.713017","41.51425","PTS_GUE01","31","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",44,809857.399559733,4602505.83921496,809857.399559733,4602505.83921496,0.038612697726047,"NO"
"44","45","16027","GUE01","PTEALC","7/3/19","18:13:00","7-3-19 18:13","41,50445","0,711867","1,5","4","4,3","","0","pica","2019","03","07","2019-03-07","18:13:00","2019-03-07 18:13:00","0.711867","41.50445","PTS_GUE01","1,5","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",45,809808.204808131,4601413.44146791,809808.204808131,4601413.44146791,0.303667008532694,"NO"
"45","46","16028","GUE01","PTEALC","7/3/19","19:13:00","7-3-19 19:13","41,50435","0,712083","1,9","4","4,29","","0","pica","2019","03","07","2019-03-07","19:13:00","2019-03-07 19:13:00","0.712083","41.50435","PTS_GUE01","1,9","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",46,809826.713622299,4601403.11190197,809826.713622299,4601403.11190197,0.00588618019813549,"NO"
"46","47","16029","GUE01","PTEALC","8/3/19","05:02:00","8-3-19 5:02","41,504433","0,712117","0","23","4,25","","0","pica","2019","03","08","2019-03-08","05:02:00","2019-03-08 05:02:00","0.712117","41.504433","PTS_GUE01","0","0","0","35340","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",47,809829.155618848,4601412.45090559,809829.155618848,4601412.45090559,0.000273138739698136,"NO"
"47","48","16030","GUE01","PTEALC","8/3/19","06:02:00","8-3-19 6:02","41,504483","0,711917","0,2","5","4,28","","0","pica","2019","03","08","2019-03-08","06:02:00","2019-03-08 06:02:00","0.711917","41.504483","PTS_GUE01","0,2","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",48,809812.221188397,4601417.28549329,809812.221188397,4601417.28549329,0.0048905926653665,"NO"
"48","49","16031","GUE01","PTEALC","8/3/19","07:02:00","8-3-19 7:02","41,5152","0,712667","0","5","4,27","","0","pica","2019","03","08","2019-03-08","07:02:00","2019-03-08 07:02:00","0.712667","41.5152","PTS_GUE01","0","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",49,809823.649146325,4602610.0783244,809823.649146325,4602610.0783244,0.331254533346709,"NO"
"49","50","16032","GUE01","PTEALC","8/3/19","08:02:00","8-3-19 8:02","41,5149","0,712833","0,4","4","4,3","","0","pica","2019","03","08","2019-03-08","08:02:00","2019-03-08 08:02:00","0.712833","41.5149","PTS_GUE01","0,4","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",50,809838.937204686,4602577.3598461,809838.937204686,4602577.3598461,0.0100288906910759,"NO"
"50","51","16033","GUE01","PTEALC","8/3/19","09:02:00","8-3-19 9:02","41,5149","0,713183","0,2","5","4,3","","0","pica","2019","03","08","2019-03-08","09:02:00","2019-03-08 09:02:00","0.713183","41.5149","PTS_GUE01","0,2","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",51,809868.149991301,4602578.61639923,809868.149991301,4602578.61639923,0.00811991077280516,"NO"
"51","52","16034","GUE01","PTEALC","8/3/19","10:03:00","8-3-19 10:03","41,514917","0,713117","0,3","4","4,32","","0","pica","2019","03","08","2019-03-08","10:03:00","2019-03-08 10:03:00","0.713117","41.514917","PTS_GUE01","0,3","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",52,809862.560089725,4602580.26725632,809862.560089725,4602580.26725632,0.00159207282777622,"NO"
"52","53","16035","GUE01","PTEALC","8/3/19","11:04:00","8-3-19 11:04","41,515","0,712917","0,1","3","4,32","","0","pica","2019","03","08","2019-03-08","11:04:00","2019-03-08 11:04:00","0.712917","41.515","PTS_GUE01","0,1","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",53,809845.470624861,4602588.76620893,809845.470624861,4602588.76620893,0.00521337698223835,"NO"
"53","54","16036","GUE01","PTEALC","8/3/19","12:06:00","8-3-19 12:06","41,51485","0,712733","1,7","3","4,32","","0","pica","2019","03","08","2019-03-08","12:06:00","2019-03-08 12:06:00","0.712733","41.51485","PTS_GUE01","1,7","0","0","3720","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",54,809830.829506496,4602571.44845246,809830.829506496,4602571.44845246,0.00609445218032281,"NO"
"54","55","16037","GUE01","PTEALC","8/3/19","13:08:00","8-3-19 13:08","41,5148","0,712833","0,1","6","4,32","","0","pica","2019","03","08","2019-03-08","13:08:00","2019-03-08 13:08:00","0.712833","41.5148","PTS_GUE01","0,1","0","0","3720","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",55,809839.414841382,4602566.25504541,809839.414841382,4602566.25504541,0.00269656411795739,"NO"
"55","56","16038","GUE01","PTEALC","8/3/19","14:09:00","8-3-19 14:09","41,514883","0,712583","0,1","4","4,32","","0","pica","2019","03","08","2019-03-08","14:09:00","2019-03-08 14:09:00","0.712583","41.514883","PTS_GUE01","0,1","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",56,809818.152122213,4602574.57456484,809818.152122213,4602574.57456484,0.00623665150817031,"NO"
"56","57","16039","GUE01","PTEALC","8/3/19","15:10:00","8-3-19 15:10","41,514917","0,712617","0,3","3","4,32","","0","pica","2019","03","08","2019-03-08","15:10:00","2019-03-08 15:10:00","0.712617","41.514917","PTS_GUE01","0,3","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",57,809820.827549198,4602578.47224868,809820.827549198,4602578.47224868,0.00129133096806754,"NO"
"57","58","16040","GUE01","PTEALC","8/3/19","16:11:00","8-3-19 16:11","41,515","0,712567","0","1","4,3","","0","pica","2019","03","08","2019-03-08","16:11:00","2019-03-08 16:11:00","0.712567","41.515","PTS_GUE01","0","0","0","3660","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",58,809816.257884491,4602587.50974558,809816.257884491,4602587.50974558,0.00276621184159808,"NO"
"58","59","16041","GUE01","PTEALC","8/3/19","17:11:00","8-3-19 17:11","41,504083","0,710917","1,4","3","4,3","","0","pica","2019","03","08","2019-03-08","17:11:00","2019-03-08 17:11:00","0.710917","41.504083","PTS_GUE01","1,4","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",59,809730.651815492,4601369.27790073,809730.651815492,4601369.27790073,0.339138001204911,"NO"
"59","60","16042","GUE01","PTEALC","8/3/19","18:11:00","8-3-19 18:11","41,504083","0,710733","0,5","5","4,3","","0","pica","2019","03","08","2019-03-08","18:11:00","2019-03-08 18:11:00","0.710733","41.504083","PTS_GUE01","0,5","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",60,809715.291672147,4601368.61773288,809715.291672147,4601368.61773288,0.00426945947454639,"NO"
"60","61","16043","GUE01","PTEALC","8/3/19","19:11:00","8-3-19 19:11","41,502867","0,71165","1,1","5","4,3","","0","pica","2019","03","08","2019-03-08","19:11:00","2019-03-08 19:11:00","0.71165","41.502867","PTS_GUE01","1,1","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",61,809797.64685208,4601236.87393599,809797.64685208,4601236.87393599,0.0431454248643235,"NO"
"61","62","16044","GUE01","PTEALC","9/3/19","05:01:00","9-3-19 5:01","41,5029","0,7103","0,4","6","4,28","","0","pica","2019","03","09","2019-03-09","05:01:00","2019-03-09 05:01:00","0.7103","41.5029","PTS_GUE01","0,4","0","0","35400","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",62,809684.790552611,4601235.69472039,809684.790552611,4601235.69472039,0.00318811502526019,"NO"
"62","63","16045","GUE01","PTEALC","9/3/19","06:01:00","9-3-19 6:01","41,503583","0,711533","0,3","6","4,28","","0","pica","2019","03","09","2019-03-09","06:01:00","2019-03-09 06:01:00","0.711533","41.503583","PTS_GUE01","0,3","0","0","3600","0","7208","NO_burst_boost","M","PTS","AD","VEBRO","Lleida","PTS_GUE01",63,809784.461730135,4601315.96433545,809784.461730135,4601315.96433545,0.0355386894463264,"NO"
